Subject;Activity;Verb phrases;Noun phrases;VerbPhrases;NounPhrases;ProperNouns
Mail center;Categorised invoices;;Categorised invoices;;;
Parts Provision Team;Parts in Stock;;Parts in Stock;Parts in;;
Parts Provision Team;PPT requests authorisation for extra Part(s);;PPT requests authorisation for extra Part;;(;authorisation|Part
Parts Provision Team;Authorisation given;gives;Authorisation;;;
Parts Provision Team;requested from stock;requests from;stock;;stock;
Parts Provision Team;Request authorisation for additional part(s);requests;authorisation for additional part;authorisation for;additional part (;
Parts Provision Team;Authorisation given;gives;Authorisation;;;
Service Team;Request additional part(s);requests;additional part;;additional part (;
Service Team;Service the Vehicle;services;Vehicle;;;
Service Team;Stop Work;stops;Work;;;
Parts Provision Team;Customer details recorded;records;Customer details;;details;
Parts Provision Team;Part(s) available for collection;;Parts available for collection;;collection;Part
Parts Provision Team;Customer agrees to buy;agrees;Customer;buy;;
Parts Provision Team;PPT confirms / identifies the Part(s);confirms|identifies;Part;;(;Part
Parts Provision Team;Check Stock;checks;Stock;;;
Teacher;check process;checks;process;check;process;
Teacher;assign penalty points;assigns;penalty points;assign;penalty points;
Teacher;Check process;checks;process;;process;
Teacher;Assign possitive reports;assigns;possitive reports;;reports;possitive
Teacher;Consult project;consults;project;;project;
Student;fix the process;fixes;process;fix;process;
Student;extend process to level 2,3;extends;process to level 2,3;extend;process to level;
Student;Join Team;joins;Team;;;
Student;Create process model;creates;process model;;process model;
Student;Perform work according to role;performs;work according to role;work according;role;
Team;Agree to domain;agrees to;domain;Agree to;domain;
Team;Analyze domain;analyzes;domain;;domain;
Team;identify processes;identifies;processes;identify;processes;
Team;Assign roles;assigns;roles;;Assign roles;
Team;present project;presents;project;;present project;
Administrative;Receive problem message;receives;problem message;;problem message;
Administrative;Create report;creates;report;;report;
Administrative;Contact customer;contacts;customer;;customer;
Administrative;Receive answer;receives;answer;;answer;
Administrative;Close problem;closes;problem;;problem;
Administrative;Send answer;sends;answer;;answer;
IT analyst;Analyze report;analyzes;report;;report;
IT analyst;Check ticket;checks;ticket;;ticket;
IT analyst;Create ticket;creates;ticket;;ticket;
IT specialist;Open ticket;opens;ticket;;ticket;
IT specialist;Solve task;solves;task;;task;
IT specialist;Testing;;Testing;;;
IT specialist;Close ticket;closes;ticket;;ticket;
IT specialist;Make documentation;makes;documentation;;documentation;
Inspection team member;Prepare, read the materials;prepares;materials;, read;materials;
Inspection team member;Exam product;exams;product;;product;
Inspection team member;Send anomalies;sends;anomalies;;;
Inspection team member;Write down defect;writes down;defect;Write down;;
Inspection team member;Defect summary;;Defect summary;;summary;
Lead inspector;Receive inspection request;receives;inspection request;;inspection request;
Lead inspector;Plan inspection;plans;inspection;;inspection;
Lead inspector;Select people;selects;people;;Select people;
Lead inspector;Distribute materials;distributes;materials;;Distribute materials;
Lead inspector;Create final report;creates;final report;;final report;
Lead inspector;Send final report;sends;final report;;final report;
Lead inspector;Receive new materials;receives;new materials;;new materials;
Lead inspector;Report material anomalies;reports;material anomalies;;;
Finance;check solvency;checks;solvency;check;;
Finance;sending invoice;sends;invoice;;sending;
Finance;check status of payment;checks;status of payment;check;status of payment;
Finance;check number of reminder;checks;number of reminder;check;number of reminder;
Finance;close order;closes;order;;close order;
Finance;suing the customer;sues;customer;suing;customer;
Finance;prepare a reminder;prepares;reminder;prepare;reminder;
Finance;prepare letter of refusal;prepares;letter of refusal;prepare;letter of refusal;
Sales;check customer;checks;customer;check;customer;
Sales;create new customer ID;creates;new customer ID;create;new customer;
Sales;check customer status;checks;customer status;check;customer status;
Sales;prepare a letter;prepares;letter;prepare;letter;
Production;produce product;produces;product;produce;product;
Dispatch;sending products;sends;products;;sending products;
warehouse;check stock;checks;stock;;check stock;
warehouse;products will be packed;packs;products;be packed;products;
Sender;Maximize conference screen;maximizes;conference screen;;conference screen;
Sender;Adjust volume;adjusts;volume;;volume;
Sender;Stop video streaming;stops;video streaming;;video streaming;
Sender;Mute call;mutes;Mute call;;call;
Sender;Un-mute call;un-mutes;Un-mute call;;mute call;Un
Sender;Minimize conference screen;minimizes;conference screen;;conference screen;
Sender;Hang up;hangs up;;Hang;;
Sender;Close the call window;closes;call window;;call window;
Sender;Cancel;cancels;;;;
Sender;Confirm;confirms;;;;
Sender;Start talking;starts;talking;;talking;
Sender;Send file;sends;file;;file;
Sender;Chat;;Chat;;;
Sender;Start file transfer;starts;file transfer;;file transfer;
Sender;Put call on hold;puts;call on hold;call on;hold;
Sender;Resume the call;resumes;call;;call;
Receiver;Start talking;starts;talking;;talking;
Receiver;Accept file;accepts;file;;file;
Receiver;Reject file;rejects;file;;file;
Receiver;Read chat message;reads;chat message;;chat message;
Sender;Add Contact;adds;Contact;;;
Sender;Choose the contact;chooses;contact;;contact;
Sender;Start audio call;starts;audio call;;audio call;
Sender;start video call;starts;video call;start;video call;
Sender;Start video streaming;starts;video streaming;;video streaming;
Receiver;Accept;accepts;;;;
Receiver;Reject;rejects;;;;
Receiver;Start video streaming;starts;video streaming;;video streaming;
SAMA;Create Project Plan;creates;Project Plan;;;Create Project
SAMA;Verify Plan;verifies;Plan;;;
SAMA;Create Package Instance for each Bank;creates;Package Instance for each Bank;;;Instance
SAMA;Sign Package Instance;signs;Package Instance;;;Sign Package
SAMA;Post Package Instance;posts;Package Instance;;;Post Package
Bank;Verify BR;verifies;;;;
Bank;Sign BR by CFO;signs;CFO;BR by;;
Bank;Edit Business Rules;edits;Business Rules;;;Edit Business
SAMA;Validate BR;validates;BR;;;
SAMA;Simulate BR;simulates;BR;;;
SAMA;verify BR;verifies;BR;verify;;
SAMA;Post BR;posts;BR;;;
SAMA;Lock BR;locks;BR;;;
Bank Package Processing;Package Receipt Acknowledgement;packages;Receipt Acknowledgement;;;Package Receipt
Bank Package Processing;Auto data entry;;Auto data entry;;data entry;
Bank Package Processing;Manual data entry;;Manual data entry;;data entry;
Bank Package Processing;Process ESB Orchestra;processes;ESB Orchestra;;;Process ESB
Bank Package Processing;Verify and sign by CFO;verifies;CFO;Verify|sign by;;
Bank Package Processing;Post bank package to SAMA;posts;bank package to SAMA;;bank package;
SAMA;Verify data;verifies;data;;data;
SAMA;Verify BR;verifies;BR;;;
SAMA;Simulate data;simulates;data;;data;
SAMA;Reconciliation of Banking System;;Reconciliation of Banking System;;Reconciliation;Banking
SAMA;Generate ratio & KPI;generates;ratio|KPI;;ratio;
SAMA;Verify ratio & KPIs;verifies;ratio|KPIs;;ratio;
SAMA;Post to data warehouse;posts to;data warehouse;Post to;data warehouse;
SAMA;Post data to EIS;posts;data to EIS;;data;
SAMA;Generate Statistical Reports;generates;Statistical Reports;;;Generate Statistical
Management;Hire in-house Lawyer;hires in;house Lawyer;Hire in;house;
Management;Buy License;buys;License;;;
Management;Design Around;;Design;;;
Engineers;Product Review;;Product Review;;;
Lawyer;Pre-markman Analysis;;Pre-markman Analysis;-;;Pre|markman
Lawyer;Determine amount of infringement;determines;amount of infringement;;amount of infringement;
Plaintiff;File Claim;files;Claim;;;
Defendant;Hire Law Firm;hires;Law Firm;;;Hire Law
Defendant;Buy License;buys;License;;;
Defendant;Design Around;designs around;;;;
Law Firm;Determine amount of infringement;determines;amount of infringement;;amount of infringement;
Law Firm;Product Review;;Product Review;;;
Law Firm;Pre-markman Analysis;;Pre-markman Analysis;-;;Pre|markman
Team;Agree on domain;agrees on;domain;Agree on;domain;
Team;Identify processes;identifies;processes;;;
Team;Defense project;;Defense project;;project;
Student;Extend process to level 2,3;extends;process to level 2,3;process to|level 2;;
Teacher;Check model process;checks;model process;;model process;
Teacher;Assign points;assigns;points;;Assign points;
Teacher;Assign student manually;assigns;student;;student;
Patient;Waiting in waiting room;waits in;waiting room;;waiting room;
Patient;Pickup medicine;;Pickup medicine;;;
Doctor;Emergency problem solving;;Emergency problem solving;;problem solving;
Doctor;Operate patient;operates;patient;;patient;
Doctor;Non operative help;;operative help;;operative help;
Doctor;Check patient health;checks;patient health;;patient health;
Doctor;Assign medication;assigns;medication;;medication;
Doctor;Fill in patient documentation;fills in;patient documentation;;patient documentation;
Doctor;schedule next visit;;schedule next visit;schedule;next visit;
Nurse;Urgent problem;;Urgent problem;;problem;
Nurse;Check in patient;checks in;patient;;patient;
Nurse;Check insurance;checks;insurance;;Check insurance;
Nurse;Apologize that hospital is not able to help;apologizes;hospital;help;hospital;
Nurse;Check out patient;checks out;patient;;patient;
Event Administrator;Enter event name;enters;event name;;event name;
Event Administrator;Enter event date;enters;event date;;event date;
Event Administrator;Enter event time;enters;event time;;event time;
Event Administrator;Set privacy option;sets;privacy option;;privacy option;
Event Administrator;Set guest list view option;sets;guest list view option;;guest list view option;
Event Administrator;Enter event location;enters;event location;;event location;
Event Administrator;Enter additional information;enters;additional information;;additional information;
Event Administrator;Upload photo;uploads;photo;;photo;
Event Administrator;Create event from application menu;creates;event from application menu;;event from application menu;
Event Administrator;Create event from 'what are you planning' field;creates;event from|field;;event|planning' field;
Event Administrator;Add comment;adds;comment;;comment;
Event Administrator;Message guests;messages;guests;;Message guests;
Event Administrator;Select guests;selects;guests;;Select guests;
Event Administrator;Attach link;attaches;link;;link;
Event Administrator;Upload video;uploads;video;;video;
Event Administrator;Share event;shares;event;;event;
Event Administrator;Select Facebook friends;selects;Facebook friends;;friends;Facebook
Event Administrator;Friends  e-mail address;;Friends e-mail address;;e|mail address;
Event Administrator;Add a personal message;adds;personal message;Add;personal message;
Event Administrator;Send invitation;sends;invitation;;invitation;
Customer;Issues Inquiry;issues;Inquiry;;;
Customer;receives quote;receives;quote;;;
Customer;Kick off with Customer, PM and BDM;kicks off;Customer|PM|BDM;Kick off;;Customer|PM
Business Development Manager;Define basic scope;defines;basic scope;;basic scope;
Business Development Manager;Look over quote before submitting to customer;looks over;quote before submitting to customer;Look over;quote|customer;submitting
Business Development Manager;Receive inquiry;receives;inquiry;;inquiry;
Brian's Team;Quote Project;quotes;Project;;;
Project Manager;Customer and Project Manager now interact;interacts;Customer|Project Manager;Manager now|interact;;Project
Finance;check purchase invoice formally;checks;purchase invoice formally;check purchase;;invoice
Finance;trigger payment;triggers;payment;;trigger payment;
Department;check for factually correct purchase invoice;checks for;factually correct purchase invoice;check for;correct purchase;factually
Department head;approve purchase invoice;approves;purchase invoice;approve;purchase;
ACME Inc.;Ask the supplier;asks;supplier;Ask;supplier;
ACME Inc.;Check question with the ordering department;checks;question with the ordering department;;question with the ordering department;
ACME Inc.;Check quantity and quality;checks;quantity|quality;;quantity|quality;
Production;Check product availibility;checks;product availibility;;product;
Production;Pick product from warehouse;picks;product from warehouse;;product from warehouse;
Production;start production;starts;production;start;production;
Production;Pack product;packs;product;;product;
Production;Check materials;checks;materials;;Check materials;
Production;Order materials;orders;materials;;Order materials;
Production;Product;;Product;;;
Sales;Check customer;checks;customer;;customer;
Sales;Send product;sends;product;;product;
Sales;Check reminders;checks;reminders;;;
Sales;Take legal actions;takes;legal actions;;legal actions;
Sales;Decline customer;declines;customer;;customer;
Umoja Change Management;Publish Deliverable;publishes;Deliverable;;;
Umoja Change Management;Rename and Upload new file to indicate a release;renames|uploads;new file release;indicate;new file|release;Upload
Umoja Change Management;Release to External Review;releases to;External Review;Release to;;External
Umoja Change Management;Reopen Deliverables in Rapport;reopens;Deliverables in Rapport;Deliverables in;;
Umoja Change Management;Rapport Process Deliverables to be set to In Progress;rapports;Process Deliverables to be set in Progress;Deliverables to|be set to;;In
Umoja Workstream Member;Update Map Version to the next Detailed Design release version;updates;Map Version to the next Detailed Design release version;;release version;Version|Detailed Design
Umoja Workstream Member;Update Map Design;updates;Map Design;;;Update Map
Umoja Workstream Member;Update Map version to the final design version vCxx;updates;Update Map version to the final design version;;version to the final design version;Map
Umoja Workstream Member;Upload New Deliverable Version to Rapport;uploads;New Deliverable Version to Rapport;;;Deliverable Version
2nd level issue;Insert issue in product backlog;inserts;issue in product backlog;;issue in product;
2nd level issue;Edit 2nd level ticket;edits;2nd level ticket;;2nd level ticket;
1st level issue;Send mail to Account Manager;sends;mail to Account Manager;mail to;;Account
1st level issue;Close ticket;closes;ticket;;ticket;
1st level issue;Open Ticket;opens;Ticket;;;
1st level issue;Edit 1st level ticket;edits;1st level ticket;;1st level ticket;
Key Account Manager;Get problem description;gets;problem description;;problem description;
Key Account Manager;Send mail to support system;sends;mail to support system;support;mail|system;
Key Account Manager;Explain Solution;explains;Solution;;;
1st Level support agent;Classify Ticket;classifies;Ticket;;;
1st Level support agent;Handle 1st level issue;handles;1st level issue;;1st level issue;
1st Level support agent;Document 1st level result;documents;1st level result;;1st level result;
2nd level support agent;Handle 2nd level issue;handles;2nd level issue;;2nd level issue;
2nd level support agent;Document 2nd level result;documents;2nd level result;;2nd level result;
2nd level support agent;Ask Developer;asks;Developer;;;
Software Developer;Examine problem;examines;problem;;problem;
Software Developer;Provide feedback for 2nd level support;provides;feedback for 2nd level support;;feedback for 2nd level support;
Trouble Tracking System;Open ticket;opens;ticket;;ticket;
Trouble Tracking System;Edit 1st level ticket;edits;1st level ticket;;1st level ticket;
Trouble Tracking System;Insert issue into product back log;inserts;issue into product back log;;issue into product back log;
Trouble Tracking System;Edit 2nd level ticket;edits;2nd level ticket;;2nd level ticket;
Trouble Tracking System;Send mail to Account Manager;sends;mail to Account Manager;mail to;;Account
Trouble Tracking System;Close Ticket;closes;Close Ticket;;;
DMS;Enquiry of details;;Enquiry of details;;Enquiry of details;
Management;Determination of rent conditions;;Determination of rent conditions;;Determination of rent conditions;
Management;Deposit payment;;Deposit payment;;payment;
Management;Contract with supplier;contracts with;Contract with supplier;;supplier;
Employer;Finding of space;;Finding of space;;Finding of space;
Employer;Learning the price;learns;price;;price;
Employer;Learning the measurements;learns;measurements;;measurements;
Employer;Reservation request;;Reservation request;;request;
Employer;Ensurance of food supplier;;Ensurance of food supplier;;Ensurance of food supplier;
Employer;Ensurance of water resources;;Ensurance of water resources;;Ensurance of water resources;
State / Offices;Learning availability;learns;availability;;availability;
State / Offices;Area reservation;;Area reservation;;reservation;
State / Offices;Rent contract;;Rent contract;;;
Finance/Accounting;send letter of refusal;sends;letter of refusal;send;letter of refusal;
Finance/Accounting;order approved;approves;order;;order;
Finance/Accounting;check number of reminder;checks;number of reminder;check;number of reminder;
Finance/Accounting;write off payment;writes off;payment;write off;payment;
Finance/Accounting;send last reminder;sends;last reminder;send;last reminder;
Sales Department;check customer database;checks;customer database;check;customer database;
Sales Department;check customers solvency;checks;customers solvency;check;customers;
Sales Department;Check customer typ;checks;customer typ;;customer;
Sales Department;order confimation;orders;confimation;;order;
Sales Department;Check stock;checks;stock;;;
Sales Department;production of the goods;;production of the goods;;production of the goods;
Logistic department;prepare order;prepares;order;prepare;;
Logistic department;deliver order;delivers;order;deliver;order;
ABC Bank;Check customer ID;checks;customer ID;;customer;
ABC Bank;Enter new customer data;enters;new customer data;;new customer data;
ABC Bank;Check data base;checks;data base;;data base;
ABC Bank;Check customer needs;checks;customer needs;;customer;
ABC Bank;Check age;checks;age;;age;
ABC Bank;ask for credit;asks for;credit;ask for;credit;
ABC Bank;deny request;denies;request;deny;request;
ABC Bank;accept;accepts;;;;
ABC Bank;check credit standing;checks;credit standing;check;credit standing;
ABC Bank;set up account without credit;sets up;account without credit;set up;account without credit;
Storehouse;Quantity check;;Quantity check;;;
Storehouse;Reserve;;Reserve;;;
Storehouse;Backorder;;Backorder;;;
Sales dep.;Check order;checks;order;;order;
Sales dep.;Inform others;informs;others;;others;
Sales dep.;Ship bike;ships;bike;;bike;
Engineering dep.;Prepares assembly;prepares;assembly;;assembly;
Engineering dep.;Assemble product;assembles;product;;product;
Catering;Go online;goes;online;;online;
Catering;edit profile;edits;profile;edit;profile;
Catering;Cancel order;cancels;order;;order;
Order;Cold goods;;Cold goods;;;
Order;Warm goods;;Warm goods;;;
Order;Checkout;;Checkout;;;
Order;Select customer profile;selects;customer profile;;customer profile;
Order;Delivery time;;Delivery time;;Delivery time;
Order;Credit card number;;Credit card number;;card number;
Order;Save order;saves;order;;order;
Delivery;Check order;checks;order;;order;
Delivery;Prepare goods;prepares;goods;;;
Delivery;Deliver;delivers;;;;
Delivery;Ask feedback;asks;feedback;;feedback;
Travel agency;Check request;checks;request;;request;
Travel agency;Handle manually;handles;;;;
Travel agency;Book bus;books;bus;;bus;
Travel agency;Book hotel;books;hotel;;hotel;Book
Travel agency;Booking Cancelled;;Booking Cancelled;;;
Travel agency;Send unavailability message;sends;unavailability message;;message;Send unavailability
Travel agency;Book attraction;;Book attraction;;attraction;
Travel agency;Confirmation send;;Confirmation send;send;;
Agency;Sends message to banks;sends;message to banks;;message to banks;
Agency;Send awnser back to customer;sends;awnser|customer;awnser back;customer;
Customer;Fill in request;fills in;request;Fill in;request;
Bank A;Propose loan;proposes;loan;;loan;
Bank A;Write decline letter;writes;decline letter;decline;;
Bank B;Declined;;Declined;;;
Bank B;Check with customer;checks with;customer;Check with;customer;
Bank B;Send to external;sends to;external;;;
External credit rating company;Check loan;checks;loan;;loan;
Seller;Create auction request;creates;auction request;;auction request;
Seller;Register request;registers;request;;request;
A;Create M1;creates;M1;;;
A;handle all info;handles;all info;handle;;
Traveller;Order Trip;orders;Trip;;;
Traveller;Change Itinerary;changes;Itinerary;;;
Traveller;Cancel Itinerary;cancels;Itinerary;;;
Traveller;Reserve Ticket;reserves;Ticket;;;
;Receive Order;receives;Order;;;
;Verify Seats;verifies;Seats;;;
;Change Itinerary;changes;Itinerary;;;
;Cancel Itinerary;cancels;Itinerary;;;
Sales;Authorize Payment;authorizes;Payment;;;
Distribution;Pack Goods;packs;Goods;;;
Distribution;Ship Goods;ships;Goods;;;
Tour Company;Check Tour Availability;checks;Availability;;;Check Tour
Tour Company;Register Customer;registers;Customer;;;
Tour Company;Print Invoice;prints;Invoice;;;
design and implement a webpage;informational meeting;;informational meeting;;meeting;
design and implement a webpage;storyboard meeting;;storyboard meeting;;meeting;
design and implement a webpage;design site;designs;site;;design site;
design and implement a webpage;develop site;develops;site;develop;site;
design and implement a webpage;prepare content;prepares;content;prepare;content;
design and implement a webpage;complete initial draft;completes;initial draft;;complete initial draft;
design and implement a webpage;marketing review;;marketing review;;marketing review;
design and implement a webpage;complete final version;;complete final version;;complete final version;
design and implement a webpage;building;;building;;building;
design and implement a webpage;review activity;;review activity;review;activity;
design and implement a webpage;approval;;approval;;;
Applicant;write letter;writes;letter;write;letter;
Applicant;pay fee;pays;fee;pay;;
Charles;add information;adds;information;add;information;
Charles;call applicant;calls;applicant;call;applicant;
Charles;take letters to Miranda;takes;letters to Miranda;take;letters;
Charles;add new member;adds;new member;add;new member;
Charles;write fee in register;writes;fee in register;write;fee in register;
Charles;write letter to applicant;writes;letter to applicant;write;letter to applicant;
Charles;write and send letters for fee;writes;letters for fee;write|send;letters;
Charles;create and send cards;creates;cards;create|send;cards;
Miranda;decision about applicant;;decision about applicant;;decision about applicant;
Miranda;stamp and write date;stamps|writes;date;stamp|write;date;
Miranda;give Charles the information;gives;Charles the information;give Charles;information;
Miranda;calculate fee;calculates;fee;calculate;;
Miranda;give it to Charles;gives;Charles;give;;
Costumer Service Representative;update details;updates;update details;;update details;
Costumer Service Representative;wait for receiving answer;waits for;receiving answer;wait for;receiving answer;
Administration;complete offer;completes;offer;;complete offer;
Support Officer;check dates;checks;dates;check;dates;
Support Officer;suggest modifications;suggests;modifications;suggest;;
Support Officer;update group calendars;updates;group calendars;;update group;
Support Officer;create meeting folders;creates;meeting folders;create;meeting;
Support Officer;upload appropriate documents;uploads;appropriate documents;;appropriate documents;
Coordination Unit;draft schedule;drafts;schedule;;draft schedule;
Coordination Unit;add to calender;adds to;calender;add to;;
Coordination Unit;recheck dates;rechecks;dates;;dates;
Coordination Unit;look for conflicts;looks for;conflicts;look for;conflicts;
Coordination Unit;send final schedule;sends;final schedule;send;final schedule;
Coordination Unit;finalize dates;finalizes;dates;;dates;
Committee Members;check diaries;checks;diaries;check;diaries;
Committee Members;report conflicts;reports;conflicts;report;conflicts;
Support Officer;advise members to read documents;advises;members to read documents;advise|read;members|documents;
Support Officer;produce minutes;produces;minutes;produce;minutes;
Support Officer;update records;updates;records;update;records;
Committee Members;hold meeting;holds;meeting;hold;meeting;
Coordination Unit;conduct a QA check;conducts;QA check;conduct;QA check;
Coordination Unit;send to members;sends to;members;send to;members;
Order Management;Collect order;collects;order;;order;
Order Management;Check Validity / Bonität;checks;Validity|Bonität;/;;Validity
Order Management;Cancellation of Order;;Cancellation of Order;;Cancellation;
Order Management;Check Stock;checks;Stock;;;
Order Management;Confirmation of Order;;Confirmation of Order;;Confirmation;
Stock;Remove from stock;removes from;stock;Remove from;stock;
Production;Produce;produces;;;;
Logistic;Shipping;;Shipping;;;
Controlling;Invoice;;Invoice;;;
Controlling;Check incoming payments;checks;incoming payments;;incoming payments;
Dunning Process;Dunning letter;;Dunning letter;;;
SWIM User;Send User Credentials: Username, Password, Role (RBAC);sends;User Credentials|Username|Password|Role|RBAC;;;Send User Credentials : Username|Password|Role|RBAC
SWIM User;Request Publication Service;;Request Publication Service;;;Request Publication
SWIM User;Request Subscription Service;;Request Subscription Service;;;Request Subscription
SWIM User;Use Service;uses;Service;;;
PEP;Grant Access to Requested Service;grants;Access to Requested Service;Access to;;Requested
Security Services;Validate Assertion;validates;Assertion;;;
Customer;Review Suppliers;reviews;Suppliers;;;
Customer;Provide More Information;provides;More Information;;;Provide More
Customer;Review Sales Quote;reviews;Sales Quote;;;Review Sales
Engineering;Analyze the RFQ;analyzes;RFQ;;;
Finance;Add Overhead Costs;adds;Overhead Costs;;;Add Overhead
Finance;Produce Pricing Options;produces;Pricing Options;;;Produce Pricing
Sales Manager;Verify RFQ;verifies;RFQ;;;
Sales Manager;Review Pricing Options;reviews;Pricing Options;;;Review Pricing
Sales Manager;Create Sales Qoute;creates;Sales Qoute;;;Create Sales
Supplier;Shipment Sent;sends;Shipment;;;
Purchasing;Consolidate Purchase Request;consolidates;Purchase Request;;;Consolidate Purchase
Purchasing;Select Suitable Supplier;selects;Suitable Supplier;;;Select Suitable
Purchasing;Submit purchase order;submits;purchase order;;purchase order;
Warehouse;Create Purchase Order;creates;Purchase Order;;;Create Purchase
Warehouse;Receive and inspect materials;receives;materials;Receive|inspect;materials;
Accounting;verify the documents;verifies;documents;verify;documents;
Accounting;Submit Payment;submits;Payment;;;
Customer;Send Inquiry;sends;Inquiry;;;
Customer;Fill out Application Form;fills out;Application Form;Fill out;;Application
Customer;Process the Documents;processes;Documents;;;
Mortgage Specialist;Inform Customer of Rejection;informs;Customer of Rejection;;;Customer
Mortgage Specialist;Achieve Details;achieves;Details;;;
Customer Service Rep;Send Mortgage Application Form;sends;Mortgage Application Form;;;Mortgage Application
Customer Service Rep;Review Application Form;reviews;Application Form;;;Review Application
Customer Service Rep;Send a customer reminder;sends;customer reminder;Send;customer;
Customer Service Rep;Inform Customer of close transaction;informs;Customer of close transaction;Customer of;close transaction;
Customer;Customer Accident;;Customer Accident;;;
Customer;Fill out Claim Form & Send to CSR;"fills out;sends to";"Claim Form;CSR";Fill out;;Claim Form|Send
Customer Service Rep;Gather Customer Insurance Information;gathers;Customer Insurance Information;;;Customer Insurance
Customer Service Rep;Review Customer Claim;reviews;Customer Claim;;;Review Customer
Customer Service Rep;Request more information from customer;requests;more information from customer;;more information from customer;
Customer Service Rep;Confirm Reception to customer;confirms;Reception to customer;Reception to;customer;
Customer;reconfigure bike;reconfigures;bike;;bike;
FeelWheel;updates the online catalogue for parts produced by Fami;updates;online catalogue for parts produced by Fami;;online catalogue for parts;
FeelWheel;checks which of the available bikes close to envisioned configuration;checks;available bikes vlose to envisioned configuration;;available bikes|envisioned configuration;
Customer;ask for an offer;asks for;offer;ask for;offer;
Customer;get new bike;gets;new bike;get;new bike;
FeelWheel;calculate new price for bike;calculates;new price for bike;calculate;new price for bike;
FeelWheel;give new bike to customer;gives;new bike to customer;give;new bike to customer;
Fami;Deliver new bike to Pit;delivers;new bike to Pit;;new bike;
Customer;Call the room service;calls;room service;;room service;
Hotel;takes the order;takes;manager|order;;order;
Hotel;order to fetch wine and prepare any other alcoholic beverages;"orders to fetch;prepares";"wine;other alcoholic beverages";order to|fetch|prepare;wine|other alcoholic beverages;
Costumer Services;Check audience;checks;audience;;Check audience;
Costumer Services;Check solvency;checks;solvency;;;
Costumer Services;integrate into database;integrates into;database;integrate into;database;
Costumer Services;Check Costumer;checks;Costumer;;;
Costumer Services;cancel order;cancels;order;cancel;order;
Sales & Logistics;Check Stock;checks;Stock;;;
Sales & Logistics;Send goods;sends;goods;;;
Accountig Office;Send invoice;sends;invoice;;;
Accountig Office;Check payment;checks;payment;;payment;
Accountig Office;close order;closes;order;;close order;
Accountig Office;Check number of reminders;checks;number of reminders;;number;
Accountig Office;Send reminder;sends;reminder;;;
Accountig Office;contact lawyer;contacts;lawyer;contact;lawyer;
Manufactoring;Produce goods;produces;goods;;;
Logistics;Prepare Goods;prepares;Goods;;;
Logistics;Pack Goods;packs;Goods;;;
Logistics;Deliver Goods;delivers;Goods;;;
Finance;Send invoice;sends;invoice;;;
Finance;Check incoming payment;checks;incoming payment;;incoming payment;
Finance;Finish the order;finishes;order;;order;
Finance;Check number of reminders;checks;number of reminders;;number;
Finance;Send reminder;sends;reminder;;;
Finance;Start Dunning Process (write of);starts;Dunning Process;write of;;Dunning Process
Sales;Check Customer Type;checks;Customer Type;;;Check Customer
Sales;Check solvency;checks;solvency;;;
Sales;Check type of ordered goods;checks;type of|goods;;type of ordered goods;
Sales;Send order status information;sends;order status information;;order status information;
Sales;Check Stock Inventory;checks;Stock Inventory;;;Check Stock
Sales Department;check customer data;checks;customer data;check;customer data;
Sales Department;choose customer data;chooses;customer data;choose;customer data;
Sales Department;check kind of customer;checks;kind of customer;check;kind of customer;
Sales Department;check solvency of customer;checks;solvency of customer;check;customer;solvency
Sales Department;offer prepayment;offers;prepayment;offer;;
Sales Department;check inventory;checks;inventory;check;inventory;
Logistics Department;pack goods;packs;goods;;pack goods;
Logistics Department;check payment agreement;checks;payment agreement;;check payment agreement;
Logistics Department;deliver goods;delivers;goods;deliver;goods;
Financial Department;check delivery status;checks;delivery status;check;delivery status;
Financial Department;monitor in-payment;monitors in;payment;monitor in;- payment;
Financial Department;close order;closes;order;;close order;
Financial Accounting;Send invoice;sends;invoice;;;
Financial Accounting;Check Payment;checks;Payment;;;
Financial Accounting;Close Order;closes;Order;;;
Financial Accounting;Check number of reminders;checks;number of reminders;;number;
Financial Accounting;Start dunning process;starts;dunning process;;;Start dunning
Financial Accounting;Send reminder;sends;reminder;;;
Sales;Check Costumer;checks;Costumer;;;
Sales;Check if Costumer is a wholesaler;checks;Costumer|wholesaler;;;
Sales;Save Data;saves;Data;;;
Sales;Cancel Order;cancels;Order;;;
Production;Produce goods;produces;goods;;;
Logistic;Send goods;sends;goods;;;
Warehouse;Check Stock;checks;Stock;;;
Service Center;Welcome the customer and ask for his wants;"welcomes;asks for";customer|wants;Welcome|ask for;customer|wants;
Service Center;Send him to the advisery service;sends;advisery service;Send;service;advisery
Advisery Service;Welcome the customer and ask what type of account he wants;welcomes;customer|type of account;Welcome|ask;customer|type of account;
Advisery Service;Open Saving Account;saves;Account;;;Open Saving
Advisery Service;Ask if he wants something else;asks;if he wants something else;;something;
Advisery Service;Ask for his Age;asks for;Age;;;
Advisery Service;Open Time Deposit;opens;Time Deposit;;;Open Time
Advisery Service;Tell him that he is too young and ask if he wants another type;tells;type;Tell|ask if;another type;
Advisery Service;Open Credit;opens;Credit;;;
Advisery Service;Tell him that he is tot young and ask if he wants another type;tells;type;Tell|ask if;type;
Advisery Service;Thank him and bring him back to the foyer;thanks;foyer;Thank|bring;foyer;
Production;Production;;Production;;;
Sales;Check Customer's Availabilities;checks;Customer's Availabilities;;;Customer
