Subject;Activity;Verb phrases;Noun phrases;ActivityCombined;VerbPhrases;NounPhrases;ProperNouns
Charles;write and send letters for fee;writes;"Charles;letters for fee";Charles write and send letters for fee;writes|sends;Charles|letters for fee;
Charles;create and send cards;creates;"Charles;cards";Charles create and send cards;creates|sends;Charles|cards;
Miranda;decision about applicant;;Miranda decision about applicant;Miranda decision about applicant;;Miranda decision about applicant;
Miranda;stamp and write date;stamps|writes;"Miranda;date";Miranda stamp and write date;writes;Miranda stamp|date;
Miranda;give Charles the information;gives;"Miranda;Charles the information";Miranda give Charles the information;gives;Miranda|Charles the information;
Miranda;calculate fee;calculates;"Miranda;fee";Miranda calculate fee;;Miranda calculate fee;
Miranda;give it to Charles;gives;"Miranda;Charles";Miranda give it to Charles;gives;Miranda|Charles;
Costumer Service Representative;update details;updates;"Costumer Service Representative;update details";Costumer Service Representative update details;updates;Costumer Service Representative|details;
Costumer Service Representative;wait for receiving answer;waits for;"Costumer Service Representative;receiving answer";Costumer Service Representative wait for receiving answer;waits for|receives;Costumer Service Representative|answer;
Administration;complete offer;completes;"Administration;offer";Administration complete offer;;Administration complete offer;
Support Officer;check dates;checks;"Support Officer;dates";Support Officer check dates;checks;Support Officer|dates;
Support Officer;suggest modifications;suggests;"Support Officer;modifications";Support Officer suggest modifications;suggests;Support Officer|modifications;
Support Officer;update group calendars;updates;"Support Officer;group calendars";Support Officer update group calendars;;Support Officer update group calendars;
Support Officer;create meeting folders;creates;"Support Officer;meeting folders";Support Officer create meeting folders;creates meeting;Support Officer|folders;
Support Officer;upload appropriate documents;uploads;"Support Officer;appropriate documents";Support Officer upload appropriate documents;uploads;Support Officer|appropriate documents;
Coordination Unit;draft schedule;drafts;"Coordination Unit;schedule";Coordination Unit draft schedule;;Coordination Unit draft schedule;
Coordination Unit;add to calender;adds to;"Coordination Unit;calender";Coordination Unit add to calender;adds|calenders;Coordination Unit;
Coordination Unit;recheck dates;rechecks;"Coordination Unit;dates";Coordination Unit recheck dates;rechecks dates;Coordination Unit;
Coordination Unit;look for conflicts;looks for;"Coordination Unit;conflicts";Coordination Unit look for conflicts;looks for;Coordination Unit|conflicts;
Coordination Unit;send final schedule;sends;"Coordination Unit;final schedule";Coordination Unit send final schedule;sends;Coordination Unit|final schedule;
Coordination Unit;finalize dates;finalizes;"Coordination Unit;dates";Coordination Unit finalize dates;finalizes;Coordination Unit|dates;
Committee Members;check diaries;checks;"Committee Members;diaries";Committee Members check diaries;checks;Committee Members|diaries;
Committee Members;report conflicts;reports;"Committee Members;conflicts";Committee Members report conflicts;reports;Committee Members|conflicts;
Support Officer;advise members to read documents;advises;"Support Officer;members to read documents";Support Officer advise members to read documents;advises|reads;Support Officer|members to|documents;
Support Officer;produce minutes;produces;"Support Officer;minutes";Support Officer produce minutes;produces;Support Officer|minutes;
Support Officer;update records;updates;"Support Officer;records";Support Officer update records;updates;Support Officer|records;
Committee Members;hold meeting;holds;"Committee Members;meeting";Committee Members hold meeting;holds;Committee Members|meeting;
Coordination Unit;conduct a QA check;conducts;"Coordination Unit;QA check";Coordination Unit conduct a QA check;conducts;Coordination Unit|QA check;
Coordination Unit;send to members;sends to;"Coordination Unit;members";Coordination Unit send to members;sends to;Coordination Unit|members;
Order Management;Collect order;collects;"Order Management;order";Order Management Collect order;Orders|Collects;Management|order;
Order Management;Check Validity / Bonität;checks;"Order Management;Validity|Bonität";Order Management Check Validity / Bonität;Orders;Management Check Validity|Bonität;
Order Management;Cancellation of Order;;Order Management Cancellation of Order;Order Management Cancellation of Order;;Order Management Cancellation of Order;
Order Management;Check Stock;checks;"Order Management;Stock";Order Management Check Stock;Orders|Checks;Management|Stock;
Order Management;Confirmation of Order;;Order Management Confirmation of Order;Order Management Confirmation of Order;;Order Management Confirmation of Order;
Stock;Remove from stock;removes from;"Stock;stock";Stock Remove from stock;Removes from;Stock|stock;
Production;Produce;produces;"Production;nan";Production Produce;;Production Produce;
Logistic;Shipping;;Logistic Shipping;Logistic Shipping;;Logistic Shipping;
Controlling;Invoice;;Controlling Invoice;Controlling Invoice;Controllings;Invoice;
Controlling;Check incoming payments;checks;"Controlling;incoming payments";Controlling Check incoming payments;Controllings Check;incoming payments;
Dunning Process;Dunning letter;;Dunning Process Dunning letter;Dunning Process Dunning letter;;Dunning Process Dunning letter;
SWIM User;Send User Credentials: Username, Password, Role (RBAC);sends;"SWIM User;User Credentials|Username|Password|Role|RBAC";SWIM User Send User Credentials: Username, Password, Role (RBAC);Sends;SWIM User|User Credentials|Password|Role|RBAC;
SWIM User;Request Publication Service;;SWIM User Request Publication Service;SWIM User Request Publication Service;;SWIM User Request Publication Service;
SWIM User;Request Subscription Service;;SWIM User Request Subscription Service;SWIM User Request Subscription Service;;SWIM User Request Subscription Service;
SWIM User;Use Service;uses;"SWIM User;Service";SWIM User Use Service;;SWIM User Use Service;
PEP;Grant Access to Requested Service;grants;"PEP;Access to Requested Service";PEP Grant Access to Requested Service;;PEP Grant Access to Requested Service;
Security Services;Validate Assertion;validates;"Security Services;Assertion";Security Services Validate Assertion;;Security Services Validate Assertion;
Customer;Review Suppliers;reviews;"Customer;Suppliers";Customer Review Suppliers;;Customer Review Suppliers;
Customer;Provide More Information;provides;"Customer;More Information";Customer Provide More Information;Provides;Customer|More Information;
Customer;Review Sales Quote;reviews;"Customer;Sales Quote";Customer Review Sales Quote;;Customer Review Sales Quote;
Engineering;Analyze the RFQ;analyzes;"Engineering;RFQ";Engineering Analyze the RFQ;Analyzes;Engineering|RFQ;
Finance;Add Overhead Costs;adds;"Finance;Overhead Costs";Finance Add Overhead Costs;Adds;Finance|Overhead Costs;
Finance;Produce Pricing Options;produces;"Finance;Pricing Options";Finance Produce Pricing Options;;Finance Produce Pricing Options;
Sales Manager;Verify RFQ;verifies;"Sales Manager;RFQ";Sales Manager Verify RFQ;;Sales Manager Verify RFQ;
Sales Manager;Review Pricing Options;reviews;"Sales Manager;Pricing Options";Sales Manager Review Pricing Options;;Sales Manager Review Pricing Options;
Sales Manager;Create Sales Qoute;creates;"Sales Manager;Sales Qoute";Sales Manager Create Sales Qoute;;Sales Manager Create Sales Qoute;
Supplier;Shipment Sent;sends;"Supplier;Shipment";Supplier Shipment Sent;Sents;Supplier Shipment;
Purchasing;Consolidate Purchase Request;consolidates;"Purchasing;Purchase Request";Purchasing Consolidate Purchase Request;Purchasings;Consolidate Purchase Request;
Purchasing;Select Suitable Supplier;selects;"Purchasing;Suitable Supplier";Purchasing Select Suitable Supplier;Purchasings;Select Suitable Supplier;
Purchasing;Submit purchase order;submits;"Purchasing;purchase order";Purchasing Submit purchase order;Purchasings;Submit purchase order;
Warehouse;Create Purchase Order;creates;"Warehouse;Purchase Order";Warehouse Create Purchase Order;Creates;Warehouse|Purchase Order;
Warehouse;Receive and inspect materials;receives;"Warehouse;materials";Warehouse Receive and inspect materials;Receives|inspects;Warehouse|materials;
Accounting;verify the documents;verifies;"Accounting;documents";Accounting verify the documents;verifies;Accounting|documents;
Accounting;Submit Payment;submits;"Accounting;Payment";Accounting Submit Payment;;Accounting Submit Payment;
Customer;Send Inquiry;sends;"Customer;Inquiry";Customer Send Inquiry;Sends;Customer|Inquiry;
Customer;Fill out Application Form;fills out;"Customer;Application Form";Customer Fill out Application Form;Fills out;Customer|Application Form;
Customer;Process the Documents;processes;"Customer;Documents";Customer Process the Documents;;Customer Process the Documents;
Mortgage Specialist;Inform Customer of Rejection;informs;"Mortgage Specialist;Customer of Rejection";Mortgage Specialist Inform Customer of Rejection;Informs;Mortgage Specialist|Customer of Rejection;
Mortgage Specialist;Achieve Details;achieves;"Mortgage Specialist;Details";Mortgage Specialist Achieve Details;;Mortgage Specialist Achieve Details;
Customer Service Rep;Send Mortgage Application Form;sends;"Customer Service Rep;Mortgage Application Form";Customer Service Rep Send Mortgage Application Form;;Customer Service Rep Send Mortgage Application Form;
Customer Service Rep;Review Application Form;reviews;"Customer Service Rep;Application Form";Customer Service Rep Review Application Form;;Customer Service Rep Review Application Form;
Customer Service Rep;Send a customer reminder;sends;"Customer Service Rep;customer reminder";Customer Service Rep Send a customer reminder;Sends;Customer Service Rep|customer reminder;
Customer Service Rep;Inform Customer of close transaction;informs;"Customer Service Rep;Customer of close transaction";Customer Service Rep Inform Customer of close transaction;Informs;Customer Service Rep|Customer of close transaction;
Customer;Customer Accident;;Customer Customer Accident;Customer Customer Accident;;Customer Customer Accident;
Customer;Fill out Claim Form & Send to CSR;"fills out;sends to";"Customer;Claim Form;CSR";Customer Fill out Claim Form & Send to CSR;Fills out|Sends to;Customer|Claim Form|CSR;
Customer Service Rep;Gather Customer Insurance Information;gathers;"Customer Service Rep;Customer Insurance Information";Customer Service Rep Gather Customer Insurance Information;Gathers;Customer Service Rep|Customer Insurance Information;
Customer Service Rep;Review Customer Claim;reviews;"Customer Service Rep;Customer Claim";Customer Service Rep Review Customer Claim;;Customer Service Rep Review Customer Claim;
Customer Service Rep;Request more information from customer;requests;"Customer Service Rep;more information from customer";Customer Service Rep Request more information from customer;Requests;Customer Service Rep|more information from customer;
Customer Service Rep;Confirm Reception to customer;confirms;"Customer Service Rep;Reception to customer";Customer Service Rep Confirm Reception to customer;Confirms;Customer Service Rep|Reception to customer;
Customer;reconfigure bike;reconfigures;"Customer;bike";Customer reconfigure bike;reconfigures;Customer|bike;
FeelWheel;updates the online catalogue for parts produced by Fami;updates;"FeelWheel;online catalogue for parts produced by Fami";FeelWheel updates the online catalogue for parts produced by Fami;updates|produces by;FeelWheel|online catalogue for parts|Fami;
FeelWheel;checks which of the available bikes close to envisioned configuration;checks;"FeelWheel;available bikes vlose to envisioned configuration";FeelWheel checks which of the available bikes close to envisioned configuration;envisions;FeelWheel checks|available bikes|configuration;
Customer;ask for an offer;asks for;"Customer;offer";Customer ask for an offer;asks for;Customer|offer;
Customer;get new bike;gets;"Customer;new bike";Customer get new bike;gets;Customer|new bike;
FeelWheel;calculate new price for bike;calculates;"FeelWheel;new price for bike";FeelWheel calculate new price for bike;calculates;FeelWheel|new price for bike;
FeelWheel;give new bike to customer;gives;"FeelWheel;new bike to customer";FeelWheel give new bike to customer;gives;FeelWheel|new bike to customer;
Fami;Deliver new bike to Pit;delivers;"Fami;new bike to Pit";Fami Deliver new bike to Pit;Delivers;Fami|new bike to Pit;
Customer;Call the room service;calls;"Customer;room service";Customer Call the room service;Calls;Customer|room service;
Hotel;takes the order;takes;"Hotel;manager|order";Hotel takes the order;takes;Hotel|order;
Hotel;order to fetch wine and prepare any other alcoholic beverages;"orders to fetch;prepares";"Hotel;wine;other alcoholic beverages";Hotel order to fetch wine and prepare any other alcoholic beverages;fetches|prepares;Hotel order to|wine|other alcoholic beverages;
Costumer Services;Check audience;checks;"Costumer Services;audience";Costumer Services Check audience;;Costumer Services Check audience;
Costumer Services;Check solvency;checks;"Costumer Services;solvency";Costumer Services Check solvency;Checks;Costumer Services|solvency;
Costumer Services;integrate into database;integrates into;"Costumer Services;database";Costumer Services integrate into database;integrates into;Costumer Services|database;
Costumer Services;Check Costumer;checks;"Costumer Services;Costumer";Costumer Services Check Costumer;;Costumer Services Check Costumer;
Costumer Services;cancel order;cancels;"Costumer Services;order";Costumer Services cancel order;cancels;Costumer Services|order;
Sales & Logistics;Check Stock;checks;"Sales & Logistics;Stock";Sales & Logistics Check Stock;;Sales|Logistics Check Stock;
Sales & Logistics;Send goods;sends;"Sales & Logistics;goods";Sales & Logistics Send goods;;Sales|Logistics Send goods;
Accountig Office;Send invoice;sends;"Accountig Office;invoice";Accountig Office Send invoice;Sends;Accountig Office|invoice;
Accountig Office;Check payment;checks;"Accountig Office;payment";Accountig Office Check payment;;Accountig Office Check payment;
Accountig Office;close order;closes;"Accountig Office;order";Accountig Office close order;;Accountig Office close order;
Accountig Office;Check number of reminders;checks;"Accountig Office;number of reminders";Accountig Office Check number of reminders;;Accountig Office Check number of reminders;
Accountig Office;Send reminder;sends;"Accountig Office;reminder";Accountig Office Send reminder;Sends;Accountig Office|reminder;
Accountig Office;contact lawyer;contacts;"Accountig Office;lawyer";Accountig Office contact lawyer;;Accountig Office contact lawyer;
Manufactoring;Produce goods;produces;"Manufactoring;goods";Manufactoring Produce goods;;Manufactoring Produce goods;
Logistics;Prepare Goods;prepares;"Logistics;Goods";Logistics Prepare Goods;Prepares;Logistics|Goods;
Logistics;Pack Goods;packs;"Logistics;Goods";Logistics Pack Goods;;Logistics Pack Goods;
Logistics;Deliver Goods;delivers;"Logistics;Goods";Logistics Deliver Goods;Delivers;Logistics|Goods;
Finance;Send invoice;sends;"Finance;invoice";Finance Send invoice;Sends;Finance|invoice;
Finance;Check incoming payment;checks;"Finance;incoming payment";Finance Check incoming payment;Checks;Finance|incoming payment;
Finance;Finish the order;finishes;"Finance;order";Finance Finish the order;;Finance Finish the order;
Finance;Check number of reminders;checks;"Finance;number of reminders";Finance Check number of reminders;;Finance Check number of reminders;
Finance;Send reminder;sends;"Finance;reminder";Finance Send reminder;Sends;Finance|reminder;
Finance;Start Dunning Process (write of);starts;"Finance;Dunning Process";Finance Start Dunning Process (write of);;Finance Start Dunning Process|write;
Sales;Check Customer Type;checks;"Sales;Customer Type";Sales Check Customer Type;Checks;Sales|Customer Type;
Sales;Check solvency;checks;"Sales;solvency";Sales Check solvency;Checks;Sales|solvency;
Sales;Check type of ordered goods;checks;"Sales;type of|goods";Sales Check type of ordered goods;orders;Sales Check type|goods;
Sales;Send order status information;sends;"Sales;order status information";Sales Send order status information;Sends;Sales|order status information;
Sales;Check Stock Inventory;checks;"Sales;Stock Inventory";Sales Check Stock Inventory;Checks;Sales|Stock Inventory;
Sales Department;check customer data;checks;"Sales Department;customer data";Sales Department check customer data;checks;Sales Department|customer data;
Sales Department;choose customer data;chooses;"Sales Department;customer data";Sales Department choose customer data;chooses;Sales Department|customer data;
Sales Department;check kind of customer;checks;"Sales Department;kind of customer";Sales Department check kind of customer;checks;Sales Department|kind of customer;
Sales Department;check solvency of customer;checks;"Sales Department;solvency of customer";Sales Department check solvency of customer;checks;Sales Department|solvency of customer;
Sales Department;offer prepayment;offers;"Sales Department;prepayment";Sales Department offer prepayment;offers;Sales Department|prepayment;
Sales Department;check inventory;checks;"Sales Department;inventory";Sales Department check inventory;checks;Sales Department|inventory;
Logistics Department;pack goods;packs;"Logistics Department;goods";Logistics Department pack goods;;Logistics Department pack goods;
Logistics Department;check payment agreement;checks;"Logistics Department;payment agreement";Logistics Department check payment agreement;checks;Logistics Department|payment agreement;
Logistics Department;deliver goods;delivers;"Logistics Department;goods";Logistics Department deliver goods;delivers;Logistics Department|goods;
Financial Department;check delivery status;checks;"Financial Department;delivery status";Financial Department check delivery status;;Financial Department check delivery status;
Financial Department;monitor in-payment;monitors in;"Financial Department;payment";Financial Department monitor in-payment;;Financial Department monitor|payment;
Financial Department;close order;closes;"Financial Department;order";Financial Department close order;;Financial Department close order;
Financial Accounting;Send invoice;sends;"Financial Accounting;invoice";Financial Accounting Send invoice;;Financial Accounting Send invoice;
Financial Accounting;Check Payment;checks;"Financial Accounting;Payment";Financial Accounting Check Payment;;Financial Accounting Check Payment;
Financial Accounting;Close Order;closes;"Financial Accounting;Order";Financial Accounting Close Order;;Financial Accounting Close Order;
Financial Accounting;Check number of reminders;checks;"Financial Accounting;number of reminders";Financial Accounting Check number of reminders;;Financial Accounting Check number of reminders;
Financial Accounting;Start dunning process;starts;"Financial Accounting;dunning process";Financial Accounting Start dunning process;;Financial Accounting Start dunning process;
Financial Accounting;Send reminder;sends;"Financial Accounting;reminder";Financial Accounting Send reminder;Sends;Financial Accounting|reminder;
Sales;Check Costumer;checks;"Sales;Costumer";Sales Check Costumer;Checks;Sales|Costumer;
Sales;Check if Costumer is a wholesaler;checks;"Sales;Costumer|wholesaler";Sales Check if Costumer is a wholesaler;Checks|is;Sales|Costumer|wholesaler;
Sales;Save Data;saves;"Sales;Data";Sales Save Data;;Sales Save Data;
Sales;Cancel Order;cancels;"Sales;Order";Sales Cancel Order;Cancels;Sales|Order;
Production;Produce goods;produces;"Production;goods";Production Produce goods;;Production Produce goods;
Logistic;Send goods;sends;"Logistic;goods";Logistic Send goods;;Logistic Send goods;
Warehouse;Check Stock;checks;"Warehouse;Stock";Warehouse Check Stock;;Warehouse Check Stock;
Service Center;Welcome the customer and ask for his wants;"welcomes;asks for";"Service Center;customer|wants";Service Center Welcome the customer and ask for his wants;Welcomes|asks for;Service Center|customer|wants;
Service Center;Send him to the advisery service;sends;"Service Center;advisery service";Service Center Send him to the advisery service;Sends;Service Center|advisery service;
Advisery Service;Welcome the customer and ask what type of account he wants;welcomes;"Advisery Service;customer|type of account";Advisery Service Welcome the customer and ask what type of account he wants;Welcomes|asks|wants;Advisery Service|customer|type of account;
Advisery Service;Open Saving Account;saves;"Advisery Service;Account";Advisery Service Open Saving Account;;Advisery Service Open Saving Account;
Advisery Service;Ask if he wants something else;asks;"Advisery Service;if he wants something else";Advisery Service Ask if he wants something else;Asks|wants;Advisery Service;
Advisery Service;Ask for his Age;asks for;"Advisery Service;Age";Advisery Service Ask for his Age;Asks for;Advisery Service|Age;
Advisery Service;Open Time Deposit;opens;"Advisery Service;Time Deposit";Advisery Service Open Time Deposit;;Advisery Service Open Time Deposit;
Advisery Service;Tell him that he is too young and ask if he wants another type;tells;"Advisery Service;type";Advisery Service Tell him that he is too young and ask if he wants another type;Tells|asks|wants;Advisery Service|type;
Advisery Service;Open Credit;opens;"Advisery Service;Credit";Advisery Service Open Credit;;Advisery Service Open Credit;
Advisery Service;Tell him that he is tot young and ask if he wants another type;tells;"Advisery Service;type";Advisery Service Tell him that he is tot young and ask if he wants another type;Tells|asks|wants;Advisery Service|tot|type;
Advisery Service;Thank him and bring him back to the foyer;thanks;"Advisery Service;foyer";Advisery Service Thank him and bring him back to the foyer;Thanks|brings;Advisery Service|foyer;
Production;Production;;Production Production;Production Production;;Production Production;
Sales;Check Customer's Availabilities;checks;"Sales;Customer's Availabilities";Sales Check Customer's Availabilities;Checks;Sales|Customer's Availabilities;
Sales;Enroll Customer;enrolls;"Sales;Customer";Sales Enroll Customer;Enrolls;Sales|Customer;
Sales;Check Stock;checks;"Sales;Stock";Sales Check Stock;Checks;Sales|Stock;
Sales;Send Invoice;sends;"Sales;Invoice";Sales Send Invoice;Sends;Sales|Invoice;
Sales;Prepare Shipment;prepares;"Sales;Shipment";Sales Prepare Shipment;Prepares;Sales|Shipment;
Sales;Packing Products;packs;"Sales;Products";Sales Packing Products;;Sales Packing Products;
Sales;Reject;rejects;"Sales;nan";Sales Reject;Rejects;Sales;
Finance;Check Credit;checks;"Finance;Credit";Finance Check Credit;;Finance Check Credit;
Finance;Check Payment;checks;"Finance;Payment";Finance Check Payment;;Finance Check Payment;
Finance;Reject;rejects;"Finance;nan";Finance Reject;;Finance Reject;
Customer Management;check customer;checks;"Customer Management;customer";Customer Management check customer;checks;Customer Management|customer;
Customer Management;check customer status;checks;"Customer Management;customer status";Customer Management check customer status;checks;Customer Management|customer status;
Customer Management;enter customer data;enters;"Customer Management;customer data";Customer Management enter customer data;enters;Customer Management|customer data;
Customer Management;reject order;rejects;"Customer Management;order";Customer Management reject order;rejects;Customer Management|order;
Customer Management;check credit bureau entries;checks;"Customer Management;credit bureau entries";Customer Management check credit bureau entries;checks;Customer Management|credit bureau entries;
Sales & Logistics;collect order data;collects;"Sales & Logistics;order data";Sales & Logistics collect order data;collects;Sales|Logistics|order data;
Sales & Logistics;send order confirmation;sends;"Sales & Logistics;order confirmation";Sales & Logistics send order confirmation;sends;Sales|Logistics|order confirmation;
Sales & Logistics;deliver article;delivers;"Sales & Logistics;article";Sales & Logistics deliver article;delivers;Sales|Logistics|article;
Sales & Logistics;close order;closes;"Sales & Logistics;order";Sales & Logistics close order;;Sales|Logistics close order;
Warehousing;check availability;checks;"Warehousing;availability";Warehousing check availability;checks;Warehousing|availability;
Warehousing;take article;takes;"Warehousing;article";Warehousing take article;takes;Warehousing|article;
Accounting;check payment morale;checks;"Accounting;payment morale";Accounting check payment morale;checks;Accounting|payment morale;
Accounting;send invoice;sends;"Accounting;invoice";Accounting send invoice;sends;Accounting|invoice;
Accounting;check payment;checks;"Accounting;payment";Accounting check payment;checks;Accounting|payment;
Accounting;check reminders;checks;"Accounting;reminders";Accounting check reminders;;Accounting check reminders;
Accounting;send reminder;sends;"Accounting;reminder";Accounting send reminder;sends;Accounting|reminder;
Accounting;engage a lawayer;engages;"Accounting;lawayer";Accounting engage a lawayer;engages;Accounting|lawayer;
Accounting;reject order;rejects;"Accounting;order";Accounting reject order;;Accounting reject order;
Production;produce article;produces;"Production;article";Production produce article;produces;Production|article;
help desk;check purpose of visit;checks;"help desk;purpose of visit";help desk check purpose of visit;;help desk check purpose of visit;
help desk;inform the account manager;informs;"help desk;account manager";help desk inform the account manager;informs;help desk|account manager;
account manager;create client account;creates;"account manager;client account";account manager create client account;creates;account manager|client account;
account manager;create personal data;creates;"account manager;personal data";account manager create personal data;creates;account manager|personal data;
account manager;create savings account;creates;"account manager;savings account";account manager create savings account;creates;account manager|savings account;
account manager;check needs;checks;"account manager;needs";account manager check needs;needs;account manager check;
Sales;confirm Order;confirms;"Sales;Order";Sales confirm Order;confirms;Sales|Order;
Sales;Create Order Denial;creates;"Sales;Order Denial";Sales Create Order Denial;Creates;Sales|Order Denial;
Sales;Price Negotiation;;Sales Price Negotiation;Sales Price Negotiation;;Sales Price Negotiation;
Sales;Send offer;sends;"Sales;offer";Sales Send offer;Sends;Sales|offer;
Sales;Order Negotiation;;Sales Order Negotiation;Sales Order Negotiation;;Sales Order Negotiation;
Sales;check database;checks;"Sales;database";Sales check database;checks;Sales|database;
Logistics;Check Availability in Stock;checks;"Logistics;Availability in Stock";Logistics Check Availability in Stock;;Logistics Check Availability in Stock;
Logistics;Pack articles;packs;"Logistics;articles";Logistics Pack articles;;Logistics Pack articles;
Logistics;Send articles;sends;"Logistics;articles";Logistics Send articles;Sends;Logistics|articles;
Logistics;take out of stock;takes out;"Logistics;stock";Logistics take out of stock;takes;Logistics|stock;
Finance Department;Generate Invoice;generates;"Finance Department;Invoice";Finance Department Generate Invoice;Generates;Finance Department|Invoice;
Finance Department;Check payment;checks;"Finance Department;payment";Finance Department Check payment;;Finance Department Check payment;
Finance Department;Send Payment Confirmation;sends;"Finance Department;Payment Confirmation";Finance Department Send Payment Confirmation;;Finance Department Send Payment Confirmation;
Finance Department;send new reminder;sends;"Finance Department;new reminder";Finance Department send new reminder;sends;Finance Department|new reminder;
Finance Department;Send invoice;sends;"Finance Department;invoice";Finance Department Send invoice;Sends;Finance Department|invoice;
Sales;check customers;checks;"Sales;customers";Sales check customers;checks;Sales|customers;
Sales;check customers age;checks;"Sales;customers age";Sales check customers age;checks;Sales|customers age;
Sales;save customer data;saves;"Sales;customer data";Sales save customer data;saves;Sales|customer data;
Sales;check credit status;checks;"Sales;credit status";Sales check credit status;checks;Sales|credit status;
Sales;create customer account;creates;"Sales;customer account";Sales create customer account;creates;Sales|customer account;
Sales;do not create an account;creates;"Sales;account";Sales do not create an account;creates;Sales|account;
Sales;create a saving account;creates;"Sales;account";Sales create a saving account;creates;Sales|saving account;
Sales;create a time desposit;creates;"Sales;time";Sales create a time desposit;creates;Sales|time desposit;
Sales;create a current account;creates;"Sales;current account";Sales create a current account;creates;Sales|current account;
Sales;check customer type;checks;"Sales;customer type";Sales check customer type;checks;Sales|customer type;
Sales;refuse order;refuses;"Sales;order";Sales refuse order;refuses;Sales|order;
Sales;apply customer to database;applies;"Sales;customer to database";Sales apply customer to database;applies;Sales|customer to database;
Sales;send offer;sends;"Sales;offer";Sales send offer;sends;Sales|offer;
Sales;customer refueses offer;offers;"Sales;customer refueses";Sales customer refueses offer;offers;Sales customer refueses;
Sales;send confirmation of payment;sends;"Sales;confirmation of payment";Sales send confirmation of payment;sends;Sales|confirmation of payment;
Warehouse;check stock;checks;"Warehouse;stock";Warehouse check stock;checks;Warehouse|stock;
Financing;check solvency;checks;"Financing;solvency";Financing check solvency;checks;Financing|solvency;
Financing;refuse order;refuses;"Financing;order";Financing refuse order;refuses;Financing|order;
Financing;check payment;checks;"Financing;payment";Financing check payment;checks;Financing|payment;
Financing;prepare invoice;prepares;"Financing;invoice";Financing prepare invoice;prepares;Financing|invoice;
Logistics;deliver invoice;delivers;"Logistics;invoice";Logistics deliver invoice;delivers;Logistics|invoice;
Logistics;deliver goods;delivers;"Logistics;goods";Logistics deliver goods;delivers;Logistics|goods;
Logistics;prepare order;prepares;"Logistics;order";Logistics prepare order;prepares;Logistics|order;
Logistics;deliver order;delivers;"Logistics;order";Logistics deliver order;delivers;Logistics|order;
Customer service;ask for customers needs;asks for;"Customer service;customers needs";Customer service ask for customers needs;asks for|needs;Customer service|customers;
Customer service;send to customer advisory;sends to;"Customer service;customer advisory";Customer service send to customer advisory;sends to;Customer service|customer advisory;
Customer advisory;ask for kind of account;asks for;"Customer advisory;kind of account";Customer advisory ask for kind of account;;Customer advisory ask for kind of account;
Customer advisory;check age of customer;checks;"Customer advisory;age of customer";Customer advisory check age of customer;;Customer advisory check age of customer;
Customer advisory;ask for customer data;asks for;"Customer advisory;customer data";Customer advisory ask for customer data;;Customer advisory ask for customer data;
Customer advisory;open account;opens;"Customer advisory;account";Customer advisory open account;;Customer advisory open account;
Customer advisory;advice other account type;advices;"Customer advisory;other account type";Customer advisory advice other account type;;Customer advisory advice other account type;
Customer advisory;ask for further needs;asks for;"Customer advisory;further needs";Customer advisory ask for further needs;;Customer advisory ask for further needs;
ABC Bank;Client enters bank;enters;"ABC Bank;Client|bank";ABC Bank Client enters bank;enters;ABC Bank Client|bank;
ABC Bank;current account;;ABC Bank current account;ABC Bank current account;;ABC Bank current account;
ABC Bank;age?;;ABC Bank age;ABC Bank age?;;ABC Bank age;
ABC Bank;Declinement the inquiry;declinements;"ABC Bank;Declinement the inquiry";ABC Bank Declinement the inquiry;;ABC Bank Declinement the inquiry;
ABC Bank;close inquiry;closes;"ABC Bank;inquiry";ABC Bank close inquiry;;ABC Bank close inquiry;
ABC Bank;save client data;saves;"ABC Bank;client data";ABC Bank save client data;saves;ABC Bank|client data;
Accounting;start production;starts;"Accounting;production";Accounting start production;starts;Accounting|production;
Accounting;take article;takes;"Accounting;article";Accounting take article;takes;Accounting|article;
Accounting;deliver product;delivers;"Accounting;product";Accounting deliver product;delivers;Accounting|product;
Accounting;close order;closes;"Accounting;order";Accounting close order;;Accounting close order;
Accounting;check number of reminders;checks;"Accounting;number of reminders";Accounting check number of reminders;;Accounting check number of reminders;
Accounting;engage a lawyer;engages;"Accounting;lawyer";Accounting engage a lawyer;engages;Accounting|lawyer;
Sales;reject order;rejects;"Sales;order";Sales reject order;rejects;Sales|order;
Sales;collect order data;collects;"Sales;order data";Sales collect order data;collects;Sales|order data;
Sales;send order confirmation;sends;"Sales;order confirmation";Sales send order confirmation;sends;Sales|order confirmation;
Sales;send invoice;sends;"Sales;invoice";Sales send invoice;sends;Sales|invoice;
Sales;check payment;checks;"Sales;payment";Sales check payment;checks;Sales|payment;
Warehousing;check availability;checks;"Warehousing;availability";Warehousing check availability;checks;Warehousing|availability;
Sales depatrtment;Check if customer already exists;checks;"Sales depatrtment;customer";Sales depatrtment Check if customer already exists;Checks|exists;Sales|customer;
Sales depatrtment;Check credit status;checks;"Sales depatrtment;credit status";Sales depatrtment Check credit status;;Sales depatrtment Check credit status;
Sales depatrtment;Check customer requiremets;checks;"Sales depatrtment;customer requiremets";Sales depatrtment Check customer requiremets;;Sales depatrtment Check customer requiremets;
Sales depatrtment;Create customer in database;creates;"Sales depatrtment;customer in database";Sales depatrtment Create customer in database;Creates;Sales depatrtment|customer in database;
