Subject;Activity;Verb phrases;Noun phrases;ActivityCombined;VerbPhrases;NounPhrases;ProperNouns
Trouble Tracking System;Close Ticket;closes;"Trouble Tracking System;Close Ticket";Trouble Tracking System Close Ticket;;trouble tracking system close ticket;
DMS;Enquiry of details;;DMS Enquiry of details;DMS Enquiry of details;;dms enquiry of details;
Management;Determination of rent conditions;;Management Determination of rent conditions;Management Determination of rent conditions;;management determination of rent conditions;
Management;Deposit payment;;Management Deposit payment;Management Deposit payment;;management deposit payment;
Management;Contract with supplier;contracts with;"Management;Contract with supplier";Management Contract with supplier;;management contract with supplier;
Employer;Finding of space;;Employer Finding of space;Employer Finding of space;;employer finding of space;
Employer;Learning the price;learns;"Employer;price";Employer Learning the price;learns;employer|price;
Employer;Learning the measurements;learns;"Employer;measurements";Employer Learning the measurements;learns;employer|measurements;
Employer;Reservation request;;Employer Reservation request;Employer Reservation request;;employer reservation request;
Employer;Ensurance of food supplier;;Employer Ensurance of food supplier;Employer Ensurance of food supplier;;employer ensurance of food supplier;
Employer;Ensurance of water resources;;Employer Ensurance of water resources;Employer Ensurance of water resources;;employer ensurance of water resources;
State / Offices;Learning availability;learns;"State / Offices;availability";State / Offices Learning availability;;state|offices learning availability;
State / Offices;Area reservation;;State / Offices Area reservation;State / Offices Area reservation;;state|offices area reservation;
State / Offices;Rent contract;;State / Offices Rent contract;State / Offices Rent contract;;state|offices rent contract;
Finance/Accounting;send letter of refusal;sends;"Finance/Accounting;letter of refusal";Finance/Accounting send letter of refusal;sends;finance|accounting|letter of refusal;
Finance/Accounting;order approved;approves;"Finance/Accounting;order";Finance/Accounting order approved;approves;finance|accounting order;
Finance/Accounting;check number of reminder;checks;"Finance/Accounting;number of reminder";Finance/Accounting check number of reminder;;finance|accounting check number of reminder;
Finance/Accounting;write off payment;writes off;"Finance/Accounting;payment";Finance/Accounting write off payment;;finance|accounting write off payment;
Finance/Accounting;send last reminder;sends;"Finance/Accounting;last reminder";Finance/Accounting send last reminder;sends;finance|accounting|last reminder;
Sales Department;check customer database;checks;"Sales Department;customer database";Sales Department check customer database;checks;sales department|customer database;
Sales Department;check customers solvency;checks;"Sales Department;customers solvency";Sales Department check customers solvency;checks;sales department|customers solvency;
Sales Department;Check customer typ;checks;"Sales Department;customer typ";Sales Department Check customer typ;;sales department check customer typ;
Sales Department;order confimation;orders;"Sales Department;confimation";Sales Department order confimation;;sales department order confimation;
Sales Department;Check stock;checks;"Sales Department;stock";Sales Department Check stock;;sales department check stock;
Sales Department;production of the goods;;Sales Department production of the goods;Sales Department production of the goods;;sales department production of the goods;
Logistic department;prepare order;prepares;"Logistic department;order";Logistic department prepare order;prepares;logistic department|order;
Logistic department;deliver order;delivers;"Logistic department;order";Logistic department deliver order;delivers;logistic department|order;
ABC Bank;Check customer ID;checks;"ABC Bank;customer ID";ABC Bank Check customer ID;;abc bank check customer id;
ABC Bank;Enter new customer data;enters;"ABC Bank;new customer data";ABC Bank Enter new customer data;enters;abc bank|new customer data;
ABC Bank;Check data base;checks;"ABC Bank;data base";ABC Bank Check data base;;abc bank check data base;
ABC Bank;Check customer needs;checks;"ABC Bank;customer needs";ABC Bank Check customer needs;;abc bank check customer needs;
ABC Bank;Check age;checks;"ABC Bank;age";ABC Bank Check age;;abc bank check age;
ABC Bank;ask for credit;asks for;"ABC Bank;credit";ABC Bank ask for credit;asks for;abc bank|credit;
ABC Bank;deny request;denies;"ABC Bank;request";ABC Bank deny request;denies;abc bank|request;
ABC Bank;accept;accepts;"ABC Bank;nan";ABC Bank accept;accepts;abc bank;
ABC Bank;check credit standing;checks;"ABC Bank;credit standing";ABC Bank check credit standing;;abc bank check credit standing;
ABC Bank;set up account without credit;sets up;"ABC Bank;account without credit";ABC Bank set up account without credit;sets up;abc bank|account without credit;
Storehouse;Quantity check;;Storehouse Quantity check;Storehouse Quantity check;;storehouse quantity check;
Storehouse;Reserve;;Storehouse Reserve;Storehouse Reserve;;storehouse reserve;
Storehouse;Backorder;;Storehouse Backorder;Storehouse Backorder;;storehouse backorder;
Sales dep.;Check order;checks;"Sales dep.;order";Sales dep. Check order;checks;sales dep|order;
Sales dep.;Inform others;informs;"Sales dep.;others";Sales dep. Inform others;informs;sales dep|others;
Sales dep.;Ship bike;ships;"Sales dep.;bike";Sales dep. Ship bike;;sales dep|ship bike;
Engineering dep.;Prepares assembly;prepares;"Engineering dep.;assembly";Engineering dep. Prepares assembly;prepares;engineering dep|assembly;
Engineering dep.;Assemble product;assembles;"Engineering dep.;product";Engineering dep. Assemble product;assembles;engineering dep|product;
Catering;Go online;goes;"Catering;online";Catering Go online;goes;catering;
Catering;edit profile;edits;"Catering;profile";Catering edit profile;;catering edit profile;
Catering;Cancel order;cancels;"Catering;order";Catering Cancel order;cancels;catering|order;
Order;Cold goods;;Order Cold goods;Order Cold goods;orders;cold goods;
Order;Warm goods;;Order Warm goods;Order Warm goods;orders;warm goods;
Order;Checkout;;Order Checkout;Order Checkout;;order checkout;
Order;Select customer profile;selects;"Order;customer profile";Order Select customer profile;selects;order|customer profile;
Order;Delivery time;;Order Delivery time;Order Delivery time;;order delivery time;
Order;Credit card number;;Order Credit card number;Order Credit card number;;order credit card number;
Order;Save order;saves;"Order;order";Order Save order;saves;order|order;
Delivery;Check order;checks;"Delivery;order";Delivery Check order;;delivery check order;
Delivery;Prepare goods;prepares;"Delivery;goods";Delivery Prepare goods;prepares;delivery|goods;
Delivery;Deliver;delivers;"Delivery;nan";Delivery Deliver;;delivery deliver;
Delivery;Ask feedback;asks;"Delivery;feedback";Delivery Ask feedback;asks;delivery|feedback;
Travel agency;Check request;checks;"Travel agency;request";Travel agency Check request;;travel agency check request;
Travel agency;Handle manually;handles;"Travel agency;nan";Travel agency Handle manually;handles;travel agency;
Travel agency;Book bus;books;"Travel agency;bus";Travel agency Book bus;;travel agency book bus;
Travel agency;Book hotel;books;"Travel agency;hotel";Travel agency Book hotel;;travel agency book hotel;
Travel agency;Booking Cancelled;;Travel agency Booking Cancelled;Travel agency Booking Cancelled;cancels;travel agency booking;
Travel agency;Send unavailability message;sends;"Travel agency;unavailability message";Travel agency Send unavailability message;sends;travel agency|unavailability message;
Travel agency;Book attraction;;Travel agency Book attraction;Travel agency Book attraction;;travel agency book attraction;
Travel agency;Confirmation send;;Travel agency Confirmation send;Travel agency Confirmation send;;travel agency confirmation send;
Agency;Sends message to banks;sends;"Agency;message to banks";Agency Sends message to banks;sends;agency|message to banks;
Agency;Send awnser back to customer;sends;"Agency;awnser|customer";Agency Send awnser back to customer;sends;agency|awnser|customer;
Customer;Fill in request;fills in;"Customer;request";Customer Fill in request;fills in;customer|request;
Bank A;Propose loan;proposes;"Bank A;loan";Bank A Propose loan;proposes;bank|loan;
Bank A;Write decline letter;writes;"Bank A;decline letter";Bank A Write decline letter;writes;bank|decline letter;
Bank B;Declined;;Bank B Declined;Bank B Declined;declines;bank b;
Bank B;Check with customer;checks with;"Bank B;customer";Bank B Check with customer;checks with;bank b|customer;
Bank B;Send to external;sends to;"Bank B;external";Bank B Send to external;sends to;bank b;
External credit rating company;Check loan;checks;"External credit rating company;loan";External credit rating company Check loan;;external credit rating company check loan;
Seller;Create auction request;creates;"Seller;auction request";Seller Create auction request;creates;seller|auction request;
Seller;Register request;registers;"Seller;request";Seller Register request;;seller register request;
A;Create M1;creates;"A;M1";A Create M1;creates;;
A;handle all info;handles;"A;all info";A handle all info;handles;info;
Traveller;Order Trip;orders;"Traveller;Trip";Traveller Order Trip;;traveller order trip;
Traveller;Change Itinerary;changes;"Traveller;Itinerary";Traveller Change Itinerary;;traveller change itinerary;
Traveller;Cancel Itinerary;cancels;"Traveller;Itinerary";Traveller Cancel Itinerary;cancels;traveller|itinerary;
Traveller;Reserve Ticket;reserves;"Traveller;Ticket";Traveller Reserve Ticket;;traveller reserve ticket;
;Receive Order;receives;"nan;Order";nan Receive Order;receives;nan|order;
;Verify Seats;verifies;"nan;Seats";nan Verify Seats;verifies;nan|seats;
;Change Itinerary;changes;"nan;Itinerary";nan Change Itinerary;;nan change itinerary;
;Cancel Itinerary;cancels;"nan;Itinerary";nan Cancel Itinerary;cancels;nan|itinerary;
Sales;Authorize Payment;authorizes;"Sales;Payment";Sales Authorize Payment;authorizes;sales|payment;
Distribution;Pack Goods;packs;"Distribution;Goods";Distribution Pack Goods;;distribution pack goods;
Distribution;Ship Goods;ships;"Distribution;Goods";Distribution Ship Goods;;distribution ship goods;
Tour Company;Check Tour Availability;checks;"Tour Company;Availability";Tour Company Check Tour Availability;checks;tour company|tour availability;
Tour Company;Register Customer;registers;"Tour Company;Customer";Tour Company Register Customer;;tour company register customer;
Tour Company;Print Invoice;prints;"Tour Company;Invoice";Tour Company Print Invoice;;tour company print invoice;
design and implement a webpage;informational meeting;;design and implement a webpage informational meeting;design and implement a webpage informational meeting;designs|implements;webpage informational meeting;
design and implement a webpage;storyboard meeting;;design and implement a webpage storyboard meeting;design and implement a webpage storyboard meeting;designs|implements;webpage storyboard meeting;
design and implement a webpage;design site;designs;"design and implement a webpage;site";design and implement a webpage design site;designs|implements;webpage design site;
design and implement a webpage;develop site;develops;"design and implement a webpage;site";design and implement a webpage develop site;designs|implements|develops;webpage|site;
design and implement a webpage;prepare content;prepares;"design and implement a webpage;content";design and implement a webpage prepare content;designs|implements|prepares;webpage|content;
design and implement a webpage;complete initial draft;completes;"design and implement a webpage;initial draft";design and implement a webpage complete initial draft;designs|implements;webpage complete initial draft;
design and implement a webpage;marketing review;;design and implement a webpage marketing review;design and implement a webpage marketing review;designs|implements;webpage marketing review;
design and implement a webpage;complete final version;;design and implement a webpage complete final version;design and implement a webpage complete final version;designs|implements;webpage complete final version;
design and implement a webpage;building;;design and implement a webpage building;design and implement a webpage building;designs|implements;webpage building;
design and implement a webpage;review activity;;design and implement a webpage review activity;design and implement a webpage review activity;designs|implements;webpage review activity;
design and implement a webpage;approval;;design and implement a webpage approval;design and implement a webpage approval;designs|implements;webpage approval;
Applicant;write letter;writes;"Applicant;letter";Applicant write letter;writes;applicant|letter;
Applicant;pay fee;pays;"Applicant;fee";Applicant pay fee;pays;applicant|fee;
Charles;add information;adds;"Charles;information";Charles add information;adds;charles|information;
Charles;call applicant;calls;"Charles;applicant";Charles call applicant;;charles call applicant;
Charles;take letters to Miranda;takes;"Charles;letters to Miranda";Charles take letters to Miranda;takes;charles|letters to miranda;
Charles;add new member;adds;"Charles;new member";Charles add new member;adds;charles|new member;
Charles;write fee in register;writes;"Charles;fee in register";Charles write fee in register;writes;charles|fee in register;
Charles;write letter to applicant;writes;"Charles;letter to applicant";Charles write letter to applicant;writes;charles|letter to applicant;
Charles;write and send letters for fee;writes;"Charles;letters for fee";Charles write and send letters for fee;writes|sends;charles|letters for fee;
Charles;create and send cards;creates;"Charles;cards";Charles create and send cards;creates|sends;charles|cards;
Miranda;decision about applicant;;Miranda decision about applicant;Miranda decision about applicant;;miranda decision about applicant;
Miranda;stamp and write date;stamps|writes;"Miranda;date";Miranda stamp and write date;;miranda stamp|write date;
Miranda;give Charles the information;gives;"Miranda;Charles the information";Miranda give Charles the information;gives;miranda|charles the information;
Miranda;calculate fee;calculates;"Miranda;fee";Miranda calculate fee;calculates;miranda|fee;
Miranda;give it to Charles;gives;"Miranda;Charles";Miranda give it to Charles;gives;miranda|charles;
Costumer Service Representative;update details;updates;"Costumer Service Representative;update details";Costumer Service Representative update details;;costumer service representative update details;
Costumer Service Representative;wait for receiving answer;waits for;"Costumer Service Representative;receiving answer";Costumer Service Representative wait for receiving answer;waits|receives;costumer service representative|answer;
Administration;complete offer;completes;"Administration;offer";Administration complete offer;;administration complete offer;
Support Officer;check dates;checks;"Support Officer;dates";Support Officer check dates;;support officer check dates;
Support Officer;suggest modifications;suggests;"Support Officer;modifications";Support Officer suggest modifications;suggests;support officer|modifications;
Support Officer;update group calendars;updates;"Support Officer;group calendars";Support Officer update group calendars;;support officer update group calendars;
Support Officer;create meeting folders;creates;"Support Officer;meeting folders";Support Officer create meeting folders;creates;support officer|meeting folders;
Support Officer;upload appropriate documents;uploads;"Support Officer;appropriate documents";Support Officer upload appropriate documents;uploads;support officer|appropriate documents;
Coordination Unit;draft schedule;drafts;"Coordination Unit;schedule";Coordination Unit draft schedule;;coordination unit draft schedule;
Coordination Unit;add to calender;adds to;"Coordination Unit;calender";Coordination Unit add to calender;adds to;coordination unit|calender;
Coordination Unit;recheck dates;rechecks;"Coordination Unit;dates";Coordination Unit recheck dates;;coordination unit recheck dates;
Coordination Unit;look for conflicts;looks for;"Coordination Unit;conflicts";Coordination Unit look for conflicts;looks for;coordination unit|conflicts;
Coordination Unit;send final schedule;sends;"Coordination Unit;final schedule";Coordination Unit send final schedule;sends;coordination unit|final schedule;
Coordination Unit;finalize dates;finalizes;"Coordination Unit;dates";Coordination Unit finalize dates;finalizes;coordination unit|dates;
Committee Members;check diaries;checks;"Committee Members;diaries";Committee Members check diaries;checks;committee members|diaries;
Committee Members;report conflicts;reports;"Committee Members;conflicts";Committee Members report conflicts;reports;committee members|conflicts;
Support Officer;advise members to read documents;advises;"Support Officer;members to read documents";Support Officer advise members to read documents;advises|reads;support officer|members to|documents;
Support Officer;produce minutes;produces;"Support Officer;minutes";Support Officer produce minutes;;support officer produce minutes;
Support Officer;update records;updates;"Support Officer;records";Support Officer update records;;support officer update records;
Committee Members;hold meeting;holds;"Committee Members;meeting";Committee Members hold meeting;holds;committee members|meeting;
Coordination Unit;conduct a QA check;conducts;"Coordination Unit;QA check";Coordination Unit conduct a QA check;conducts;coordination unit|qa check;
Coordination Unit;send to members;sends to;"Coordination Unit;members";Coordination Unit send to members;sends to;coordination unit|members;
Order Management;Collect order;collects;"Order Management;order";Order Management Collect order;collects;order management|order;
Order Management;Check Validity / Bonität;checks;"Order Management;Validity|Bonität";Order Management Check Validity / Bonität;;order management check validity|bonitat;
Order Management;Cancellation of Order;;Order Management Cancellation of Order;Order Management Cancellation of Order;;order management cancellation of order;
Order Management;Check Stock;checks;"Order Management;Stock";Order Management Check Stock;;order management check stock;
Order Management;Confirmation of Order;;Order Management Confirmation of Order;Order Management Confirmation of Order;;order management confirmation of order;
Stock;Remove from stock;removes from;"Stock;stock";Stock Remove from stock;removes from;stock|stock;
Production;Produce;produces;"Production;nan";Production Produce;produces;production;
Logistic;Shipping;;Logistic Shipping;Logistic Shipping;;logistic shipping;
Controlling;Invoice;;Controlling Invoice;Controlling Invoice;controls;invoice;
Controlling;Check incoming payments;checks;"Controlling;incoming payments";Controlling Check incoming payments;controls|incomings;check|payments;
Dunning Process;Dunning letter;;Dunning Process Dunning letter;Dunning Process Dunning letter;;dunning process dunning letter;
SWIM User;Send User Credentials: Username, Password, Role (RBAC);sends;"SWIM User;User Credentials|Username|Password|Role|RBAC";SWIM User Send User Credentials: Username, Password, Role (RBAC);sends;swim user|user credentials|username|password|role|rbac;
SWIM User;Request Publication Service;;SWIM User Request Publication Service;SWIM User Request Publication Service;;swim user request publication service;
SWIM User;Request Subscription Service;;SWIM User Request Subscription Service;SWIM User Request Subscription Service;;swim user request subscription service;
SWIM User;Use Service;uses;"SWIM User;Service";SWIM User Use Service;;swim user use service;
PEP;Grant Access to Requested Service;grants;"PEP;Access to Requested Service";PEP Grant Access to Requested Service;requests;pep grant access|service;
Security Services;Validate Assertion;validates;"Security Services;Assertion";Security Services Validate Assertion;validates;security services|assertion;
Customer;Review Suppliers;reviews;"Customer;Suppliers";Customer Review Suppliers;;customer review suppliers;
Customer;Provide More Information;provides;"Customer;More Information";Customer Provide More Information;provides;customer|more information;
Customer;Review Sales Quote;reviews;"Customer;Sales Quote";Customer Review Sales Quote;;customer review sales quote;
Engineering;Analyze the RFQ;analyzes;"Engineering;RFQ";Engineering Analyze the RFQ;analyzes;engineering|rfq;
Finance;Add Overhead Costs;adds;"Finance;Overhead Costs";Finance Add Overhead Costs;adds;finance|overhead costs;
Finance;Produce Pricing Options;produces;"Finance;Pricing Options";Finance Produce Pricing Options;produces;finance|pricing options;
Sales Manager;Verify RFQ;verifies;"Sales Manager;RFQ";Sales Manager Verify RFQ;;sales manager verify rfq;
Sales Manager;Review Pricing Options;reviews;"Sales Manager;Pricing Options";Sales Manager Review Pricing Options;reviews;sales manager|pricing options;
Sales Manager;Create Sales Qoute;creates;"Sales Manager;Sales Qoute";Sales Manager Create Sales Qoute;creates;sales manager|sales qoute;
Supplier;Shipment Sent;sends;"Supplier;Shipment";Supplier Shipment Sent;sends;supplier shipment;
Purchasing;Consolidate Purchase Request;consolidates;"Purchasing;Purchase Request";Purchasing Consolidate Purchase Request;purchases;consolidate purchase request;
Purchasing;Select Suitable Supplier;selects;"Purchasing;Suitable Supplier";Purchasing Select Suitable Supplier;purchases;select suitable supplier;
Purchasing;Submit purchase order;submits;"Purchasing;purchase order";Purchasing Submit purchase order;purchases submit;purchase order;
Warehouse;Create Purchase Order;creates;"Warehouse;Purchase Order";Warehouse Create Purchase Order;creates;warehouse|purchase order;
Warehouse;Receive and inspect materials;receives;"Warehouse;materials";Warehouse Receive and inspect materials;receives|inspects;warehouse|materials;
Accounting;verify the documents;verifies;"Accounting;documents";Accounting verify the documents;verifies;accounting|documents;
Accounting;Submit Payment;submits;"Accounting;Payment";Accounting Submit Payment;submits;accounting|payment;
Customer;Send Inquiry;sends;"Customer;Inquiry";Customer Send Inquiry;sends;customer|inquiry;
Customer;Fill out Application Form;fills out;"Customer;Application Form";Customer Fill out Application Form;fills out;customer|application form;
Customer;Process the Documents;processes;"Customer;Documents";Customer Process the Documents;processes;customer|documents;
Mortgage Specialist;Inform Customer of Rejection;informs;"Mortgage Specialist;Customer of Rejection";Mortgage Specialist Inform Customer of Rejection;informs;mortgage specialist|customer of rejection;
Mortgage Specialist;Achieve Details;achieves;"Mortgage Specialist;Details";Mortgage Specialist Achieve Details;achieves;mortgage specialist|details;
Customer Service Rep;Send Mortgage Application Form;sends;"Customer Service Rep;Mortgage Application Form";Customer Service Rep Send Mortgage Application Form;sends;customer service rep|mortgage application form;
Customer Service Rep;Review Application Form;reviews;"Customer Service Rep;Application Form";Customer Service Rep Review Application Form;;customer service rep review application form;
Customer Service Rep;Send a customer reminder;sends;"Customer Service Rep;customer reminder";Customer Service Rep Send a customer reminder;sends;customer service rep|customer reminder;
Customer Service Rep;Inform Customer of close transaction;informs;"Customer Service Rep;Customer of close transaction";Customer Service Rep Inform Customer of close transaction;informs;customer service rep|customer of close transaction;
Customer;Customer Accident;;Customer Customer Accident;Customer Customer Accident;;customer customer accident;
Customer;Fill out Claim Form & Send to CSR;"fills out;sends to";"Customer;Claim Form;CSR";Customer Fill out Claim Form & Send to CSR;fills out|sends to;customer|claim form|csr;
Customer Service Rep;Gather Customer Insurance Information;gathers;"Customer Service Rep;Customer Insurance Information";Customer Service Rep Gather Customer Insurance Information;gathers;customer service rep|customer insurance information;
Customer Service Rep;Review Customer Claim;reviews;"Customer Service Rep;Customer Claim";Customer Service Rep Review Customer Claim;reviews;customer service rep|customer claim;
Customer Service Rep;Request more information from customer;requests;"Customer Service Rep;more information from customer";Customer Service Rep Request more information from customer;requests;customer service rep|more information from customer;
Customer Service Rep;Confirm Reception to customer;confirms;"Customer Service Rep;Reception to customer";Customer Service Rep Confirm Reception to customer;confirms;customer service rep|reception to customer;
Customer;reconfigure bike;reconfigures;"Customer;bike";Customer reconfigure bike;recons|##gures;customer|##fi|bike;
FeelWheel;updates the online catalogue for parts produced by Fami;updates;"FeelWheel;online catalogue for parts produced by Fami";FeelWheel updates the online catalogue for parts produced by Fami;updates|produces by;feelwheel|online catalogue for parts|fami;
FeelWheel;checks which of the available bikes close to envisioned configuration;checks;"FeelWheel;available bikes vlose to envisioned configuration";FeelWheel checks which of the available bikes close to envisioned configuration;checks|envisions;feelwheel|available bikes|configuration;
Customer;ask for an offer;asks for;"Customer;offer";Customer ask for an offer;asks for;customer|offer;
Customer;get new bike;gets;"Customer;new bike";Customer get new bike;gets;customer|new bike;
FeelWheel;calculate new price for bike;calculates;"FeelWheel;new price for bike";FeelWheel calculate new price for bike;calculates;feelwheel|new price for bike;
FeelWheel;give new bike to customer;gives;"FeelWheel;new bike to customer";FeelWheel give new bike to customer;gives;feelwheel|new bike to customer;
Fami;Deliver new bike to Pit;delivers;"Fami;new bike to Pit";Fami Deliver new bike to Pit;delivers;fami|new bike to pit;
Customer;Call the room service;calls;"Customer;room service";Customer Call the room service;calls;customer|room service;
Hotel;takes the order;takes;"Hotel;manager|order";Hotel takes the order;takes;hotel|order;
Hotel;order to fetch wine and prepare any other alcoholic beverages;"orders to fetch;prepares";"Hotel;wine;other alcoholic beverages";Hotel order to fetch wine and prepare any other alcoholic beverages;fetches|prepares;hotel order to|wine|other alcoholic beverages;
Costumer Services;Check audience;checks;"Costumer Services;audience";Costumer Services Check audience;checks;costumer services|audience;
Costumer Services;Check solvency;checks;"Costumer Services;solvency";Costumer Services Check solvency;checks;costumer services|solvency;
Costumer Services;integrate into database;integrates into;"Costumer Services;database";Costumer Services integrate into database;integrates into;costumer services|database;
Costumer Services;Check Costumer;checks;"Costumer Services;Costumer";Costumer Services Check Costumer;checks;costumer services|costumer;
Costumer Services;cancel order;cancels;"Costumer Services;order";Costumer Services cancel order;cancels;costumer services|order;
Sales & Logistics;Check Stock;checks;"Sales & Logistics;Stock";Sales & Logistics Check Stock;;sales|logistics check stock;
Sales & Logistics;Send goods;sends;"Sales & Logistics;goods";Sales & Logistics Send goods;sends;sales|logistics|goods;
Accountig Office;Send invoice;sends;"Accountig Office;invoice";Accountig Office Send invoice;sends;accountig office|invoice;
Accountig Office;Check payment;checks;"Accountig Office;payment";Accountig Office Check payment;;accountig office check payment;
Accountig Office;close order;closes;"Accountig Office;order";Accountig Office close order;;accountig office close order;
Accountig Office;Check number of reminders;checks;"Accountig Office;number of reminders";Accountig Office Check number of reminders;checks;accountig office|number of reminders;
Accountig Office;Send reminder;sends;"Accountig Office;reminder";Accountig Office Send reminder;sends;accountig office|reminder;
Accountig Office;contact lawyer;contacts;"Accountig Office;lawyer";Accountig Office contact lawyer;;accountig office contact lawyer;
Manufactoring;Produce goods;produces;"Manufactoring;goods";Manufactoring Produce goods;##gs produce;manufactorin|goods;
Logistics;Prepare Goods;prepares;"Logistics;Goods";Logistics Prepare Goods;prepares;logistics|goods;
Logistics;Pack Goods;packs;"Logistics;Goods";Logistics Pack Goods;packs;logistics|goods;
Logistics;Deliver Goods;delivers;"Logistics;Goods";Logistics Deliver Goods;delivers;logistics|goods;
Finance;Send invoice;sends;"Finance;invoice";Finance Send invoice;sends;finance|invoice;
Finance;Check incoming payment;checks;"Finance;incoming payment";Finance Check incoming payment;;finance check incoming payment;
Finance;Finish the order;finishes;"Finance;order";Finance Finish the order;finishes;finance|order;
Finance;Check number of reminders;checks;"Finance;number of reminders";Finance Check number of reminders;;finance check number of reminders;
Finance;Send reminder;sends;"Finance;reminder";Finance Send reminder;sends;finance|reminder;
Finance;Start Dunning Process (write of);starts;"Finance;Dunning Process";Finance Start Dunning Process (write of);starts|writes of;finance|dunning process;
Sales;Check Customer Type;checks;"Sales;Customer Type";Sales Check Customer Type;;sales check customer type;
Sales;Check solvency;checks;"Sales;solvency";Sales Check solvency;;sales check solvency;
Sales;Check type of ordered goods;checks;"Sales;type of|goods";Sales Check type of ordered goods;orders;sales check type|goods;
Sales;Send order status information;sends;"Sales;order status information";Sales Send order status information;sends;sales|order status information;
Sales;Check Stock Inventory;checks;"Sales;Stock Inventory";Sales Check Stock Inventory;checks;sales|stock inventory;
Sales Department;check customer data;checks;"Sales Department;customer data";Sales Department check customer data;checks;sales department|customer data;
Sales Department;choose customer data;chooses;"Sales Department;customer data";Sales Department choose customer data;chooses;sales department|customer data;
Sales Department;check kind of customer;checks;"Sales Department;kind of customer";Sales Department check kind of customer;;sales department check kind of customer;
Sales Department;check solvency of customer;checks;"Sales Department;solvency of customer";Sales Department check solvency of customer;;sales department check solvency of customer;
Sales Department;offer prepayment;offers;"Sales Department;prepayment";Sales Department offer prepayment;offers;sales department|prepayment;
Sales Department;check inventory;checks;"Sales Department;inventory";Sales Department check inventory;checks;sales department|inventory;
Logistics Department;pack goods;packs;"Logistics Department;goods";Logistics Department pack goods;packs;logistics department|goods;
Logistics Department;check payment agreement;checks;"Logistics Department;payment agreement";Logistics Department check payment agreement;;logistics department check payment agreement;
Logistics Department;deliver goods;delivers;"Logistics Department;goods";Logistics Department deliver goods;delivers;logistics department|goods;
Financial Department;check delivery status;checks;"Financial Department;delivery status";Financial Department check delivery status;;financial department check delivery status;
Financial Department;monitor in-payment;monitors in;"Financial Department;payment";Financial Department monitor in-payment;;financial department monitor|payment;
Financial Department;close order;closes;"Financial Department;order";Financial Department close order;;financial department close order;
Financial Accounting;Send invoice;sends;"Financial Accounting;invoice";Financial Accounting Send invoice;sends;financial accounting|invoice;
Financial Accounting;Check Payment;checks;"Financial Accounting;Payment";Financial Accounting Check Payment;;financial accounting check payment;
Financial Accounting;Close Order;closes;"Financial Accounting;Order";Financial Accounting Close Order;;financial accounting close order;
Financial Accounting;Check number of reminders;checks;"Financial Accounting;number of reminders";Financial Accounting Check number of reminders;;financial accounting check number of reminders;
Financial Accounting;Start dunning process;starts;"Financial Accounting;dunning process";Financial Accounting Start dunning process;;financial accounting start dunning process;
Financial Accounting;Send reminder;sends;"Financial Accounting;reminder";Financial Accounting Send reminder;sends;financial accounting|reminder;
Sales;Check Costumer;checks;"Sales;Costumer";Sales Check Costumer;;sales check costumer;
Sales;Check if Costumer is a wholesaler;checks;"Sales;Costumer|wholesaler";Sales Check if Costumer is a wholesaler;;sales check|costumer|wholesaler;
Sales;Save Data;saves;"Sales;Data";Sales Save Data;saves;sales|data;
Sales;Cancel Order;cancels;"Sales;Order";Sales Cancel Order;cancels;sales|order;
Production;Produce goods;produces;"Production;goods";Production Produce goods;produces;production|goods;
Logistic;Send goods;sends;"Logistic;goods";Logistic Send goods;sends;goods;
Warehouse;Check Stock;checks;"Warehouse;Stock";Warehouse Check Stock;;warehouse check stock;
Service Center;Welcome the customer and ask for his wants;"welcomes;asks for";"Service Center;customer|wants";Service Center Welcome the customer and ask for his wants;welcomes|asks for;service center|customer|wants;
Service Center;Send him to the advisery service;sends;"Service Center;advisery service";Service Center Send him to the advisery service;sends;service center|advisery service;
Advisery Service;Welcome the customer and ask what type of account he wants;welcomes;"Advisery Service;customer|type of account";Advisery Service Welcome the customer and ask what type of account he wants;welcomes|asks|wants;advisery service|customer|type of account;
Advisery Service;Open Saving Account;saves;"Advisery Service;Account";Advisery Service Open Saving Account;;advisery service open saving account;
Advisery Service;Ask if he wants something else;asks;"Advisery Service;if he wants something else";Advisery Service Ask if he wants something else;asks|wants;adviser|service;
Advisery Service;Ask for his Age;asks for;"Advisery Service;Age";Advisery Service Ask for his Age;asks for;advisery service|age;
Advisery Service;Open Time Deposit;opens;"Advisery Service;Time Deposit";Advisery Service Open Time Deposit;;advisery service open time deposit;
Advisery Service;Tell him that he is too young and ask if he wants another type;tells;"Advisery Service;type";Advisery Service Tell him that he is too young and ask if he wants another type;tells|asks|wants;advisery service|type;
Advisery Service;Open Credit;opens;"Advisery Service;Credit";Advisery Service Open Credit;;advisery service open credit;
Advisery Service;Tell him that he is tot young and ask if he wants another type;tells;"Advisery Service;type";Advisery Service Tell him that he is tot young and ask if he wants another type;tells|asks|wants;adviser|service|type;
Advisery Service;Thank him and bring him back to the foyer;thanks;"Advisery Service;foyer";Advisery Service Thank him and bring him back to the foyer;thanks|brings;advisery service|foyer;
Production;Production;;Production Production;Production Production;;production production;
Sales;Check Customer's Availabilities;checks;"Sales;Customer's Availabilities";Sales Check Customer's Availabilities;;sales check customer'|availabilities;
