Subject;Activity;Verb phrases;Noun phrases;ActivityCombined;VerbPhrases;NounPhrases;ProperNouns
Key Account Manager;Explain Solution;explains;"Key Account Manager;Solution";Key Account Manager Explain Solution;;Key|Solution;Account Manager Explain
1st Level support agent;Classify Ticket;classifies;"1st Level support agent;Ticket";1st Level support agent Classify Ticket;;1st Level support agent;Classify Ticket
1st Level support agent;Handle 1st level issue;handles;"1st Level support agent;1st level issue";1st Level support agent Handle 1st level issue;Handles;1st Level support agent|1st level issue;
1st Level support agent;Document 1st level result;documents;"1st Level support agent;1st level result";1st Level support agent Document 1st level result;;1st Level support agent|1st level result;Document
2nd level support agent;Handle 2nd level issue;handles;"2nd level support agent;2nd level issue";2nd level support agent Handle 2nd level issue;Handles;2nd level support agent|2nd level issue;
2nd level support agent;Document 2nd level result;documents;"2nd level support agent;2nd level result";2nd level support agent Document 2nd level result;;2nd level support agent|2nd level result;Document
2nd level support agent;Ask Developer;asks;"2nd level support agent;Developer";2nd level support agent Ask Developer;;2nd level support agent;Developer
Software Developer;Examine problem;examines;"Software Developer;problem";Software Developer Examine problem;;problem;Software Developer Examine
Software Developer;Provide feedback for 2nd level support;provides;"Software Developer;feedback for 2nd level support";Software Developer Provide feedback for 2nd level support;Provides;feedback for 2nd level support;Software Developer
Trouble Tracking System;Open ticket;opens;"Trouble Tracking System;ticket";Trouble Tracking System Open ticket;;Trouble|ticket;Tracking System Open
Trouble Tracking System;Edit 1st level ticket;edits;"Trouble Tracking System;1st level ticket";Trouble Tracking System Edit 1st level ticket;;Trouble|1st level ticket;Tracking System Edit
Trouble Tracking System;Insert issue into product back log;inserts;"Trouble Tracking System;issue into product back log";Trouble Tracking System Insert issue into product back log;;Trouble|issue into product back log;Tracking System Insert
Trouble Tracking System;Edit 2nd level ticket;edits;"Trouble Tracking System;2nd level ticket";Trouble Tracking System Edit 2nd level ticket;;Trouble|2nd level ticket;Tracking System Edit
Trouble Tracking System;Send mail to Account Manager;sends;"Trouble Tracking System;mail to Account Manager";Trouble Tracking System Send mail to Account Manager;Sends;Trouble|mail;Tracking System|Account Manager
Trouble Tracking System;Close Ticket;closes;"Trouble Tracking System;Close Ticket";Trouble Tracking System Close Ticket;;Trouble;Tracking System Close Ticket
DMS;Enquiry of details;;DMS Enquiry of details;DMS Enquiry of details;;details;DMS Enquiry
Management;Determination of rent conditions;;Management Determination of rent conditions;Management Determination of rent conditions;;rent conditions;Management Determination
Management;Deposit payment;;Management Deposit payment;Management Deposit payment;;payment;Management Deposit
Management;Contract with supplier;contracts with;"Management;Contract with supplier";Management Contract with supplier;;supplier;Management Contract
Employer;Finding of space;;Employer Finding of space;Employer Finding of space;;space;Employer Finding
Employer;Learning the price;learns;"Employer;price";Employer Learning the price;;price;Employer Learning
Employer;Learning the measurements;learns;"Employer;measurements";Employer Learning the measurements;;measurements;Employer Learning
Employer;Reservation request;;Employer Reservation request;Employer Reservation request;;request;Employer Reservation
Employer;Ensurance of food supplier;;Employer Ensurance of food supplier;Employer Ensurance of food supplier;;Employer Ensurance of food supplier;
Employer;Ensurance of water resources;;Employer Ensurance of water resources;Employer Ensurance of water resources;;Employer Ensurance of water resources;
State / Offices;Learning availability;learns;"State / Offices;availability";State / Offices Learning availability;;Offices Learning availability;State
State / Offices;Area reservation;;State / Offices Area reservation;State / Offices Area reservation;;Offices|reservation;State|Area
State / Offices;Rent contract;;State / Offices Rent contract;State / Offices Rent contract;;Offices|contract;State|Rent
Finance/Accounting;send letter of refusal;sends;"Finance/Accounting;letter of refusal";Finance/Accounting send letter of refusal;sends;Finance/Accounting|letter of refusal;
Finance/Accounting;order approved;approves;"Finance/Accounting;order";Finance/Accounting order approved;;Finance/Accounting order;
Finance/Accounting;check number of reminder;checks;"Finance/Accounting;number of reminder";Finance/Accounting check number of reminder;;Finance/Accounting check number of reminder;
Finance/Accounting;write off payment;writes off;"Finance/Accounting;payment";Finance/Accounting write off payment;writes off;Finance/Accounting|payment;
Finance/Accounting;send last reminder;sends;"Finance/Accounting;last reminder";Finance/Accounting send last reminder;sends;Finance/Accounting|last reminder;
Sales Department;check customer database;checks;"Sales Department;customer database";Sales Department check customer database;;Sales|check customer database;Department
Sales Department;check customers solvency;checks;"Sales Department;customers solvency";Sales Department check customers solvency;;Sales|check customers solvency;Department
Sales Department;Check customer typ;checks;"Sales Department;customer typ";Sales Department Check customer typ;Checks;Sales|customer typ;Department
Sales Department;order confimation;orders;"Sales Department;confimation";Sales Department order confimation;;Sales|order confimation;Department
Sales Department;Check stock;checks;"Sales Department;stock";Sales Department Check stock;Checks;Sales|stock;Department
Sales Department;production of the goods;;Sales Department production of the goods;Sales Department production of the goods;;Sales|production of the goods;Department
Logistic department;prepare order;prepares;"Logistic department;order";Logistic department prepare order;;Logistic department|order;
Logistic department;deliver order;delivers;"Logistic department;order";Logistic department deliver order;;Logistic department|order;
ABC Bank;Check customer ID;checks;"ABC Bank;customer ID";ABC Bank Check customer ID;Checks;customer ID;ABC Bank
ABC Bank;Enter new customer data;enters;"ABC Bank;new customer data";ABC Bank Enter new customer data;Enters;new customer data;ABC Bank
ABC Bank;Check data base;checks;"ABC Bank;data base";ABC Bank Check data base;Checks;data base;ABC Bank
ABC Bank;Check customer needs;checks;"ABC Bank;customer needs";ABC Bank Check customer needs;Checks;customer needs;ABC Bank
ABC Bank;Check age;checks;"ABC Bank;age";ABC Bank Check age;Checks;age;ABC Bank
ABC Bank;ask for credit;asks for;"ABC Bank;credit";ABC Bank ask for credit;asks for;credit;ABC Bank
ABC Bank;deny request;denies;"ABC Bank;request";ABC Bank deny request;;request;ABC Bank
ABC Bank;accept;accepts;"ABC Bank;nan";ABC Bank accept;accepts;;ABC Bank
ABC Bank;check credit standing;checks;"ABC Bank;credit standing";ABC Bank check credit standing;checks;credit standing;ABC Bank
ABC Bank;set up account without credit;sets up;"ABC Bank;account without credit";ABC Bank set up account without credit;;account without credit;ABC Bank
Storehouse;Quantity check;;Storehouse Quantity check;Storehouse Quantity check;;check;Storehouse Quantity
Storehouse;Reserve;;Storehouse Reserve;Storehouse Reserve;;;Storehouse Reserve
Storehouse;Backorder;;Storehouse Backorder;Storehouse Backorder;;;Storehouse Backorder
Sales dep.;Check order;checks;"Sales dep.;order";Sales dep. Check order;;Sales;
Sales dep.;Inform others;informs;"Sales dep.;others";Sales dep. Inform others;;Sales;
Sales dep.;Ship bike;ships;"Sales dep.;bike";Sales dep. Ship bike;;Sales;
Engineering dep.;Prepares assembly;prepares;"Engineering dep.;assembly";Engineering dep. Prepares assembly;;dep;Engineering
Engineering dep.;Assemble product;assembles;"Engineering dep.;product";Engineering dep. Assemble product;;dep;Engineering
Catering;Go online;goes;"Catering;online";Catering Go online;Gos;Catering|online;
Catering;edit profile;edits;"Catering;profile";Catering edit profile;;Catering edit profile;
Catering;Cancel order;cancels;"Catering;order";Catering Cancel order;Cancels;Catering|order;
Order;Cold goods;;Order Cold goods;Order Cold goods;;goods;Order Cold
Order;Warm goods;;Order Warm goods;Order Warm goods;;Warm goods;Order
Order;Checkout;;Order Checkout;Order Checkout;;;Order Checkout
Order;Select customer profile;selects;"Order;customer profile";Order Select customer profile;;customer profile;Order Select
Order;Delivery time;;Order Delivery time;Order Delivery time;;Delivery time;Order
Order;Credit card number;;Order Credit card number;Order Credit card number;;card number;Order Credit
Order;Save order;saves;"Order;order";Order Save order;;order;Order Save
Delivery;Check order;checks;"Delivery;order";Delivery Check order;Checks;Delivery|order;
Delivery;Prepare goods;prepares;"Delivery;goods";Delivery Prepare goods;Prepares;Delivery|goods;
Delivery;Deliver;delivers;"Delivery;nan";Delivery Deliver;Delivers;Delivery;
Delivery;Ask feedback;asks;"Delivery;feedback";Delivery Ask feedback;;Delivery|feedback;
Travel agency;Check request;checks;"Travel agency;request";Travel agency Check request;Checks;Travel agency|request;
Travel agency;Handle manually;handles;"Travel agency;nan";Travel agency Handle manually;Handles manually;Travel agency;
Travel agency;Book bus;books;"Travel agency;bus";Travel agency Book bus;Books;Travel agency|bus;
Travel agency;Book hotel;books;"Travel agency;hotel";Travel agency Book hotel;Books;Travel agency|hotel;
Travel agency;Booking Cancelled;;Travel agency Booking Cancelled;Travel agency Booking Cancelled;;Travel agency;Booking Cancelled
Travel agency;Send unavailability message;sends;"Travel agency;unavailability message";Travel agency Send unavailability message;Sends;Travel agency|unavailability message;
Travel agency;Book attraction;;Travel agency Book attraction;Travel agency Book attraction;Books;Travel agency|attraction;
Travel agency;Confirmation send;;Travel agency Confirmation send;Travel agency Confirmation send;;Travel agency Confirmation;
Agency;Sends message to banks;sends;"Agency;message to banks";Agency Sends message to banks;;message to banks;Agency
Agency;Send awnser back to customer;sends;"Agency;awnser|customer";Agency Send awnser back to customer;Sends;awnser|customer;Agency
Customer;Fill in request;fills in;"Customer;request";Customer Fill in request;Fills in;Customer|request;
Bank A;Propose loan;proposes;"Bank A;loan";Bank A Propose loan;;loan;Bank A Propose
Bank A;Write decline letter;writes;"Bank A;decline letter";Bank A Write decline letter;Writes;decline letter;Bank A
Bank B;Declined;;Bank B Declined;Bank B Declined;;;Bank B
Bank B;Check with customer;checks with;"Bank B;customer";Bank B Check with customer;Checks with;customer;Bank B
Bank B;Send to external;sends to;"Bank B;external";Bank B Send to external;Sends to;;Bank B
External credit rating company;Check loan;checks;"External credit rating company;loan";External credit rating company Check loan;Checks;External credit rating company|loan;
Seller;Create auction request;creates;"Seller;auction request";Seller Create auction request;Creates;auction request;Seller
Seller;Register request;registers;"Seller;request";Seller Register request;;request;Seller Register
A;Create M1;creates;"A;M1";A Create M1;Creates;M1;
A;handle all info;handles;"A;all info";A handle all info;;info;
Traveller;Order Trip;orders;"Traveller;Trip";Traveller Order Trip;;Trip;Traveller Order
Traveller;Change Itinerary;changes;"Traveller;Itinerary";Traveller Change Itinerary;;;Traveller Change Itinerary
Traveller;Cancel Itinerary;cancels;"Traveller;Itinerary";Traveller Cancel Itinerary;Cancels;Itinerary;Traveller
Traveller;Reserve Ticket;reserves;"Traveller;Ticket";Traveller Reserve Ticket;;;Traveller Reserve Ticket
;Receive Order;receives;"nan;Order";nan Receive Order;;nan;Receive Order
;Verify Seats;verifies;"nan;Seats";nan Verify Seats;;nan|Seats;Verify
;Change Itinerary;changes;"nan;Itinerary";nan Change Itinerary;;nan;Change Itinerary
;Cancel Itinerary;cancels;"nan;Itinerary";nan Cancel Itinerary;Cancels;nan|Itinerary;
Sales;Authorize Payment;authorizes;"Sales;Payment";Sales Authorize Payment;;Sales|Payment;
Distribution;Pack Goods;packs;"Distribution;Goods";Distribution Pack Goods;Packs;Distribution;Goods
Distribution;Ship Goods;ships;"Distribution;Goods";Distribution Ship Goods;;Distribution Ship;Goods
Tour Company;Check Tour Availability;checks;"Tour Company;Availability";Tour Company Check Tour Availability;Checks;Availability;Tour Company|Tour
Tour Company;Register Customer;registers;"Tour Company;Customer";Tour Company Register Customer;;Customer;Tour Company Register
Tour Company;Print Invoice;prints;"Tour Company;Invoice";Tour Company Print Invoice;Prints;;Tour Company|Invoice
design and implement a webpage;informational meeting;;design and implement a webpage informational meeting;design and implement a webpage informational meeting;implements;design|webpage informational meeting;
design and implement a webpage;storyboard meeting;;design and implement a webpage storyboard meeting;design and implement a webpage storyboard meeting;implements;design|webpage storyboard meeting;
design and implement a webpage;design site;designs;"design and implement a webpage;site";design and implement a webpage design site;implements;design|webpage design site;
design and implement a webpage;develop site;develops;"design and implement a webpage;site";design and implement a webpage develop site;implements|develops;design|webpage|site;
design and implement a webpage;prepare content;prepares;"design and implement a webpage;content";design and implement a webpage prepare content;implements|prepares;design|webpage|content;
design and implement a webpage;complete initial draft;completes;"design and implement a webpage;initial draft";design and implement a webpage complete initial draft;implements;design|webpage complete initial draft;
design and implement a webpage;marketing review;;design and implement a webpage marketing review;design and implement a webpage marketing review;implements;design|webpage marketing review;
design and implement a webpage;complete final version;;design and implement a webpage complete final version;design and implement a webpage complete final version;implements;design|webpage complete final version;
design and implement a webpage;building;;design and implement a webpage building;design and implement a webpage building;implements;design|webpage building;
design and implement a webpage;review activity;;design and implement a webpage review activity;design and implement a webpage review activity;implements;design|webpage review activity;
design and implement a webpage;approval;;design and implement a webpage approval;design and implement a webpage approval;implements;design|webpage approval;
Applicant;write letter;writes;"Applicant;letter";Applicant write letter;writes;Applicant|letter;
Applicant;pay fee;pays;"Applicant;fee";Applicant pay fee;;Applicant pay fee;
Charles;add information;adds;"Charles;information";Charles add information;;information;Charles
Charles;call applicant;calls;"Charles;applicant";Charles call applicant;;call applicant;Charles
Charles;take letters to Miranda;takes;"Charles;letters to Miranda";Charles take letters to Miranda;takes;letters;Charles|Miranda
Charles;add new member;adds;"Charles;new member";Charles add new member;adds;new member;Charles
Charles;write fee in register;writes;"Charles;fee in register";Charles write fee in register;writes;fee in register;Charles
Charles;write letter to applicant;writes;"Charles;letter to applicant";Charles write letter to applicant;writes;letter to applicant;Charles
Charles;write and send letters for fee;writes;"Charles;letters for fee";Charles write and send letters for fee;writes|sends;letters for fee;Charles
Charles;create and send cards;creates;"Charles;cards";Charles create and send cards;creates|sends;cards;Charles
Miranda;decision about applicant;;Miranda decision about applicant;Miranda decision about applicant;;decision about applicant;Miranda
Miranda;stamp and write date;stamps|writes;"Miranda;date";Miranda stamp and write date;writes;stamp|date;Miranda
Miranda;give Charles the information;gives;"Miranda;Charles the information";Miranda give Charles the information;gives;information;Miranda|Charles
Miranda;calculate fee;calculates;"Miranda;fee";Miranda calculate fee;;fee;Miranda
Miranda;give it to Charles;gives;"Miranda;Charles";Miranda give it to Charles;gives;it;Miranda|Charles
Costumer Service Representative;update details;updates;"Costumer Service Representative;update details";Costumer Service Representative update details;;details;Costumer Service Representative
Costumer Service Representative;wait for receiving answer;waits for;"Costumer Service Representative;receiving answer";Costumer Service Representative wait for receiving answer;waits for;receiving answer;Costumer Service Representative
Administration;complete offer;completes;"Administration;offer";Administration complete offer;;complete offer;Administration
Support Officer;check dates;checks;"Support Officer;dates";Support Officer check dates;checks;Support|dates;Officer
Support Officer;suggest modifications;suggests;"Support Officer;modifications";Support Officer suggest modifications;;Support|modifications;Officer
Support Officer;update group calendars;updates;"Support Officer;group calendars";Support Officer update group calendars;;Support|group calendars;Officer
Support Officer;create meeting folders;creates;"Support Officer;meeting folders";Support Officer create meeting folders;creates;Support|meeting folders;Officer
Support Officer;upload appropriate documents;uploads;"Support Officer;appropriate documents";Support Officer upload appropriate documents;;Support|upload appropriate documents;Officer
Coordination Unit;draft schedule;drafts;"Coordination Unit;schedule";Coordination Unit draft schedule;;Coordination Unit draft schedule;
Coordination Unit;add to calender;adds to;"Coordination Unit;calender";Coordination Unit add to calender;calenders;Coordination Unit;
Coordination Unit;recheck dates;rechecks;"Coordination Unit;dates";Coordination Unit recheck dates;;Coordination Unit recheck dates;
Coordination Unit;look for conflicts;looks for;"Coordination Unit;conflicts";Coordination Unit look for conflicts;;Coordination Unit look for conflicts;
Coordination Unit;send final schedule;sends;"Coordination Unit;final schedule";Coordination Unit send final schedule;;Coordination Unit|final schedule;
Coordination Unit;finalize dates;finalizes;"Coordination Unit;dates";Coordination Unit finalize dates;;Coordination Unit|dates;
Committee Members;check diaries;checks;"Committee Members;diaries";Committee Members check diaries;checks;diaries;Committee Members
Committee Members;report conflicts;reports;"Committee Members;conflicts";Committee Members report conflicts;;report conflicts;Committee Members
Support Officer;advise members to read documents;advises;"Support Officer;members to read documents";Support Officer advise members to read documents;reads;Support|members|documents;Officer
Support Officer;produce minutes;produces;"Support Officer;minutes";Support Officer produce minutes;;Support|minutes;Officer
Support Officer;update records;updates;"Support Officer;records";Support Officer update records;updates;Support|records;Officer
Committee Members;hold meeting;holds;"Committee Members;meeting";Committee Members hold meeting;;meeting;Committee Members
Coordination Unit;conduct a QA check;conducts;"Coordination Unit;QA check";Coordination Unit conduct a QA check;conducts;Coordination Unit|QA check;
Coordination Unit;send to members;sends to;"Coordination Unit;members";Coordination Unit send to members;sends to;Coordination Unit|members;
Order Management;Collect order;collects;"Order Management;order";Order Management Collect order;;order;Order Management Collect
Order Management;Check Validity / Bonität;checks;"Order Management;Validity|Bonität";Order Management Check Validity / Bonität;Checks;Validity;Order Management|Bonität
Order Management;Cancellation of Order;;Order Management Cancellation of Order;Order Management Cancellation of Order;;;Order Management Cancellation|Order
Order Management;Check Stock;checks;"Order Management;Stock";Order Management Check Stock;Checks;;Order Management|Stock
Order Management;Confirmation of Order;;Order Management Confirmation of Order;Order Management Confirmation of Order;;Confirmation of Order;Order Management
Stock;Remove from stock;removes from;"Stock;stock";Stock Remove from stock;Removes from;stock;Stock
Production;Produce;produces;"Production;nan";Production Produce;Produces;Production;
Logistic;Shipping;;Logistic Shipping;Logistic Shipping;;;Logistic Shipping
Controlling;Invoice;;Controlling Invoice;Controlling Invoice;;Controlling;Invoice
Controlling;Check incoming payments;checks;"Controlling;incoming payments";Controlling Check incoming payments;Checks;Controlling|incoming payments;
Dunning Process;Dunning letter;;Dunning Process Dunning letter;Dunning Process Dunning letter;Processes;Dunning letter;Dunning
SWIM User;Send User Credentials: Username, Password, Role (RBAC);sends;"SWIM User;User Credentials|Username|Password|Role|RBAC";SWIM User Send User Credentials: Username, Password, Role (RBAC);SWIMs|Sends;User|User Credentials|Role|RBAC;Username|Password
SWIM User;Request Publication Service;;SWIM User Request Publication Service;SWIM User Request Publication Service;SWIMs;User Request;Publication Service
SWIM User;Request Subscription Service;;SWIM User Request Subscription Service;SWIM User Request Subscription Service;SWIMs;User;Request Subscription Service
SWIM User;Use Service;uses;"SWIM User;Service";SWIM User Use Service;SWIMs;User;Use Service
PEP;Grant Access to Requested Service;grants;"PEP;Access to Requested Service";PEP Grant Access to Requested Service;;PEP|Access;Grant|Requested Service
Security Services;Validate Assertion;validates;"Security Services;Assertion";Security Services Validate Assertion;;;Security Services Validate Assertion
Customer;Review Suppliers;reviews;"Customer;Suppliers";Customer Review Suppliers;;Customer Review Suppliers;
Customer;Provide More Information;provides;"Customer;More Information";Customer Provide More Information;Provides;Customer|Information;
Customer;Review Sales Quote;reviews;"Customer;Sales Quote";Customer Review Sales Quote;;Customer Review Sales;
Engineering;Analyze the RFQ;analyzes;"Engineering;RFQ";Engineering Analyze the RFQ;Analyzes;RFQ;Engineering
Finance;Add Overhead Costs;adds;"Finance;Overhead Costs";Finance Add Overhead Costs;Adds;Overhead Costs;Finance
Finance;Produce Pricing Options;produces;"Finance;Pricing Options";Finance Produce Pricing Options;Produces;Pricing Options;Finance
Sales Manager;Verify RFQ;verifies;"Sales Manager;RFQ";Sales Manager Verify RFQ;;Sales;Manager Verify RFQ
Sales Manager;Review Pricing Options;reviews;"Sales Manager;Pricing Options";Sales Manager Review Pricing Options;;Sales|Pricing Options;Manager Review
Sales Manager;Create Sales Qoute;creates;"Sales Manager;Sales Qoute";Sales Manager Create Sales Qoute;Creates;Sales|Sales;Manager
Supplier;Shipment Sent;sends;"Supplier;Shipment";Supplier Shipment Sent;;Supplier Shipment Sent;
Purchasing;Consolidate Purchase Request;consolidates;"Purchasing;Purchase Request";Purchasing Consolidate Purchase Request;;;Purchasing Consolidate Purchase Request
Purchasing;Select Suitable Supplier;selects;"Purchasing;Suitable Supplier";Purchasing Select Suitable Supplier;;;Purchasing Select Suitable Supplier
Purchasing;Submit purchase order;submits;"Purchasing;purchase order";Purchasing Submit purchase order;;purchase order;Purchasing Submit
Warehouse;Create Purchase Order;creates;"Warehouse;Purchase Order";Warehouse Create Purchase Order;Creates;;Warehouse|Purchase Order
Warehouse;Receive and inspect materials;receives;"Warehouse;materials";Warehouse Receive and inspect materials;inspects;materials;Warehouse Receive
Accounting;verify the documents;verifies;"Accounting;documents";Accounting verify the documents;verifies;documents;Accounting
Accounting;Submit Payment;submits;"Accounting;Payment";Accounting Submit Payment;;Payment;Accounting Submit
Customer;Send Inquiry;sends;"Customer;Inquiry";Customer Send Inquiry;Sends;Customer;Inquiry
Customer;Fill out Application Form;fills out;"Customer;Application Form";Customer Fill out Application Form;Fills out;Customer|Application Form;
Customer;Process the Documents;processes;"Customer;Documents";Customer Process the Documents;Processes;Customer|Documents;
Mortgage Specialist;Inform Customer of Rejection;informs;"Mortgage Specialist;Customer of Rejection";Mortgage Specialist Inform Customer of Rejection;Informs;Mortgage Specialist|Customer of Rejection;
Mortgage Specialist;Achieve Details;achieves;"Mortgage Specialist;Details";Mortgage Specialist Achieve Details;Achieves;Mortgage Specialist|Details;
Customer Service Rep;Send Mortgage Application Form;sends;"Customer Service Rep;Mortgage Application Form";Customer Service Rep Send Mortgage Application Form;Sends;Customer|Mortgage Application Form;Service Rep
Customer Service Rep;Review Application Form;reviews;"Customer Service Rep;Application Form";Customer Service Rep Review Application Form;;Customer|Application Form;Service Rep Review
Customer Service Rep;Send a customer reminder;sends;"Customer Service Rep;customer reminder";Customer Service Rep Send a customer reminder;Sends;Customer|customer reminder;Service Rep
Customer Service Rep;Inform Customer of close transaction;informs;"Customer Service Rep;Customer of close transaction";Customer Service Rep Inform Customer of close transaction;;Customer|Customer of close transaction;Service Rep Inform
Customer;Customer Accident;;Customer Customer Accident;Customer Customer Accident;;Customer Customer;Accident
Customer;Fill out Claim Form & Send to CSR;"fills out;sends to";"Customer;Claim Form;CSR";Customer Fill out Claim Form & Send to CSR;Fills out|Sends to;Customer|Form;Claim|CSR
Customer Service Rep;Gather Customer Insurance Information;gathers;"Customer Service Rep;Customer Insurance Information";Customer Service Rep Gather Customer Insurance Information;;Customer|Customer Insurance Information;Service Rep Gather
Customer Service Rep;Review Customer Claim;reviews;"Customer Service Rep;Customer Claim";Customer Service Rep Review Customer Claim;;Customer|Customer Claim;Service Rep Review
Customer Service Rep;Request more information from customer;requests;"Customer Service Rep;more information from customer";Customer Service Rep Request more information from customer;;Customer|information from customer;Service Rep Request
Customer Service Rep;Confirm Reception to customer;confirms;"Customer Service Rep;Reception to customer";Customer Service Rep Confirm Reception to customer;;Customer|customer;Service Rep Confirm Reception
Customer;reconfigure bike;reconfigures;"Customer;bike";Customer reconfigure bike;;Customer reconfigure bike;
FeelWheel;updates the online catalogue for parts produced by Fami;updates;"FeelWheel;online catalogue for parts produced by Fami";FeelWheel updates the online catalogue for parts produced by Fami;;updates the online catalogue for parts;FeelWheel|Fami
FeelWheel;checks which of the available bikes close to envisioned configuration;checks;"FeelWheel;available bikes vlose to envisioned configuration";FeelWheel checks which of the available bikes close to envisioned configuration;;checks|available bikes|configuration;FeelWheel
Customer;ask for an offer;asks for;"Customer;offer";Customer ask for an offer;asks for;Customer|offer;
Customer;get new bike;gets;"Customer;new bike";Customer get new bike;gets;Customer|new bike;
FeelWheel;calculate new price for bike;calculates;"FeelWheel;new price for bike";FeelWheel calculate new price for bike;calculates;new price for bike;FeelWheel
FeelWheel;give new bike to customer;gives;"FeelWheel;new bike to customer";FeelWheel give new bike to customer;gives;new bike to customer;FeelWheel
Fami;Deliver new bike to Pit;delivers;"Fami;new bike to Pit";Fami Deliver new bike to Pit;Delivers;new bike to Pit;Fami
Customer;Call the room service;calls;"Customer;room service";Customer Call the room service;Calls;Customer|room service;
Hotel;takes the order;takes;"Hotel;manager|order";Hotel takes the order;;order;Hotel
Hotel;order to fetch wine and prepare any other alcoholic beverages;"orders to fetch;prepares";"Hotel;wine;other alcoholic beverages";Hotel order to fetch wine and prepare any other alcoholic beverages;fetches|prepares;order|wine|other alcoholic beverages;Hotel
Costumer Services;Check audience;checks;"Costumer Services;audience";Costumer Services Check audience;Checks;audience;Costumer Services
Costumer Services;Check solvency;checks;"Costumer Services;solvency";Costumer Services Check solvency;Checks;solvency;Costumer Services
Costumer Services;integrate into database;integrates into;"Costumer Services;database";Costumer Services integrate into database;integrates into;database;Costumer Services
Costumer Services;Check Costumer;checks;"Costumer Services;Costumer";Costumer Services Check Costumer;Checks;Costumer;Costumer Services
Costumer Services;cancel order;cancels;"Costumer Services;order";Costumer Services cancel order;cancels;order;Costumer Services
Sales & Logistics;Check Stock;checks;"Sales & Logistics;Stock";Sales & Logistics Check Stock;Checks;Sales;Logistics|Stock
Sales & Logistics;Send goods;sends;"Sales & Logistics;goods";Sales & Logistics Send goods;Sends;Sales|goods;Logistics
Accountig Office;Send invoice;sends;"Accountig Office;invoice";Accountig Office Send invoice;Sends;invoice;Accountig Office
Accountig Office;Check payment;checks;"Accountig Office;payment";Accountig Office Check payment;Checks;payment;Accountig Office
Accountig Office;close order;closes;"Accountig Office;order";Accountig Office close order;;order;Accountig Office
Accountig Office;Check number of reminders;checks;"Accountig Office;number of reminders";Accountig Office Check number of reminders;Checks;number of reminders;Accountig Office
Accountig Office;Send reminder;sends;"Accountig Office;reminder";Accountig Office Send reminder;Sends;reminder;Accountig Office
Accountig Office;contact lawyer;contacts;"Accountig Office;lawyer";Accountig Office contact lawyer;;contact lawyer;Accountig Office
Manufactoring;Produce goods;produces;"Manufactoring;goods";Manufactoring Produce goods;Produces;Manufactoring|goods;
Logistics;Prepare Goods;prepares;"Logistics;Goods";Logistics Prepare Goods;;;Logistics Prepare Goods
Logistics;Pack Goods;packs;"Logistics;Goods";Logistics Pack Goods;Packs;;Logistics|Goods
Logistics;Deliver Goods;delivers;"Logistics;Goods";Logistics Deliver Goods;Delivers;;Logistics|Goods
Finance;Send invoice;sends;"Finance;invoice";Finance Send invoice;Sends;invoice;Finance
Finance;Check incoming payment;checks;"Finance;incoming payment";Finance Check incoming payment;Checks;incoming payment;Finance
Finance;Finish the order;finishes;"Finance;order";Finance Finish the order;Finishes;order;Finance
Finance;Check number of reminders;checks;"Finance;number of reminders";Finance Check number of reminders;Checks;number of reminders;Finance
Finance;Send reminder;sends;"Finance;reminder";Finance Send reminder;Sends;reminder;Finance
Finance;Start Dunning Process (write of);starts;"Finance;Dunning Process";Finance Start Dunning Process (write of);Processes|writes of;;Finance Start Dunning
Sales;Check Customer Type;checks;"Sales;Customer Type";Sales Check Customer Type;;Sales|Customer Type;
Sales;Check solvency;checks;"Sales;solvency";Sales Check solvency;;Sales|solvency;
Sales;Check type of ordered goods;checks;"Sales;type of|goods";Sales Check type of ordered goods;;Sales|type|goods;
Sales;Send order status information;sends;"Sales;order status information";Sales Send order status information;;Sales|order status information;
Sales;Check Stock Inventory;checks;"Sales;Stock Inventory";Sales Check Stock Inventory;;Sales;Stock Inventory
Sales Department;check customer data;checks;"Sales Department;customer data";Sales Department check customer data;;Sales|check customer data;Department
Sales Department;choose customer data;chooses;"Sales Department;customer data";Sales Department choose customer data;chooses;Sales|customer data;Department
Sales Department;check kind of customer;checks;"Sales Department;kind of customer";Sales Department check kind of customer;;Sales|check kind of customer;Department
Sales Department;check solvency of customer;checks;"Sales Department;solvency of customer";Sales Department check solvency of customer;;Sales|check solvency of customer;Department
Sales Department;offer prepayment;offers;"Sales Department;prepayment";Sales Department offer prepayment;;Sales|offer prepayment;Department
Sales Department;check inventory;checks;"Sales Department;inventory";Sales Department check inventory;;Sales|check inventory;Department
Logistics Department;pack goods;packs;"Logistics Department;goods";Logistics Department pack goods;;pack goods;Logistics Department
Logistics Department;check payment agreement;checks;"Logistics Department;payment agreement";Logistics Department check payment agreement;;check payment agreement;Logistics Department
Logistics Department;deliver goods;delivers;"Logistics Department;goods";Logistics Department deliver goods;delivers;goods;Logistics Department
Financial Department;check delivery status;checks;"Financial Department;delivery status";Financial Department check delivery status;;check delivery status;Financial Department
Financial Department;monitor in-payment;monitors in;"Financial Department;payment";Financial Department monitor in-payment;;monitor in-payment;Financial Department
Financial Department;close order;closes;"Financial Department;order";Financial Department close order;;order;Financial Department
Financial Accounting;Send invoice;sends;"Financial Accounting;invoice";Financial Accounting Send invoice;Sends;invoice;Financial Accounting
