Subject;Activity;VerbPhrases;NounPhrases;ProperNouns
Miranda;give Charles the information;gives;information;Charles
Miranda;calculate fee;;;calculate fee
Miranda;give it to Charles;gives;;Charles
Costumer Service Representative;update details;;update details;
Costumer Service Representative;wait for receiving answer;waits for|receives;answer;
Administration;complete offer;;complete offer;
Support Officer;check dates;;check dates;
Support Officer;suggest modifications;suggests;modifications;
Support Officer;update group calendars;;;update group calendars
Support Officer;create meeting folders;creates;meeting folders;
Support Officer;upload appropriate documents;uploads;appropriate documents;
Coordination Unit;draft schedule;;draft schedule;
Coordination Unit;add to calender;adds|calenders;;
Coordination Unit;recheck dates;;recheck dates;
Coordination Unit;look for conflicts;looks for;conflicts;
Coordination Unit;send final schedule;sends;final schedule;
Coordination Unit;finalize dates;;dates;finalize
Committee Members;check diaries;;check diaries;
Committee Members;report conflicts;;report conflicts;
Support Officer;advise members to read documents;reads;members to|documents;advise
Support Officer;produce minutes;;produce minutes;
Support Officer;update records;;update records;
Committee Members;hold meeting;holds;meeting;
Coordination Unit;conduct a QA check;conducts;check;QA
Coordination Unit;send to members;sends to;members;
Order Management;Collect order;Collects;order;
Order Management;Check Validity / Bonität;Checks;Validity;Bonität
Order Management;Cancellation of Order;;Cancellation of Order;
Order Management;Check Stock;Checks;Stock;
Order Management;Confirmation of Order;;Confirmation of Order;
Stock;Remove from stock;Removes from;stock;
Production;Produce;Produces;;
Logistic;Shipping;;Shipping;
Controlling;Invoice;;;Invoice
Controlling;Check incoming payments;Checks;incoming payments;
Dunning Process;Dunning letter;;letter;Dunning
SWIM User;Send User Credentials: Username, Password, Role (RBAC);Sends;;User Credentials|Username|Password|Role|RBAC
SWIM User;Request Publication Service;;;Request Publication Service
SWIM User;Request Subscription Service;;;Request Subscription Service
SWIM User;Use Service;Uses;Service;
PEP;Grant Access to Requested Service;;;Grant Access|Requested Service
Security Services;Validate Assertion;Validates;;Assertion
Customer;Review Suppliers;;;Review Suppliers
Customer;Provide More Information;Provides;More Information;
Customer;Review Sales Quote;;Sales Quote;Review
Engineering;Analyze the RFQ;Analyzes;;RFQ
Finance;Add Overhead Costs;Adds;Overhead Costs;
Finance;Produce Pricing Options;Produces;Pricing Options;
Sales Manager;Verify RFQ;Verifies;;RFQ
Sales Manager;Review Pricing Options;;Pricing Options;Review
Sales Manager;Create Sales Qoute;Creates;Sales Qoute;
Supplier;Shipment Sent;Sents;;Shipment
Purchasing;Consolidate Purchase Request;Consolidates;Purchase Request;
Purchasing;Select Suitable Supplier;;Select Suitable Supplier;
Purchasing;Submit purchase order;Submits;purchase order;
Warehouse;Create Purchase Order;Creates;Purchase Order;
Warehouse;Receive and inspect materials;Receives|inspects;materials;
Accounting;verify the documents;verifies;documents;
Accounting;Submit Payment;Submits;Payment;
Customer;Send Inquiry;Sends;;Inquiry
Customer;Fill out Application Form;Fills out;Application Form;
Customer;Process the Documents;Processes;Documents;
Mortgage Specialist;Inform Customer of Rejection;;Customer of Rejection;Inform
Mortgage Specialist;Achieve Details;Achieves;Details;
Customer Service Rep;Send Mortgage Application Form;Sends;Mortgage Application Form;
Customer Service Rep;Review Application Form;;;Review Application Form
Customer Service Rep;Send a customer reminder;Sends;customer reminder;
Customer Service Rep;Inform Customer of close transaction;Informs;Customer of close transaction;
Customer;Customer Accident;;Customer Accident;
Customer;Fill out Claim Form & Send to CSR;Fills out|Sends to;;Claim Form|CSR
Customer Service Rep;Gather Customer Insurance Information;Gathers;Customer Insurance Information;
Customer Service Rep;Review Customer Claim;;;Review Customer Claim
Customer Service Rep;Request more information from customer;Requests;more information from customer;
Customer Service Rep;Confirm Reception to customer;Confirms;customer;Reception
Customer;reconfigure bike;;reconfigure bike;
FeelWheel;updates the online catalogue for parts produced by Fami;updates|produces by;online catalogue for parts;Fami
FeelWheel;checks which of the available bikes close to envisioned configuration;envisions;checks|available bikes|configuration;
Customer;ask for an offer;asks for;offer;
Customer;get new bike;;new bike;
FeelWheel;calculate new price for bike;calculates;new price for bike;
FeelWheel;give new bike to customer;gives;new bike to customer;
Fami;Deliver new bike to Pit;Delivers;new bike to Pit;
Customer;Call the room service;Calls;room service;
Hotel;takes the order;takes;order;
Hotel;order to fetch wine and prepare any other alcoholic beverages;fetches|prepares;order to|wine|other alcoholic beverages;
Costumer Services;Check audience;Checks;audience;
Costumer Services;Check solvency;Checks;solvency;
Costumer Services;integrate into database;integrates into;database;
Costumer Services;Check Costumer;Checks;;Costumer
Costumer Services;cancel order;cancels;order;
Sales & Logistics;Check Stock;Checks;Stock;
Sales & Logistics;Send goods;Sends;goods;
Accountig Office;Send invoice;Sends;invoice;
Accountig Office;Check payment;Checks;payment;
Accountig Office;close order;;close order;
Accountig Office;Check number of reminders;Checks;number of reminders;
Accountig Office;Send reminder;Sends;reminder;
Accountig Office;contact lawyer;;contact lawyer;
Manufactoring;Produce goods;;Produce goods;
Logistics;Prepare Goods;;Goods;Prepare
Logistics;Pack Goods;;Goods;Pack
Logistics;Deliver Goods;Delivers;Goods;
Finance;Send invoice;Sends;invoice;
Finance;Check incoming payment;Checks;incoming payment;
Finance;Finish the order;Finishes;order;
Finance;Check number of reminders;Checks;number of reminders;
Finance;Send reminder;Sends;reminder;
Finance;Start Dunning Process (write of);Starts Dunning|writes of;Process;
Sales;Check Customer Type;Checks;Customer Type;
Sales;Check solvency;Checks;solvency;
Sales;Check type of ordered goods;Checks|orders;type|goods;
Sales;Send order status information;Sends;order status information;
Sales;Check Stock Inventory;Checks;;Stock Inventory
Sales Department;check customer data;checks;customer data;
Sales Department;choose customer data;chooses;customer data;
Sales Department;check kind of customer;checks;kind of customer;
Sales Department;check solvency of customer;checks;solvency of customer;
Sales Department;offer prepayment;offers;prepayment;
Sales Department;check inventory;checks;inventory;
Logistics Department;pack goods;;pack goods;
Logistics Department;check payment agreement;checks;payment agreement;
Logistics Department;deliver goods;delivers;goods;
Financial Department;check delivery status;checks;delivery status;
Financial Department;monitor in-payment;monitors in;payment;
Financial Department;close order;;close order;
Financial Accounting;Send invoice;Sends;invoice;
Financial Accounting;Check Payment;Checks;Payment;
Financial Accounting;Close Order;;Close Order;
Financial Accounting;Check number of reminders;Checks;number of reminders;
Financial Accounting;Start dunning process;Starts dunning;process;
Financial Accounting;Send reminder;Sends;reminder;
Sales;Check Costumer;Checks;;Costumer
Sales;Check if Costumer is a wholesaler;Checks;wholesaler;Costumer
Sales;Save Data;;;Save Data
Sales;Cancel Order;Cancels;Order;
Production;Produce goods;;Produce goods;
Logistic;Send goods;Sends;goods;
Warehouse;Check Stock;Checks;Stock;
Service Center;Welcome the customer and ask for his wants;Welcomes|asks for;customer|wants;
Service Center;Send him to the advisery service;Sends;service;advisery
Advisery Service;Welcome the customer and ask what type of account he wants;Welcomes|asks|wants;customer|type of account;
Advisery Service;Open Saving Account;Opens;Account;Saving
Advisery Service;Ask if he wants something else;Asks|wants;;
Advisery Service;Ask for his Age;Asks for;Age;
Advisery Service;Open Time Deposit;;Open Time Deposit;
Advisery Service;Tell him that he is too young and ask if he wants another type;Tells|asks|wants;type;
Advisery Service;Open Credit;;Open Credit;
Advisery Service;Tell him that he is tot young and ask if he wants another type;Tells|tots|asks|wants;type;young
Advisery Service;Thank him and bring him back to the foyer;Thanks|brings;foyer;
Production;Production;;Production;
Sales;Check Customer's Availabilities;Checks;Customer's Availabilities;
Sales;Enroll Customer;;Customer;Enroll
Sales;Check Stock;Checks;Stock;
Sales;Send Invoice;Sends;;Invoice
Sales;Prepare Shipment;Prepares;;Shipment
Sales;Packing Products;Packings;Products;
Sales;Reject;;Reject;
Finance;Check Credit;Checks;Credit;
Finance;Check Payment;Checks;Payment;
Finance;Reject;;Reject;
Customer Management;check customer;checks;customer;
Customer Management;check customer status;checks;customer status;
Customer Management;enter customer data;enters;customer data;
Customer Management;reject order;rejects;order;
Customer Management;check credit bureau entries;checks;bureau entries;credit
Sales & Logistics;collect order data;collects;order data;
Sales & Logistics;send order confirmation;sends;order confirmation;
Sales & Logistics;deliver article;delivers;article;
Sales & Logistics;close order;;close order;
Warehousing;check availability;checks;availability;
Warehousing;take article;takes;article;
Accounting;check payment morale;checks;payment morale;
Accounting;send invoice;sends;;invoice
Accounting;check payment;checks;payment;
Accounting;check reminders;checks;reminders;
Accounting;send reminder;sends;;reminder
Accounting;engage a lawayer;engages;lawayer;
Accounting;reject order;rejects;order;
Production;produce article;;article;produce
help desk;check purpose of visit;checks;purpose of visit;
help desk;inform the account manager;informs;account manager;
account manager;create client account;creates;client account;
account manager;create personal data;creates;personal data;
account manager;create savings account;creates;account;savings
account manager;check needs;;check needs;
Sales;confirm Order;confirms;;Order
Sales;Create Order Denial;Creates;Denial;Order
Sales;Price Negotiation;;Price Negotiation;
Sales;Send offer;Sends;offer;
Sales;Order Negotiation;;Negotiation;Order
Sales;check database;checks;database;
Logistics;Check Availability in Stock;Checks;Availability in Stock;
Logistics;Pack articles;;Pack articles;
Logistics;Send articles;Sends;articles;
Logistics;take out of stock;takes;stock;
Finance Department;Generate Invoice;Generates;;Invoice
Finance Department;Check payment;Checks;payment;
Finance Department;Send Payment Confirmation;Sends;Payment Confirmation;
Finance Department;send new reminder;sends;new reminder;
Finance Department;Send invoice;Sends;invoice;
Sales;check customers;;check customers;
Sales;check customers age;checks;customers age;
Sales;save customer data;saves;customer data;
Sales;check credit status;checks;credit status;
Sales;create customer account;creates;customer account;
Sales;do not create an account;creates;account;
Sales;create a saving account;creates;saving account;
Sales;create a time desposit;creates;time desposit;
Sales;create a current account;creates;current account;
Sales;check customer type;checks;customer type;
Sales;refuse order;refuses;order;
Sales;apply customer to database;applies|databases;customer to;
Sales;send offer;sends;offer;
Sales;customer refueses offer;offers;customer refueses;
Sales;send confirmation of payment;sends;confirmation of payment;
Warehouse;check stock;checks;stock;
Financing;check solvency;checks;solvency;
Financing;refuse order;refuses;order;
Financing;check payment;checks;payment;
Financing;prepare invoice;prepares;;invoice
Logistics;deliver invoice;delivers;;invoice
Logistics;deliver goods;delivers;goods;
Logistics;prepare order;prepares;order;
Logistics;deliver order;delivers;order;
Customer service;ask for customers needs;asks for;customers needs;
Customer service;send to customer advisory;sends to;customer;
Customer advisory;ask for kind of account;asks for;kind of account;
Customer advisory;check age of customer;checks;age of customer;
Customer advisory;ask for customer data;asks for;customer data;
Customer advisory;open account;;open account;
Customer advisory;advice other account type;;advice other account type;
Customer advisory;ask for further needs;asks for;further needs;
ABC Bank;Client enters bank;;Client enters bank;
ABC Bank;current account;;current account;
ABC Bank;age?;;age;
ABC Bank;Declinement the inquiry;Declinements;inquiry;
ABC Bank;close inquiry;;;close inquiry
ABC Bank;save client data;saves;client data;
Accounting;start production;starts;production;
Accounting;take article;takes;article;
Accounting;deliver product;delivers;product;
Accounting;close order;;close order;
Accounting;check number of reminders;checks;number of reminders;
Accounting;engage a lawyer;engages;lawyer;
Sales;reject order;rejects;order;
Sales;collect order data;collects;order data;
Sales;send order confirmation;sends;order confirmation;
Sales;send invoice;sends;;invoice
Sales;check payment;checks;payment;
Warehousing;check availability;checks;availability;
Sales depatrtment;Check if customer already exists;Checks|exists;customer;
Sales depatrtment;Check credit status;Checks;credit status;
Sales depatrtment;Check customer requiremets;Checks;customer requiremets;
Sales depatrtment;Create customer in database;Creates;customer in database;
Sales depatrtment;Deny customer;Denies;customer;
Sales depatrtment;Deny order;Denies;order;
Sales depatrtment;Check availability;Checks;availability;
Sales depatrtment;Generate order confirmation;;Generate order confirmation;
Sales depatrtment;Generate invoice;;Generate invoice;
Sales depatrtment;Send invoice;Sends;invoice;
Sales depatrtment;Check payment;Checks;payment;
Sales depatrtment;Check no. of reminders;Checks;reminders;
Sales depatrtment;Send reminder;Sends;reminder;
Sales depatrtment;Confirm payment;Confirms;payment;
Warehouse;Pick articles from storage;Picks;articles from storage;
Warehouse;Pack articles;;Pack articles;
Warehouse;Send articles;Sends;articles;
Sales;Check Customer Data;Checks;Customer Data;
Sales;Check customer requirements;Checks;customer requirements;
Sales;deny customer;denies;customer;
Sales;create customer;creates;customer;
Sales;generate order confirmation;generates;order confirmation;
Accounting;check solvency;checks;solvency;
Accounting;generate Invoice;generates;;Invoice
Accounting;send Invoice;sends;;Invoice
Accounting;check No. of reminders;checks;reminders;
Accounting;finish order;;finish order;
Dispositon;check availability;checks;availability;
Logistics;pick order;picks;order;
Logistics;pack articles;;pack articles;
Logistics;handover to express company;expresses;handover to|company;
Logistics;send shipping information;sends shipping;information;
Sales;enter customer data;enters;customer data;
Warehousing;deliver product;delivers;product;
bank;contact client;;contact client;
bank;check client pers. data;checks;client pers|data;
bank;offer savings account;;account;offer savings
bank;offer time desposits;;offer time desposits;
bank;offer current account;offers;current account;
bank;ask desired accounts;asks desired;accounts;
bank;open selected accounts;selects;accounts;
Finance;Check solvency;Checks;solvency;
Finance;accepting order;accepts;order;
Finance;Cancel the order;Cancels;order;
Finance;check the reminder;checks;reminder;
Finance;send reminder;sends;;reminder
Finance;go to court;goes to;court;
Finance;finish the order;finishes;order;
Sales;Save customer data;Saves;customer data;
Sales;Cancel the order;Cancels;order;
Sales;Check customer status;Checks;customer status;
Sales;Create order confirmation;Creates;order confirmation;
Sales;prepare invoice;prepares;;invoice
Sales;check for payment;checks for;payment;
Warehouse;Check stock;Checks;stock;
Warehouse;production;;production;
Warehouse;get articels;;articels;
Warehouse;deliver goods;delivers;goods;
Logistic;take goods;takes;goods;
restaurant;Ask for free table;Asks for;free table;
restaurant;take a seat;takes;seat;
restaurant;leave the restaurant;leaves;restaurant;
restaurant;look at the menu;looks at;menu;
restaurant;order a salad;orders;salad;
restaurant;order a tiramisu;orders;tiramisu;
restaurant;order red wine;orders;wine;red
restaurant;eat;eats;;
restaurant;ask for bill;asks for;;bill
restaurant;pay the bill;pays;bill;
Itlian Restaurant;Take a seat and ask for the menu;Takes|asks for;seat|menu;
Itlian Restaurant;Order a glass of red wine;Orders;glass of red wine;
Itlian Restaurant;Order a salad;Orders;salad;
Itlian Restaurant;Ask for kinds of desserts;Asks for;kinds of desserts;
Itlian Restaurant;Order a desert;Orders;desert;
Itlian Restaurant;Do not order a desert;orders;desert;
Itlian Restaurant;Ask for the bill;Asks for;bill;
Itlian Restaurant;Pay the bill;Pays;bill;
Client;check desert menu;checks;desert menu;
Client;take seat;takes;seat;
Client;order salad;;;order salad
Client;order wine;;;order wine
Client;order tiramisu;;;order tiramisu
Client;order no desert;orders;desert;
Client;have dinner;;dinner;
Client;ask for bill;asks for;;bill
Client;pay bill;pays;bill;
Client;get wine;;wine;
Client;get dinner;;dinner;
Restaurant;Ask for free table;Asks for;free table;
Restaurant;take a seat;takes;seat;
Restaurant;leave restaurant;;restaurant;leave
Restaurant;take a look at the menu;takes;look at the menu;
Restaurant;order red wine;orders;wine;red
Restaurant;order tiramisu;;;order tiramisu
Restaurant;order salad;;;order salad
Restaurant;eat;eats;;
Restaurant;pay the bill;pays;bill;
Restaurant;leave;;;leave
Manager;Check Alternative Arrangement;Checks;;Alternative Arrangement
PayPal Client;Access PayPal Sign Up Page;;Page;Access PayPal Sign
