Subject;Activity;Verb phrases;Noun phrases;Activity Combined;VerbPhrases;NounPhrases;ProperNouns
Radiation survey network;Measure radiation data;measures;"Radiation survey network;radiation data";Radiation survey network Measure radiation data;measures;radiation survey network|radiation data;
Radiation survey network;Send measure report;sends;"Radiation survey network;measure report";Radiation survey network Send measure report;sends;radiation survey network|measure report;
Office of infrastructure;Provide road signs and vehicles;provides;"Office of infrastructure;road signs|vehicles";Office of infrastructure Provide road signs and vehicles;provides;office of infrastructure|road signs|vehicles;
Office of infrastructure;Provide additional road signs and vehicules;provides;"Office of infrastructure;additional road signs|vehicules";Office of infrastructure Provide additional road signs and vehicules;provides;office of infrastructure|additional road signs|vehicules;
Representative of the local authority;Requisition buses;;Representative of the local authority Requisition buses;Representative of the local authority Requisition buses;;representative of the local authority requisition buses;
Representative of the local authority;Send buses to evacuation points;sends;"Representative of the local authority;buses to evacuation points";Representative of the local authority Send buses to evacuation points;sends;representative of the local authority|buses to evacuation points;
Pit;Welcomes customer;welcomes;"Pit;customer";Pit Welcomes customer;welcomes;pit|customer;
Pit;Stop the Purchase;stops;"Pit;Purchase";Pit Stop the Purchase;;pit stop the purchase;
Pit;Offer a test drive;offers;"Pit;test drive";Pit Offer a test drive;offers;pit|test drive;
Pit;Notifiy customer;notifies;"Pit;customer";Pit Notifiy customer;;pit notifiy customer;
Fami;Transfer Refund to Pit;transfers;"Fami;Refund to Pit";Fami Transfer Refund to Pit;;fami transfer refund to pit;
Fami;Receive Cancellation fee;receives;"Fami;Cancellation fee";Fami Receive Cancellation fee;receives;fami|cancellation fee;
Fami;Process Order;processes;"Fami;Order";Fami Process Order;;fami process order;
Fami;Deliver bike;delivers;"Fami;bike";Fami Deliver bike;delivers;fami|bike;
Fami;Assemble bike;assembles;"Fami;bike";Fami Assemble bike;;fami assemble bike;
Fami;Get money;gets;"Fami;money";Fami Get money;gets;fami|money;
Customer;Enter Pit's shop;enters;"Customer;Pit|shop";Customer Enter Pit's shop;enters;customer|pit'|shop;
Customer;Browse through online catalog;browses through;"Customer;online catalog";Customer Browse through online catalog;browses through;customer|online catalog;
Customer;Stop the Purchasing;stops;"Customer;Purchasing";Customer Stop the Purchasing;stops;customer|purchasing;
Customer;Understand solution;understands;"Customer;solution";Customer Understand solution;understands;customer|solution;
HO CC CRC;Create Contexts for HO and NWUs;creates;"HO CC CRC;Contexts for HO|NWUs";HO CC CRC Create Contexts for HO and NWUs;creates;ho cc crc|contexts for ho|nwus;
HO CC CRC;Generate CORP-Reports for FMA;generates;"HO CC CRC;CORP|Reports for FMA";HO CC CRC Generate CORP-Reports for FMA;reports for;ho cc crc generate corp|fma;
HO CC CRC;Calculate RWA;calculates;"HO CC CRC;RWA";HO CC CRC Calculate RWA;calculates;ho cc crc|rwa;
HO CC CRC;Create Layer3 Data;creates;"HO CC CRC;Layer3 Data";HO CC CRC Create Layer3 Data;creates;ho cc crc|layer3 data;
HO CC CRC;Generate RWA-Reports for FMA;generates;"HO CC CRC;RWA|Reports for FMA";HO CC CRC Generate RWA-Reports for FMA;generates;ho cc crc|rwa|reports for fma;
HO CC CRC;Calculate EAD;calculates;"HO CC CRC;EAD";HO CC CRC Calculate EAD;calculates;ho cc crc|ead;
HO CC CRC;Technical Check;;HO CC CRC Technical Check;HO CC CRC Technical Check;;cc crc technical check;
HO CC CRC;Unlock User for Context HO;unlocks;"HO CC CRC;User for Context HO";HO CC CRC Unlock User for Context HO;;cc crc unlock user for context;
HO CR Business Field;Report via Custom SQL;reports via;"HO CR Business Field;Custom SQL";HO CR Business Field Report via Custom SQL;;cr business field report via custom sql;
HO CR Business Field;Run FRM-Reports;runs;"HO CR Business Field;FRM-Reports";HO CR Business Field Run FRM-Reports;;cr business field run frm|reports;
HO CR Business Field;Present Board;presents;"HO CR Business Field;Present Board";HO CR Business Field Present Board;;cr business field present board;
HO CR Business Field;BF Check;;HO CR Business Field BF Check;HO CR Business Field BF Check;;cr business field bf check;
HO CR Business Field;Define Parametrization;defines;"HO CR Business Field;Parametrization";HO CR Business Field Define Parametrization;defines;cr business field|parametrization;
Local CC CRC;Receive RBRU Data from local HO;receives;"Local CC CRC;RBRU Data from local HO";Local CC CRC Receive RBRU Data from local HO;receives;local cc crc|rbru data from local ho;
Local CC CRC;Calculate EAD;calculates;"Local CC CRC;EAD";Local CC CRC Calculate EAD;calculates;local cc crc|ead;
Local CC CRC;Install local Calculation Setup;installs;"Local CC CRC;local Calculation Setup";Local CC CRC Install local Calculation Setup;instals;local cc crc|local calculation setup;
Local CC CRC;Technical Check;;Local CC CRC Technical Check;Local CC CRC Technical Check;;local cc crc technical check;
Local CC CRC;Calculate RWA;calculates;"Local CC CRC;RWA";Local CC CRC Calculate RWA;calculates;local cc crc|rwa;
Local CC CRC;Generate CORP Reports for local Supervisor;generates;"Local CC CRC;CORP Reports for local Supervisor";Local CC CRC Generate CORP Reports for local Supervisor;reports for;local cc crc generate corp|local supervisor;
Local CC CRC;Generate FIN Reports for local Supervisor;generates;"Local CC CRC;FIN Reports for local Supervisor";Local CC CRC Generate FIN Reports for local Supervisor;generates;local cc crc|fin reports for local supervisor;
Local CC CRC;Prepare DFF Files for Stresstesting;prepares;"Local CC CRC;DFF Files for Stresstesting";Local CC CRC Prepare DFF Files for Stresstesting;prepares;local cc crc|dff files for stresstesting;
Local CC CRC;Load DFF Files into Stresstesting;loads;"Local CC CRC;DFF Files into Stresstesting";Local CC CRC Load DFF Files into Stresstesting;;local cc crc load dff files into stresstesting;
Local CC CRC;Calculate Stresstesting-Scenarios;calculates;"Local CC CRC;Stresstesting Scenarios";Local CC CRC Calculate Stresstesting-Scenarios;calculates;local cc crc|stresstesting|scenarios;
Local CC CRC;Generate RWA Reports for local Supervisor;generates;"Local CC CRC;RWA Reports for local Supervisor";Local CC CRC Generate RWA Reports for local Supervisor;generates;local cc crc|rwa reports for local supervisor;
Local CC CRC;Unlock User for Context RBRU;unlocks;"Local CC CRC;User for Context RBRU";Local CC CRC Unlock User for Context RBRU;;local cc crc unlock user for context rbru;
Local CR Business Field;BF Check;;Local CR Business Field BF Check;Local CR Business Field BF Check;;local cr business field bf check;
Local CR Business Field;Define Parametrization;defines;"Local CR Business Field;Parametrization";Local CR Business Field Define Parametrization;defines;local cr business field|parametrization;
Local CR Business Field;Present Board;presents;"Local CR Business Field;Present Board";Local CR Business Field Present Board;;local cr business field present board;
Local CR Business Field;Report via Custom SQL + MS EXCEL;reports via;"Local CR Business Field;Custom SQL|MS EXCEL";Local CR Business Field Report via Custom SQL + MS EXCEL;;local cr business field report via custom sql|ms excel;
Local CC CRC;Generate RWA Reports for local Supervisor;generates;"Local CC CRC;RWA Reports for local Supervisor";Local CC CRC Generate RWA Reports for local Supervisor;generates;local cc crc|rwa reports for local supervisor;
Local CR Business Field;Generate FRM Reports;generates;"Local CR Business Field;FRM Reports";Local CR Business Field Generate FRM Reports;generates;local cr business field|frm reports;
Local CC CRC;RWA Calculation;;Local CC CRC RWA Calculation;Local CC CRC RWA Calculation;;local cc crc rwa calculation;
Local CR Business Field;Generate FRT Reports;generates;"Local CR Business Field;FRT Reports";Local CR Business Field Generate FRT Reports;generates;local cr business field|frt reports;
NWU CC CRC;Receive RBSG Data from local HO;receives;"NWU CC CRC;RBSG Data from local HO";NWU CC CRC Receive RBSG Data from local HO;receives;nwu cc crc|rbsg data from local ho;
NWU CC CRC;Generate CORP Reports for FMA;generates;"NWU CC CRC;CORP Reports for FMA";NWU CC CRC Generate CORP Reports for FMA;reports for;nwu cc crc generate corp|fma;
NWU CC CRC;Calculate RWA;calculates;"NWU CC CRC;RWA";NWU CC CRC Calculate RWA;calculates;nwu cc crc|rwa;
NWU CC CRC;Install local Calculation Setup;installs;"NWU CC CRC;local Calculation Setup";NWU CC CRC Install local Calculation Setup;instals;nwu cc crc|local calculation setup;
NWU CC CRC;Generate RWA Reports for FMA;generates;"NWU CC CRC;RWA Reports for FMA";NWU CC CRC Generate RWA Reports for FMA;generates;nwu cc crc|rwa reports for fma;
NWU CC CRC;Calculate EAD;calculates;"NWU CC CRC;EAD";NWU CC CRC Calculate EAD;calculates;nwu cc crc|ead;
NWU CC CRC;Technical Check;;NWU CC CRC Technical Check;NWU CC CRC Technical Check;;nwu cc crc technical check;
NWU CC CRC;Unlock User for Context HO;unlocks;"NWU CC CRC;User for Context HO";NWU CC CRC Unlock User for Context HO;;nwu cc crc unlock user for context ho;
NWU CR Business Field;Report via Custom SQL;reports via;"NWU CR Business Field;Report via Custom SQL";NWU CR Business Field Report via Custom SQL;;nwu cr business field report via custom sql;
NWU CR Business Field;Run FRM Reports;runs;"NWU CR Business Field;FRM Reports";NWU CR Business Field Run FRM Reports;;nwu cr business field run frm reports;
NWU CR Business Field;Present Board;;NWU CR Business Field Present Board;NWU CR Business Field Present Board;;nwu cr business field present board;
NWU CR Business Field;BF Check;;NWU CR Business Field BF Check;NWU CR Business Field BF Check;;nwu cr business field bf check;
NWU CR Business Field;Define Parametrization;defines;"NWU CR Business Field;Parametrization";NWU CR Business Field Define Parametrization;defines;nwu cr business field|parametrization;
Kunden;create case;creates;"Kunden;case";Kunden create case;creates;kunden|case;
Kunden;interviews a patient;interviews;"Kunden;patient";Kunden interviews a patient;interviews;kunden|patient;
Kunden;integrate in new workflow;integrates in;"Kunden;new workflow";Kunden integrate in new workflow;integrates in;kunden|new workflow;
Kunden;write report;writes;"Kunden;report";Kunden write report;writes;kunden|report;
Reiseveranstalter;search expert;searches;"Reiseveranstalter;expert";Reiseveranstalter search expert;;reiseveranstalter search expert;
Reiseveranstalter;receive expertise from expert;receives;"Reiseveranstalter;expertise from expert";Reiseveranstalter receive expertise from expert;receives;reiseveranstalter|expertise from expert;
Reiseveranstalter;forward expertise;forwards;"Reiseveranstalter;expertise";Reiseveranstalter forward expertise;;reiseveranstalter forward expertise;
Reiseveranstalter;fills a check;fills;"Reiseveranstalter;check";Reiseveranstalter fills a check;fills;reiseveranstalter|check;
External Expert;receive request;receives;"External Expert;request";External Expert receive request;receives;external expert|request;
External Expert;send an expertise;sends;"External Expert;expertise";External Expert send an expertise;sends;external expert|expertise;
External Expert;receive check;receives;"External Expert;check";External Expert receive check;receives;external expert|check;
costume designer;create costume breakdown;creates;"costume designer;costume breakdown";costume designer create costume breakdown;creates;costume designer|costume breakdown;
costume designer;investigation;;costume designer investigation;costume designer investigation;;costume designer investigation;
costume designer;fit costume to actors;fits;"costume designer;costume to actors";costume designer fit costume to actors;fits;costume designer|costume to actors;
costume designer;change costume;changes;"costume designer;costume";costume designer change costume;;costume designer change costume;
costume designer;department organization;;costume designer department organization;costume designer department organization;;costume designer department organization;
costume designer;hire people;hires;"costume designer;people";costume designer hire people;hires;costume designer|people;
costume designer;staff scheduling;;costume designer staff scheduling;costume designer staff scheduling;;costume designer staff scheduling;
costume designer;set organization;sets;"costume designer;organization";costume designer set organization;;costume designer set organization;
costume designer;costume planning;;costume designer costume planning;costume designer costume planning;;costume designer costume planning;
costume staff;dress actor;;costume staff dress actor;costume staff dress actor;;costume staff dress actor;
costume staff;take actor to shooting location;takes;"costume staff;actor to shooting location";costume staff take actor to shooting location;takes;costume staff|actor to shooting location;
costume staff;check first take of costumes;checks;"costume staff;first take of costumes";costume staff check first take of costumes;checks;costume staff|first take of costumes;
costume staff;check if actor is ready;checks;"costume staff;actor";costume staff check if actor is ready;checks;costume staff|actor;
costume staff;rehearse;rehearses;"costume staff;nan";costume staff rehearse;res|##ses;costume staff|##hear;
costume staff;fix costumes;fixes;"costume staff;costumes";costume staff fix costumes;fixes;costume staff|costumes;
costume staff;take first shot of scene;takes;"costume staff;first shot of scene";costume staff take first shot of scene;takes;costume staff|first shot of scene;
costume staff;take photo of actor;takes;"costume staff;photo of actor";costume staff take photo of actor;takes;costume staff|photo of actor;
costume staff;take notes about clothing details;takes;"costume staff;notes about clothing details";costume staff take notes about clothing details;takes;costume staff|notes about clothing details;
costume staff;put photo into set book;puts;"costume staff;photo into set book";costume staff put photo into set book;puts;costume staff|photo into set book;
costume staff;get actor changed;gets;"costume staff;actor";costume staff get actor changed;gets|changes;costume staff|actor;
costume staff;undress actor;undress;"costume staff;actor";costume staff undress actor;unds;costume staff|##ress actor;
costume staff;clean costume;clean;"costume staff;costume";costume staff clean costume;;costume staff clean costume;
PhD Student;Pick up all the receipts;picks up;"PhD Student;receipts";PhD Student Pick up all the receipts;picks up;phd student|receipts;
PhD Student;uses personal money;uses;"PhD Student;personal money";PhD Student uses personal money;uses;phd student|personal money;
PhD Student;tries to find a sponsor;tries to find;"PhD Student;sponsor";PhD Student tries to find a sponsor;tries|finds;phd student|sponsor;
PhD Office;Gives a quick look to the receipts;gives;"PhD Office;quick look to the receipts";PhD Office Gives a quick look to the receipts;gives;phd office|quick look to the receipts;
Administration office;Check all the information;checks;"Administration office;information";Administration office Check all the information;checks;administration office|information;
Administration office;calculate the amount of the repayment;calculates;"Administration office;amount of the repayment";Administration office calculate the amount of the repayment;calculates;administration office|amount of the repayment;
Administration office;try to remove funds from the travel fund;tries to remove;"Administration office;funds from the travel fund";Administration office try to remove funds from the travel fund;tries|removes;administration office|funds from the travel fund;
Administration office;Remove funds from the travel fund;removes;"Administration office;funds from the travel fund";Administration office Remove funds from the travel fund;removes;administration office|funds from the travel fund;
Administration office;makes the repayment to the bank account of the student;makes;"Administration office;repayment to the bank account of the student";Administration office makes the repayment to the bank account of the student;makes;administration office|repayment to the bank account of the student;
Advisor;Check study plan;checks;"Advisor;study plan";Advisor Check study plan;;advisor check study plan;
Phd office;Commission evaluation;;Phd office Commission evaluation;Phd office Commission evaluation;;phd office commission evaluation;
Phd office;Courses scheduling;;Phd office Courses scheduling;Phd office Courses scheduling;;phd office courses scheduling;
Phd office;Publishing courses information;;Phd office Publishing courses information;Phd office Publishing courses information;;phd office publishing courses information;
Phd office;check the study plan;checks;"Phd office;study plan";Phd office check the study plan;checks;phd office|study plan;
Phd office;Check study plan;checks;"Phd office;study plan";Phd office Check study plan;;phd office check study plan;
Phd office;reject study plan;rejects;"Phd office;study plan";Phd office reject study plan;rejects;phd office|study plan;
Phd student;Create study plan;creates;"Phd student;study plan";Phd student Create study plan;creates;phd student|study plan;
Phd student;give up;gives up;"Phd student;nan";Phd student give up;gives up;phd student;
Phd student;Try to make another one;tries to make;"Phd student;one";Phd student Try to make another one;tries|makes;phd student|one;
Phd student;change study plan;changes;"Phd student;study plan";Phd student change study plan;;phd student change study plan;
PhD Student;Request a certification;requests;"PhD Student;certification";PhD Student Request a certification;requests;phd student|certification;
PhD Student;Check form data;checks;"PhD Student;form data";PhD Student Check form data;;phd student check form data;
PhD Student;compile and sign the documents;compiles;"PhD Student;documents";PhD Student compile and sign the documents;compiles|signs;phd student|documents;
PhD office;choose the correct certification;chooses;"PhD office;correct certification";PhD office choose the correct certification;chooses;phd office|correct certification;
PhD office;Prepares the certificate;prepares;"PhD office;certificate";PhD office Prepares the certificate;prepares;phd office|certificate;
PhD office;Compile the form;compiles;"PhD office;form";PhD office Compile the form;compiles;phd office|form;
Department assistant;sign the document;signs;"Department assistant;document";Department assistant sign the document;signs;department assistant|document;
PhD student;Pick up all the recipts;picks up;"PhD student;recipts";PhD student Pick up all the recipts;picks up;phd student|recipts;
PhD student;Must found more funds;founds;"PhD student;more funds";PhD student Must found more funds;finds;phd student|more funds;
PhD student;use my money;uses;"PhD student;money";PhD student use my money;uses;phd student|money;
PhD student;Fund procedure;funds;"PhD student;procedure";PhD student Fund procedure;;phd student fund procedure;
PhD office;Gives a quick look to the recipts;gives;"PhD office;quick look to the recipts";PhD office Gives a quick look to the recipts;gives;phd office|quick look to the recipts;
PhD office;try to remove fund from the travel fund;tries;"PhD office;fund from the travel fund";PhD office try to remove fund from the travel fund;tries|removes;phd office|fund from the travel fund;
Administration office;Check all the informations of the recipts;checks;"Administration office;informations of the recipts";Administration office Check all the informations of the recipts;checks;administration office|informations of the recipts;
Administration office;Calculate the amont of the repayment;calculates;"Administration office;amont of the repayment";Administration office Calculate the amont of the repayment;calculates;administration office|amont of the repayment;
Administration office;take up the fund of the travel funder;takes up;"Administration office;fund of the travel funder";Administration office take up the fund of the travel funder;takes up;administration office|fund of the travel funder;
Administration office;make the repayment to the bank account of the student;makes;"Administration office;repayment to the bank account of the student";Administration office make the repayment to the bank account of the student;makes;administration office|repayment to the bank account of the student;
Phd Office;Prepare all the document;prepares;"Phd Office;document";Phd Office Prepare all the document;prepares;phd office|document;
Phd Office;Prepare contract;prepares;"Phd Office;contract";Phd Office Prepare contract;prepares;phd office|contract;
Phd Office;Attend to the mark from the professor;attends to;"Phd Office;mark from the professor";Phd Office Attend to the mark from the professor;attends to;phd office|mark from the professor;
Phd Office;Send all document to the administration for repayment;sends;"Phd Office;document to the administration for repayment";Phd Office Send all document to the administration for repayment;sends;phd office|document to the administration for repayment;
Teacher;make the course;makes;"Teacher;course";Teacher make the course;makes;teacher|course;
Teacher;Evaluate the students;evaluates;"Teacher;students";Teacher Evaluate the students;evaluates;teacher|students;
PhD Office;Attend to the material of the lessons;attends to;"PhD Office;material of the lessons";PhD Office Attend to the material of the lessons;attends to;phd office|material of the lessons;
PhD Office;Attend to the mark;attends to;"PhD Office;mark";PhD Office Attend to the mark;attends to;phd office|mark;
PhD Office;Send document for the payment to the administration;sends;"PhD Office;document for the payment to the administration";PhD Office Send document for the payment to the administration;sends;phd office|document for the payment to the administration;
Teacher;prepare the material for the lessons;prepares;"Teacher;material for the lessons";Teacher prepare the material for the lessons;prepares;teacher|material for the lessons;
Teacher;evaluate student's exam;evaluates;"Teacher;student’s exam";Teacher evaluate student's exam;evaluates;teacher|student'|exam;
PhD Student;Fill the correct form;fills;"PhD Student;correct form";PhD Student Fill the correct form;fills;phd student|correct form;
PhD Student;pass the exam and upload thesis on the website;"passes;uploads";"PhD Student;exam;thesis on the website";PhD Student pass the exam and upload thesis on the website;passes|uploads;phd student|exam|thesis on the website;
PhD Central Office;organize all documentation for the exam;organizes;"PhD Central Office;documentation for the exam";PhD Central Office organize all documentation for the exam;organizes;phd central office|documentation for the exam;
PhD Central Office;store the data;stores;"PhD Central Office;data";PhD Central Office store the data;stores;phd central office|data;
Advisor;choose te members of evaluate commission;chooses;"Advisor;members of evaluate commission";Advisor choose te members of evaluate commission;chooses;advisor|members of evaluate commission;
Exam Commission;Evaluate the exam;evaluates;"Exam Commission;exam";Exam Commission Evaluate the exam;evaluates;exam commission|exam;
PhD Student;need signature;needs;"PhD Student;signature";PhD Student need signature;needs;phd student|signature;
Signatory;Sign the document;signs;"Signatory;document";Signatory Sign the document;signs;signatory|document;
Phd Office;send the documents;sends;"Phd Office;documents";Phd Office send the documents;sends;phd office|documents;
PhD Student;Prepare all the receipts and submit them;prepares;"PhD Student;receipts";PhD Student Prepare all the receipts and submit them;prepares|submits;phd student|receipts;
PhD student;Pick up all the receipts;picks up;"PhD student;receipts";PhD student Pick up all the receipts;picks up;phd student|receipts;
PhD office;Gives a quick look to the receipts;gives;"PhD office;quick look to the receipts";PhD office Gives a quick look to the receipts;gives;phd office|quick look to the receipts;
PhD student;Must find more funds;finds;"PhD student;more funds";PhD student Must find more funds;finds;phd student|more funds;
Administration office;Check all the information about the recipts;checks;"Administration office;information about the recipts";Administration office Check all the information about the recipts;checks;administration office|information about the recipts;
Loan Order Process;Collect Credit Information;collects;"Loan Order Process;Credit Information";Loan Order Process Collect Credit Information;collects;loan order process|credit information;
Loan Order Process;Assess Risk;assesses;"Loan Order Process;Risk";Loan Order Process Assess Risk;assesses;loan order process|risk;
Loan Order Process;Request Approval;;Loan Order Process Request Approval;Loan Order Process Request Approval;;loan order process request approval;
Loan Order Process;Accept Credit;accepts;"Loan Order Process;Credit";Loan Order Process Accept Credit;accepts;loan order process|credit;
Loan Order Process;Reject Credit;rejects;"Loan Order Process;Credit";Loan Order Process Reject Credit;rejects;loan order process|credit;
customer;Review the Vendors;reviews;"customer;Vendors";customer Review the Vendors;reviews;customer|vendors;
customer;Send the RFQ;sends;"customer;RFQ";customer Send the RFQ;sends;customer|rfq;
customer;Review the Sales Quote;reviews;"customer;Sales Quote";customer Review the Sales Quote;reviews;customer|sales quote;
sales;Verify the RFQ;verifies;"sales;RFQ";sales Verify the RFQ;verifies;sales|rfq;
sales;Communicate with the Customer;communicates with;"sales;Customer";sales Communicate with the Customer;communicates with;sales|customer;
sales;Review pricing options and generate sales quote;"review;generates";"sales;pricing options;sales quote";sales Review pricing options and generate sales quote;reviews|generates;sales|pricing options|sales quote;
Customer;Submit the insurance claim;submits;"Customer;insurance claim";Customer Submit the insurance claim;submits;customer|insurance claim;
Customer Service Representative;Review the claim;reviews;"Customer Service Representative;claim";Customer Service Representative Review the claim;reviews;customer service representative|claim;
Customer Service Representative;Communicate with the customer;communicates with;"Customer Service Representative;customer";Customer Service Representative Communicate with the customer;communicates with;customer service representative|customer;
Claim Adjuster;Send Payment;sends;"Claim Adjuster;Payment";Claim Adjuster Send Payment;sends;claim adjuster|payment;
Claim Adjuster;Send rejection letter with explanation;sends;"Claim Adjuster;rejection letter with explanation";Claim Adjuster Send rejection letter with explanation;sends;claim adjuster|rejection letter with explanation;
Supervisor;Evaluate the claim;evaluates;"Supervisor;claim";Supervisor Evaluate the claim;evaluates;supervisor|claim;
Customer;Delete Order;deletes;"Customer;Order";Customer Delete Order;##etes;customer del|order;
Customer;Order shipped;shippeds;"Customer;Order";Customer Order shipped;ships;customer order;
Catering service;Order Deleted;deleteds;"Catering service;Order";Catering service Order Deleted;deletes;catering service order;
Catering service;Check Payment;checks;"Catering service;Payment";Catering service Check Payment;;catering service check payment;
Booking service;Check booking request;checks;"Booking service;booking request";Booking service Check booking request;;booking service check booking request;
Traveller;travel choice;;Traveller travel choice;Traveller travel choice;;traveller travel choice;
Traveller;change reservations;changes;"Traveller;reservations";Traveller change reservations;;traveller change reservations;
Traveller;cancel reservations;cancels;"Traveller;reservations";Traveller cancel reservations;cancels;traveller|reservations;
Bank;start secure connection;starts;"Bank;secure connection";Bank start secure connection;starts;bank|secure connection;
Bank;payment authorization request;;Bank payment authorization request;Bank payment authorization request;;bank payment authorization request;
Bank;send payment confirmation;sends;"Bank;payment confirmation";Bank send payment confirmation;sends;bank|payment confirmation;
Booking Service;check request;checks;"Booking Service;request";Booking Service check request;;booking service check request;
Booking Service;book attraction;;Booking Service book attraction;Booking Service book attraction;;booking service book attraction;
Booking Service;handle booking manually;handles;"Booking Service;booking";Booking Service handle booking manually;handles;booking service|booking;
Booking Service;handle request manually;handles;"Booking Service;request";Booking Service handle request manually;handles;booking service|request;
Client;send selected travel;sends;"Client;selected travel";Client send selected travel;sends selected;client|travel;
Client;receive confirmation;receives;"Client;confirmation";Client receive confirmation;receives;client|confirmation;
Client;cancel confirmation;cancels;"Client;confirmation";Client cancel confirmation;cancels;client|confirmation;
Booking Service;Write log message;writes;"Booking Service;log message";Booking Service Write log message;writes;booking service|log message;
Traveller;Ask for booking;asks for;"Traveller;booking";Traveller Ask for booking;asks for;traveller|booking;
Insurance Company;process payment;processes;"Insurance Company;payment";Insurance Company process payment;;insurance company process payment;
Insurance Company;choose company with the best intervention time;chooses;"Insurance Company;company with the best intervention time";Insurance Company choose company with the best intervention time;chooses;insurance company|company with the best intervention time;
Insurance Company;wait for intervention notification;waits for;"Insurance Company;intervention notification";Insurance Company wait for intervention notification;waits for;insurance company|intervention notification;
Insurance Company;check customer's insurance policy;checks;"Insurance Company;customer’s insurance policy";Insurance Company check customer's insurance policy;checks;insurance company|customer'|insurance policy;
Breakdown service company;send intervention time evaluation;sends;"Breakdown service company;intervention time evaluation";Breakdown service company send intervention time evaluation;sends;breakdown service company|intervention time evaluation;
Breakdown service company;send breakdown truck;sends;"Breakdown service company;breakdown truck";Breakdown service company send breakdown truck;sends;breakdown service company|breakdown truck;
Breakdown service company;notify transport concluded;notifies;"Breakdown service company;transport";Breakdown service company notify transport concluded;notifies|concludes;breakdown service company|transport;
Customer;examine damage;examines;"Customer;damage";Customer examine damage;examines;customer|damage;
Customer;explain solution;explains;"Customer;solution";Customer explain solution;explains;customer|solution;
Customer;wait truck notify;waits;"Customer;truck notify";Customer wait truck notify;notifies;customer wait truck;
Customer;receive medical support;receives;"Customer;medical support";Customer receive medical support;receives;customer|medical support;
Customer;wait repair shop notify;waits;"Customer;repair shop notify";Customer wait repair shop notify;notifies;customer wait repair shop;
Insurance Company;open/handle dossier;opens|handles;"Insurance Company;dossier";Insurance Company open/handle dossier;handles;insurance company|dossier;
Clinic;calculate estimate;calculates;"Clinic;estimate";Clinic calculate estimate;calculates;clinic|estimate;
Clinic;provide healthcare service;provides;"Clinic;healthcare service";Clinic provide healthcare service;provides;clinic|healthcare service;
Clinic;discharge patient;discharges;"Clinic;patient";Clinic discharge patient;;clinic discharge patient;
Insurance Company;check customer's domicile;checks;"Insurance Company;customer’s domicile";Insurance Company check customer's domicile;;insurance company check customer'|domicile;
Insurance Company;find closest healthcare providers covered by the insurance;finds;"Insurance Company;closest healthcare providers covered by the insurance";Insurance Company find closest healthcare providers covered by the insurance;finds|covers by;insurance company|closest healthcare providers|insurance;
Insurance Company;contact healthcare provider;contacts;"Insurance Company;healthcare provider";Insurance Company contact healthcare provider;;insurance company contact healthcare provider;
Insurance Company;approve;approves;"Insurance Company;nan";Insurance Company approve;approves;insurance company;
Insurance Company;send specialistic staff;sends;"Insurance Company;specialistic staff";Insurance Company send specialistic staff;sends;insurance company|specialistic staff;
Insurance Company;carry out assessments;carries out;"Insurance Company;assessments";Insurance Company carry out assessments;carries out;insurance company|assessments;
Insurance Company;refuse;refuses;"Insurance Company;nan";Insurance Company refuse;;insurance company refuse;
Insurance company;check accident position;checks;"Insurance company;accident position";Insurance company check accident position;;insurance company check accident position;
Insurance company;ask position;asks;"Insurance company;position";Insurance company ask position;asks;insurance company|position;
Insurance company;notify repair shops list;notifies;"Insurance company;repair shops list";Insurance company notify repair shops list;notifies;insurance company|repair shops list;
Insurance company;send car to repair shop;sends;"Insurance company;car to repair shop";Insurance company send car to repair shop;sends;insurance company|car to repair shop;
Insurance company;accept;accepts;"Insurance company;nan";Insurance company accept;;insurance company accept;
Insurance company;send expert;sends;"Insurance company;expert";Insurance company send expert;sends;insurance company|expert;
Insurance company;calculate damage;calculates;"Insurance company;damage";Insurance company calculate damage;calculates;insurance company|damage;
Insurance company;refuse;refuses;"Insurance company;nan";Insurance company refuse;;insurance company refuse;
Insurance company;process payment;processes;"Insurance company;payment";Insurance company process payment;;insurance company process payment;
Repair shop;calculate repair price estimation;calculates;"Repair shop;repair price estimation";Repair shop calculate repair price estimation;calculates;repair shop|repair price estimation;
Repair shop;repair car;repairs;"Repair shop;car";Repair shop repair car;;repair shop repair car;
Repair shop;notify reparation concluded;notifies;"Repair shop;reparation";Repair shop notify reparation concluded;notifies|concludes;repair shop|reparation;
Customer;Review Process and Send RFQ;sends;"Customer;Review Process|RFQ";Customer Review Process and Send RFQ;sends;customer review process|rfq;
Supplier;Send Purchase order;sends;"Supplier;Purchase order";Supplier Send Purchase order;sends;supplier|purchase order;
Supplier;Send PO;sends;"Supplier;PO";Supplier Send PO;;supplier send po;
Supplier;Send Invoice;sends;"Supplier;Invoice";Supplier Send Invoice;sends;supplier|invoice;
Supplier;Payment Received;receives;"Supplier;Payment";Supplier Payment Received;receives;supplier payment;
Warehouse;purchase requisition;purchases;"Warehouse;requisition";Warehouse purchase requisition;;warehouse purchase requisition;
Warehouse;Receive PO;receives;"Warehouse;PO";Warehouse Receive PO;receives;warehouse|po;
Warehouse;Goods Receipt Received;receives;"Warehouse;Goods Receipt";Warehouse Goods Receipt Received;receives;warehouse goods receipt;
