Subject;Activity;Verb phrases;Noun phrases;Activity Combined;VerbPhrases;NounPhrases;ProperNouns
Prefect;Ask for measurements;asks for;"Prefect;measurements";Prefect Ask for measurements;;measurements;Prefect Ask
Prefect;ask for advice from IRSN;asks for;"Prefect;advice from IRSN";Prefect ask for advice from IRSN;asks for;advice from IRSN;Prefect
Prefect;Analyse recommendations;analyses;"Prefect;recommendations";Prefect Analyse recommendations;;recommendations;Prefect Analyse
Prefect;Ask for evacuation;asks for;"Prefect;evacuation";Prefect Ask for evacuation;;evacuation;Prefect Ask
Prefect;Ask for confinement and iodine treatment;asks for;"Prefect;confinement|iodine treatment";Prefect Ask for confinement and iodine treatment;;confinement|iodine treatment;Prefect Ask
Prefect;Regularly inform media and population about operations;regularly informs;"Prefect;media|population about operations";Prefect Regularly inform media and population about operations;;media|population about operations;Prefect
Prefect;Close operations;closes;"Prefect;Close operations";Prefect Close operations;;operations;Prefect Close
IRSN Scientific experts;Study radiation and weather reports;studies;"IRSN Scientific experts;radiation|weather reports";IRSN Scientific experts Study radiation and weather reports;;experts|radiation|weather reports;IRSN Scientific|Study
IRSN Scientific experts;Send advice to Prefect;sends;"IRSN Scientific experts;advice to Prefect";IRSN Scientific experts Send advice to Prefect;Sends|Prefects;experts|advice;IRSN Scientific
IRSN;Study radiation and weather reports;studies;"IRSN;Study radiation|weather reports";IRSN Study radiation and weather reports;;radiation|weather reports;IRSN Study
IRSN;Send advice to Prefet;sends;"IRSN;advice to Prefet";IRSN Send advice to Prefet;Sends|Prefets;advice;IRSN
Prefet;Ask for radiation and weather measures;asks for;"Prefet;radiation|weather measures";Prefet Ask for radiation and weather measures;;radiation|weather measures;Prefet Ask
Prefet;ask for advice from IRSN;asks for;"Prefet;advice from IRSN";Prefet ask for advice from IRSN;asks for;advice from IRSN;Prefet
Prefet;Ask for confinment and iodine treatment;asks for;"Prefet;confinment|iodine treatment";Prefet Ask for confinment and iodine treatment;;confinment|iodine treatment;Prefet Ask
Firemen;Deliver iodine capsules;delivers;"Firemen;iodine capsules";Firemen Deliver iodine capsules;;Firemen|iodine capsules;
Firemen;wait for resources;waits for;"Firemen;resources";Firemen wait for resources;waits for;Firemen|resources;
Police;ensure and control confinment;ensures;"Police;confinment";Police ensure and control confinment;ensures|controls;confinment;Police
Police;wait for resources;waits for;"Police;resources";Police wait for resources;waits for;resources;Police
Meteo France;Measure weather data;measures;"Meteo France;weather data";Meteo France Measure weather data;;Measure weather data;Meteo France
Meteo France;Send measure report;sends;"Meteo France;measure report";Meteo France Send measure report;Sends;measure report;Meteo France
Radiation Survey Network;Measure radiation data;measures;"Radiation Survey Network;radiation data";Radiation Survey Network Measure radiation data;;Measure radiation data;Radiation Survey Network
Radiation Survey Network;Send measure report;sends;"Radiation Survey Network;measure report";Radiation Survey Network Send measure report;Sends;measure report;Radiation Survey Network
Police;Provide confinment materials + vehicles;provides;"Police;confinment materials|vehicles";Police Provide confinment materials + vehicles;Provides;confinment materials|vehicles;Police
Firemen;Provide iodine capsules + vehicles;provides;"Firemen;iodine capsules|vehicles";Firemen Provide iodine capsules + vehicles;Provides;Firemen|iodine capsules|vehicles;
Police;Implement safety parameter;implements;"Police;safety parameter";Police Implement safety parameter;;safety parameter;Police Implement
Army;ensure and control evacuation;ensures;"Army;evacuation";Army ensure and control evacuation;ensures|controls;evacuation;Army
Army;wait for resources;waits for;"Army;resources";Army wait for resources;waits for;resources;Army
Office of infrastructures;Implement circulation plan;implements;"Office of infrastructures;circulation plan";Office of infrastructures Implement circulation plan;;infrastructures Implement circulation plan;Office
Office of infrastructures;wait for resources;waits for;"Office of infrastructures;resources";Office of infrastructures wait for resources;waits for;infrastructures|resources;Office
Office of infrastructures;Implement new circulation plan;implements;"Office of infrastructures;new circulation plan";Office of infrastructures Implement new circulation plan;Implements;infrastructures|new circulation plan;Office
Media;Inform population to take iodine;informs;"Media;population|iodine";Media Inform population to take iodine;takes;population|iodine;Media Inform
Media;Inform population to stay confined;informs;"Media;population";Media Inform population to stay confined;stays;population;Media Inform
Media;Inform population to evacuate;informs;"Media;population";Media Inform population to evacuate;evacuates;population;Media Inform
Media;Keep population informed;keeps;"Media;population";Media Keep population informed;Keeps;population;Media
Firemen;Assist and evacuate victims;assists;"Firemen;victims";Firemen Assist and evacuate victims;Assists|evacuates;Firemen|victims;
Hospitals;receive and treat victims;receives;"Hospitals;victims";Hospitals receive and treat victims;;Hospitals|victims;
Radiation survey network;Measure radiation data;measures;"Radiation survey network;radiation data";Radiation survey network Measure radiation data;;survey network Measure radiation data;Radiation
Radiation survey network;Send measure report;sends;"Radiation survey network;measure report";Radiation survey network Send measure report;Sends;survey network|measure report;Radiation
Office of infrastructure;Provide road signs and vehicles;provides;"Office of infrastructure;road signs|vehicles";Office of infrastructure Provide road signs and vehicles;Provides;infrastructure|road signs|vehicles;Office
Office of infrastructure;Provide additional road signs and vehicules;provides;"Office of infrastructure;additional road signs|vehicules";Office of infrastructure Provide additional road signs and vehicules;Provides;infrastructure|additional road signs|vehicules;Office
Representative of the local authority;Requisition buses;;Representative of the local authority Requisition buses;Representative of the local authority Requisition buses;;local authority Requisition buses;Representative
Representative of the local authority;Send buses to evacuation points;sends;"Representative of the local authority;buses to evacuation points";Representative of the local authority Send buses to evacuation points;Sends;local authority|buses to evacuation points;Representative
Pit;Welcomes customer;welcomes;"Pit;customer";Pit Welcomes customer;;Pit|customer;
Pit;Stop the Purchase;stops;"Pit;Purchase";Pit Stop the Purchase;Stops;Pit|Purchase;
Pit;Offer a test drive;offers;"Pit;test drive";Pit Offer a test drive;;Pit Offer a test drive;
Pit;Notifiy customer;notifies;"Pit;customer";Pit Notifiy customer;;Pit Notifiy customer;
Fami;Transfer Refund to Pit;transfers;"Fami;Refund to Pit";Fami Transfer Refund to Pit;;Transfer Refund to Pit;Fami
Fami;Receive Cancellation fee;receives;"Fami;Cancellation fee";Fami Receive Cancellation fee;;fee;Fami Receive Cancellation
Fami;Process Order;processes;"Fami;Order";Fami Process Order;Processes;Order;Fami
Fami;Deliver bike;delivers;"Fami;bike";Fami Deliver bike;Delivers;bike;Fami
Fami;Assemble bike;assembles;"Fami;bike";Fami Assemble bike;;bike;Fami Assemble
Fami;Get money;gets;"Fami;money";Fami Get money;Gets;money;Fami
Customer;Enter Pit's shop;enters;"Customer;Pit|shop";Customer Enter Pit's shop;Enters;Customer|Pit's shop;
Customer;Browse through online catalog;browses through;"Customer;online catalog";Customer Browse through online catalog;;Customer Browse through online catalog;
Customer;Stop the Purchasing;stops;"Customer;Purchasing";Customer Stop the Purchasing;Stops;Customer;Purchasing
Customer;Understand solution;understands;"Customer;solution";Customer Understand solution;;Customer Understand solution;
HO CC CRC;Create Contexts for HO and NWUs;creates;"HO CC CRC;Contexts for HO|NWUs";HO CC CRC Create Contexts for HO and NWUs;Creates;CC CRC|Contexts|NWUs;HO|HO
HO CC CRC;Generate CORP-Reports for FMA;generates;"HO CC CRC;CORP|Reports for FMA";HO CC CRC Generate CORP-Reports for FMA;Generates;CC CRC|CORP-Reports;HO|FMA
HO CC CRC;Calculate RWA;calculates;"HO CC CRC;RWA";HO CC CRC Calculate RWA;Calculates;CC CRC|RWA;HO
HO CC CRC;Create Layer3 Data;creates;"HO CC CRC;Layer3 Data";HO CC CRC Create Layer3 Data;Creates;CC CRC;HO|Layer3 Data
HO CC CRC;Generate RWA-Reports for FMA;generates;"HO CC CRC;RWA|Reports for FMA";HO CC CRC Generate RWA-Reports for FMA;Generates;CC CRC|RWA-Reports;HO|FMA
HO CC CRC;Calculate EAD;calculates;"HO CC CRC;EAD";HO CC CRC Calculate EAD;Calculates;CC CRC|EAD;HO
HO CC CRC;Technical Check;;HO CC CRC Technical Check;HO CC CRC Technical Check;Checks;CC CRC;HO|Technical
HO CC CRC;Unlock User for Context HO;unlocks;"HO CC CRC;User for Context HO";HO CC CRC Unlock User for Context HO;;CC CRC Unlock User;HO|Context HO
HO CR Business Field;Report via Custom SQL;reports via;"HO CR Business Field;Custom SQL";HO CR Business Field Report via Custom SQL;;CR Business;HO|Field Report|Custom SQL
HO CR Business Field;Run FRM-Reports;runs;"HO CR Business Field;FRM-Reports";HO CR Business Field Run FRM-Reports;;CR Business Field|FRM-Reports;HO|Run
HO CR Business Field;Present Board;presents;"HO CR Business Field;Present Board";HO CR Business Field Present Board;;CR Business Field;HO|Board
HO CR Business Field;BF Check;;HO CR Business Field BF Check;HO CR Business Field BF Check;Checks;CR Business Field BF;HO
HO CR Business Field;Define Parametrization;defines;"HO CR Business Field;Parametrization";HO CR Business Field Define Parametrization;Defines;CR Business Field|Parametrization;HO
Local CC CRC;Receive RBRU Data from local HO;receives;"Local CC CRC;RBRU Data from local HO";Local CC CRC Receive RBRU Data from local HO;Receives;Local CC CRC;RBRU Data|HO
Local CC CRC;Calculate EAD;calculates;"Local CC CRC;EAD";Local CC CRC Calculate EAD;Calculates;Local CC CRC|EAD;
Local CC CRC;Install local Calculation Setup;installs;"Local CC CRC;local Calculation Setup";Local CC CRC Install local Calculation Setup;Installs;Local CC CRC|local Calculation Setup;
Local CC CRC;Technical Check;;Local CC CRC Technical Check;Local CC CRC Technical Check;Checks;Local CC CRC;Technical
Local CC CRC;Calculate RWA;calculates;"Local CC CRC;RWA";Local CC CRC Calculate RWA;Calculates;Local CC CRC|RWA;
Local CC CRC;Generate CORP Reports for local Supervisor;generates;"Local CC CRC;CORP Reports for local Supervisor";Local CC CRC Generate CORP Reports for local Supervisor;Generates;Local CC CRC|Reports;CORP|Supervisor
Local CC CRC;Generate FIN Reports for local Supervisor;generates;"Local CC CRC;FIN Reports for local Supervisor";Local CC CRC Generate FIN Reports for local Supervisor;Generates;Local CC CRC|FIN Reports;Supervisor
Local CC CRC;Prepare DFF Files for Stresstesting;prepares;"Local CC CRC;DFF Files for Stresstesting";Local CC CRC Prepare DFF Files for Stresstesting;Prepares;Local CC CRC|Files for Stresstesting;DFF
Local CC CRC;Load DFF Files into Stresstesting;loads;"Local CC CRC;DFF Files into Stresstesting";Local CC CRC Load DFF Files into Stresstesting;;Local CC CRC Load DFF Files into Stresstesting;
Local CC CRC;Calculate Stresstesting-Scenarios;calculates;"Local CC CRC;Stresstesting Scenarios";Local CC CRC Calculate Stresstesting-Scenarios;Calculates;Local CC CRC|Stresstesting-Scenarios;
Local CC CRC;Generate RWA Reports for local Supervisor;generates;"Local CC CRC;RWA Reports for local Supervisor";Local CC CRC Generate RWA Reports for local Supervisor;Generates;Local CC CRC|Reports;RWA|Supervisor
Local CC CRC;Unlock User for Context RBRU;unlocks;"Local CC CRC;User for Context RBRU";Local CC CRC Unlock User for Context RBRU;;Local CC CRC Unlock User;Context RBRU
Local CR Business Field;BF Check;;Local CR Business Field BF Check;Local CR Business Field BF Check;Checks;Local CR Business Field BF;
Local CR Business Field;Define Parametrization;defines;"Local CR Business Field;Parametrization";Local CR Business Field Define Parametrization;Defines;Local CR Business Field|Parametrization;
Local CR Business Field;Present Board;presents;"Local CR Business Field;Present Board";Local CR Business Field Present Board;;Local CR Business Field;Board
Local CR Business Field;Report via Custom SQL + MS EXCEL;reports via;"Local CR Business Field;Custom SQL|MS EXCEL";Local CR Business Field Report via Custom SQL + MS EXCEL;;Local CR Business|MS EXCEL;Field Report|Custom SQL
Local CC CRC;Generate RWA Reports for local Supervisor;generates;"Local CC CRC;RWA Reports for local Supervisor";Local CC CRC Generate RWA Reports for local Supervisor;Generates;Local CC CRC|Reports;RWA|Supervisor
Local CR Business Field;Generate FRM Reports;generates;"Local CR Business Field;FRM Reports";Local CR Business Field Generate FRM Reports;Generates;Local CR Business Field|Reports;FRM
Local CC CRC;RWA Calculation;;Local CC CRC RWA Calculation;Local CC CRC RWA Calculation;;Local CC CRC RWA Calculation;
Local CR Business Field;Generate FRT Reports;generates;"Local CR Business Field;FRT Reports";Local CR Business Field Generate FRT Reports;Generates;Local CR Business Field|Reports;FRT
NWU CC CRC;Receive RBSG Data from local HO;receives;"NWU CC CRC;RBSG Data from local HO";NWU CC CRC Receive RBSG Data from local HO;Receives;CC CRC;NWU|RBSG Data|HO
NWU CC CRC;Generate CORP Reports for FMA;generates;"NWU CC CRC;CORP Reports for FMA";NWU CC CRC Generate CORP Reports for FMA;Generates;CC CRC;NWU|CORP Reports|FMA
NWU CC CRC;Calculate RWA;calculates;"NWU CC CRC;RWA";NWU CC CRC Calculate RWA;Calculates;CC CRC|RWA;NWU
NWU CC CRC;Install local Calculation Setup;installs;"NWU CC CRC;local Calculation Setup";NWU CC CRC Install local Calculation Setup;Installs;CC CRC|local Calculation Setup;NWU
NWU CC CRC;Generate RWA Reports for FMA;generates;"NWU CC CRC;RWA Reports for FMA";NWU CC CRC Generate RWA Reports for FMA;Generates;CC CRC;NWU|RWA Reports|FMA
NWU CC CRC;Calculate EAD;calculates;"NWU CC CRC;EAD";NWU CC CRC Calculate EAD;Calculates;CC CRC|EAD;NWU
NWU CC CRC;Technical Check;;NWU CC CRC Technical Check;NWU CC CRC Technical Check;Checks;CC CRC;NWU|Technical
NWU CC CRC;Unlock User for Context HO;unlocks;"NWU CC CRC;User for Context HO";NWU CC CRC Unlock User for Context HO;;CC CRC Unlock User;NWU|Context HO
NWU CR Business Field;Report via Custom SQL;reports via;"NWU CR Business Field;Report via Custom SQL";NWU CR Business Field Report via Custom SQL;;CR Business;NWU|Field Report|Custom SQL
NWU CR Business Field;Run FRM Reports;runs;"NWU CR Business Field;FRM Reports";NWU CR Business Field Run FRM Reports;;CR Business Field|Reports;NWU|Run FRM
NWU CR Business Field;Present Board;;NWU CR Business Field Present Board;NWU CR Business Field Present Board;;CR Business Field;NWU|Board
NWU CR Business Field;BF Check;;NWU CR Business Field BF Check;NWU CR Business Field BF Check;Checks;CR Business Field BF;NWU
NWU CR Business Field;Define Parametrization;defines;"NWU CR Business Field;Parametrization";NWU CR Business Field Define Parametrization;Defines;CR Business Field|Parametrization;NWU
Kunden;create case;creates;"Kunden;case";Kunden create case;creates;case;
Kunden;interviews a patient;interviews;"Kunden;patient";Kunden interviews a patient;;Kunden interviews a patient;
Kunden;integrate in new workflow;integrates in;"Kunden;new workflow";Kunden integrate in new workflow;integrates in;new workflow;
Kunden;write report;writes;"Kunden;report";Kunden write report;writes;report;
Reiseveranstalter;search expert;searches;"Reiseveranstalter;expert";Reiseveranstalter search expert;;search expert;Reiseveranstalter
Reiseveranstalter;receive expertise from expert;receives;"Reiseveranstalter;expertise from expert";Reiseveranstalter receive expertise from expert;;expertise from expert;Reiseveranstalter
Reiseveranstalter;forward expertise;forwards;"Reiseveranstalter;expertise";Reiseveranstalter forward expertise;;expertise;Reiseveranstalter
Reiseveranstalter;fills a check;fills;"Reiseveranstalter;check";Reiseveranstalter fills a check;;check;Reiseveranstalter
External Expert;receive request;receives;"External Expert;request";External Expert receive request;;External Expert|request;
External Expert;send an expertise;sends;"External Expert;expertise";External Expert send an expertise;sends;External Expert|expertise;
External Expert;receive check;receives;"External Expert;check";External Expert receive check;;External Expert|check;
costume designer;create costume breakdown;creates;"costume designer;costume breakdown";costume designer create costume breakdown;;costume designer|costume breakdown;
costume designer;investigation;;costume designer investigation;costume designer investigation;;costume designer investigation;
costume designer;fit costume to actors;fits;"costume designer;costume to actors";costume designer fit costume to actors;;costume designer fit costume to actors;
costume designer;change costume;changes;"costume designer;costume";costume designer change costume;;costume designer change costume;
costume designer;department organization;;costume designer department organization;costume designer department organization;;costume designer department organization;
costume designer;hire people;hires;"costume designer;people";costume designer hire people;hires;costume designer|people;
costume designer;staff scheduling;;costume designer staff scheduling;costume designer staff scheduling;;costume designer staff scheduling;
costume designer;set organization;sets;"costume designer;organization";costume designer set organization;;costume designer|organization;
costume designer;costume planning;;costume designer costume planning;costume designer costume planning;;costume designer costume planning;
costume staff;dress actor;;costume staff dress actor;costume staff dress actor;;costume staff dress actor;
costume staff;take actor to shooting location;takes;"costume staff;actor to shooting location";costume staff take actor to shooting location;;costume staff|actor to shooting location;
costume staff;check first take of costumes;checks;"costume staff;first take of costumes";costume staff check first take of costumes;takes of;costume staff check|costumes;
costume staff;check if actor is ready;checks;"costume staff;actor";costume staff check if actor is ready;;costume staff check if actor;
costume staff;rehearse;rehearses;"costume staff;nan";costume staff rehearse;;costume staff rehearse;
costume staff;fix costumes;fixes;"costume staff;costumes";costume staff fix costumes;;costume staff fix costumes;
costume staff;take first shot of scene;takes;"costume staff;first shot of scene";costume staff take first shot of scene;;costume staff|first shot of scene;
costume staff;take photo of actor;takes;"costume staff;photo of actor";costume staff take photo of actor;;costume staff|photo of actor;
costume staff;take notes about clothing details;takes;"costume staff;notes about clothing details";costume staff take notes about clothing details;takes;costume staff|notes about clothing details;
costume staff;put photo into set book;puts;"costume staff;photo into set book";costume staff put photo into set book;;costume staff|photo|book;
costume staff;get actor changed;gets;"costume staff;actor";costume staff get actor changed;;costume staff|actor;
costume staff;undress actor;undress;"costume staff;actor";costume staff undress actor;;costume staff undress actor;
costume staff;clean costume;clean;"costume staff;costume";costume staff clean costume;;costume staff clean costume;
PhD Student;Pick up all the receipts;picks up;"PhD Student;receipts";PhD Student Pick up all the receipts;Picks up;receipts;PhD Student
PhD Student;uses personal money;uses;"PhD Student;personal money";PhD Student uses personal money;;personal money;PhD Student
PhD Student;tries to find a sponsor;tries to find;"PhD Student;sponsor";PhD Student tries to find a sponsor;finds;PhD Student|sponsor;
PhD Office;Gives a quick look to the receipts;gives;"PhD Office;quick look to the receipts";PhD Office Gives a quick look to the receipts;;quick look to the receipts;PhD Office
Administration office;Check all the information;checks;"Administration office;information";Administration office Check all the information;Checks;office|information;Administration
Administration office;calculate the amount of the repayment;calculates;"Administration office;amount of the repayment";Administration office calculate the amount of the repayment;calculates;office|amount of the repayment;Administration
Administration office;try to remove funds from the travel fund;tries to remove;"Administration office;funds from the travel fund";Administration office try to remove funds from the travel fund;tries to|removes;office|funds from the travel fund;Administration
Administration office;Remove funds from the travel fund;removes;"Administration office;funds from the travel fund";Administration office Remove funds from the travel fund;Removes;office|funds from the travel fund;Administration
Administration office;makes the repayment to the bank account of the student;makes;"Administration office;repayment to the bank account of the student";Administration office makes the repayment to the bank account of the student;;office|repayment to the bank account of the student;Administration
Advisor;Check study plan;checks;"Advisor;study plan";Advisor Check study plan;Checks;study plan;Advisor
Phd office;Commission evaluation;;Phd office Commission evaluation;Phd office Commission evaluation;;Phd office|evaluation;Commission
Phd office;Courses scheduling;;Phd office Courses scheduling;Phd office Courses scheduling;;Phd office Courses scheduling;
Phd office;Publishing courses information;;Phd office Publishing courses information;Phd office Publishing courses information;;Phd office Publishing courses information;
Phd office;check the study plan;checks;"Phd office;study plan";Phd office check the study plan;checks;Phd office|study plan;
Phd office;Check study plan;checks;"Phd office;study plan";Phd office Check study plan;Checks;Phd office|study plan;
Phd office;reject study plan;rejects;"Phd office;study plan";Phd office reject study plan;;Phd office|study plan;
Phd student;Create study plan;creates;"Phd student;study plan";Phd student Create study plan;Creates;Phd student|study plan;
Phd student;give up;gives up;"Phd student;nan";Phd student give up;gives up;Phd student;
Phd student;Try to make another one;tries to make;"Phd student;one";Phd student Try to make another one;Tries to|makes;Phd student;
Phd student;change study plan;changes;"Phd student;study plan";Phd student change study plan;;Phd student change study plan;
PhD Student;Request a certification;requests;"PhD Student;certification";PhD Student Request a certification;;certification;PhD Student Request
PhD Student;Check form data;checks;"PhD Student;form data";PhD Student Check form data;Checks;form data;PhD Student
PhD Student;compile and sign the documents;compiles;"PhD Student;documents";PhD Student compile and sign the documents;compiles|signs;documents;PhD Student
PhD office;choose the correct certification;chooses;"PhD office;correct certification";PhD office choose the correct certification;chooses;PhD office|correct certification;
PhD office;Prepares the certificate;prepares;"PhD office;certificate";PhD office Prepares the certificate;;PhD office|certificate;
PhD office;Compile the form;compiles;"PhD office;form";PhD office Compile the form;Compiles;PhD office|form;
Department assistant;sign the document;signs;"Department assistant;document";Department assistant sign the document;signs;assistant|document;Department
PhD student;Pick up all the recipts;picks up;"PhD student;recipts";PhD student Pick up all the recipts;Picks up;PhD student|recipts;
PhD student;Must found more funds;founds;"PhD student;more funds";PhD student Must found more funds;;PhD student|funds;
PhD student;use my money;uses;"PhD student;money";PhD student use my money;uses;PhD student|money;
PhD student;Fund procedure;funds;"PhD student;procedure";PhD student Fund procedure;;PhD student Fund procedure;
PhD office;Gives a quick look to the recipts;gives;"PhD office;quick look to the recipts";PhD office Gives a quick look to the recipts;;PhD office|quick look to the recipts;
PhD office;try to remove fund from the travel fund;tries;"PhD office;fund from the travel fund";PhD office try to remove fund from the travel fund;removes;PhD office|fund from the travel fund;
Administration office;Check all the informations of the recipts;checks;"Administration office;informations of the recipts";Administration office Check all the informations of the recipts;Checks;office|informations of the recipts;Administration
Administration office;Calculate the amont of the repayment;calculates;"Administration office;amont of the repayment";Administration office Calculate the amont of the repayment;Calculates;office|amont of the repayment;Administration
Administration office;take up the fund of the travel funder;takes up;"Administration office;fund of the travel funder";Administration office take up the fund of the travel funder;takes up;office|fund of the travel funder;Administration
Administration office;make the repayment to the bank account of the student;makes;"Administration office;repayment to the bank account of the student";Administration office make the repayment to the bank account of the student;makes;office|repayment to the bank account of the student;Administration
Phd Office;Prepare all the document;prepares;"Phd Office;document";Phd Office Prepare all the document;Prepares;document;Phd Office
Phd Office;Prepare contract;prepares;"Phd Office;contract";Phd Office Prepare contract;Prepares;contract;Phd Office
Phd Office;Attend to the mark from the professor;attends to;"Phd Office;mark from the professor";Phd Office Attend to the mark from the professor;Attends to;mark from the professor;Phd Office
Phd Office;Send all document to the administration for repayment;sends;"Phd Office;document to the administration for repayment";Phd Office Send all document to the administration for repayment;Sends;document to the administration for repayment;Phd Office
Teacher;make the course;makes;"Teacher;course";Teacher make the course;;Teacher|course;
Teacher;Evaluate the students;evaluates;"Teacher;students";Teacher Evaluate the students;Evaluates;Teacher|students;
PhD Office;Attend to the material of the lessons;attends to;"PhD Office;material of the lessons";PhD Office Attend to the material of the lessons;Attends to;material of the lessons;PhD Office
PhD Office;Attend to the mark;attends to;"PhD Office;mark";PhD Office Attend to the mark;Attends to;mark;PhD Office
PhD Office;Send document for the payment to the administration;sends;"PhD Office;document for the payment to the administration";PhD Office Send document for the payment to the administration;Sends;document for the payment to the administration;PhD Office
Teacher;prepare the material for the lessons;prepares;"Teacher;material for the lessons";Teacher prepare the material for the lessons;prepares;Teacher|material for the lessons;
Teacher;evaluate student's exam;evaluates;"Teacher;student’s exam";Teacher evaluate student's exam;evaluates;Teacher|student's exam;
PhD Student;Fill the correct form;fills;"PhD Student;correct form";PhD Student Fill the correct form;Fills;correct form;PhD Student
PhD Student;pass the exam and upload thesis on the website;"passes;uploads";"PhD Student;exam;thesis on the website";PhD Student pass the exam and upload thesis on the website;passes;exam|upload thesis on the website;PhD Student
PhD Central Office;organize all documentation for the exam;organizes;"PhD Central Office;documentation for the exam";PhD Central Office organize all documentation for the exam;organizes;PhD|documentation for the exam;Central Office
PhD Central Office;store the data;stores;"PhD Central Office;data";PhD Central Office store the data;;PhD|data;Central Office
Advisor;choose te members of evaluate commission;chooses;"Advisor;members of evaluate commission";Advisor choose te members of evaluate commission;chooses;te members|commission;Advisor
Exam Commission;Evaluate the exam;evaluates;"Exam Commission;exam";Exam Commission Evaluate the exam;Evaluates;exam;Exam Commission
PhD Student;need signature;needs;"PhD Student;signature";PhD Student need signature;;PhD Student|signature;
Signatory;Sign the document;signs;"Signatory;document";Signatory Sign the document;;document;Signatory Sign
Phd Office;send the documents;sends;"Phd Office;documents";Phd Office send the documents;sends;documents;Phd Office
PhD Student;Prepare all the receipts and submit them;prepares;"PhD Student;receipts";PhD Student Prepare all the receipts and submit them;Prepares|submits;PhD Student|receipts|them;
PhD student;Pick up all the receipts;picks up;"PhD student;receipts";PhD student Pick up all the receipts;Picks up;PhD student|receipts;
PhD office;Gives a quick look to the receipts;gives;"PhD office;quick look to the receipts";PhD office Gives a quick look to the receipts;;PhD office|quick look to the receipts;
PhD student;Must find more funds;finds;"PhD student;more funds";PhD student Must find more funds;finds more;PhD student|funds;
Administration office;Check all the information about the recipts;checks;"Administration office;information about the recipts";Administration office Check all the information about the recipts;Checks;office|information about the recipts;Administration
Loan Order Process;Collect Credit Information;collects;"Loan Order Process;Credit Information";Loan Order Process Collect Credit Information;Processes;;Loan Order|Collect Credit Information
Loan Order Process;Assess Risk;assesses;"Loan Order Process;Risk";Loan Order Process Assess Risk;Processes Assess;Risk;Loan Order
Loan Order Process;Request Approval;;Loan Order Process Request Approval;Loan Order Process Request Approval;Processes;;Loan Order|Request Approval
Loan Order Process;Accept Credit;accepts;"Loan Order Process;Credit";Loan Order Process Accept Credit;Processes;;Loan Order|Accept Credit
Loan Order Process;Reject Credit;rejects;"Loan Order Process;Credit";Loan Order Process Reject Credit;Processes;;Loan Order|Reject Credit
customer;Review the Vendors;reviews;"customer;Vendors";customer Review the Vendors;;customer Review;Vendors
customer;Send the RFQ;sends;"customer;RFQ";customer Send the RFQ;Sends;customer|RFQ;
customer;Review the Sales Quote;reviews;"customer;Sales Quote";customer Review the Sales Quote;;customer Review the Sales Quote;
sales;Verify the RFQ;verifies;"sales;RFQ";sales Verify the RFQ;;sales|RFQ;
sales;Communicate with the Customer;communicates with;"sales;Customer";sales Communicate with the Customer;;sales|Customer;
sales;Review pricing options and generate sales quote;"review;generates";"sales;pricing options;sales quote";sales Review pricing options and generate sales quote;generates;sales Review pricing options|sales quote;
Customer;Submit the insurance claim;submits;"Customer;insurance claim";Customer Submit the insurance claim;Submits;Customer|insurance claim;
Customer Service Representative;Review the claim;reviews;"Customer Service Representative;claim";Customer Service Representative Review the claim;;Customer|claim;Service Representative Review
Customer Service Representative;Communicate with the customer;communicates with;"Customer Service Representative;customer";Customer Service Representative Communicate with the customer;Communicates with;Customer|customer;Service Representative
Claim Adjuster;Send Payment;sends;"Claim Adjuster;Payment";Claim Adjuster Send Payment;Sends;Payment;Claim Adjuster
Claim Adjuster;Send rejection letter with explanation;sends;"Claim Adjuster;rejection letter with explanation";Claim Adjuster Send rejection letter with explanation;Sends;rejection letter with explanation;Claim Adjuster
Supervisor;Evaluate the claim;evaluates;"Supervisor;claim";Supervisor Evaluate the claim;Evaluates;Supervisor|claim;
Customer;Delete Order;deletes;"Customer;Order";Customer Delete Order;Deletes;Customer|Order;
Customer;Order shipped;shippeds;"Customer;Order";Customer Order shipped;;Customer Order;
Catering service;Order Deleted;deleteds;"Catering service;Order";Catering service Order Deleted;;Catering service Order;
Catering service;Check Payment;checks;"Catering service;Payment";Catering service Check Payment;Checks;Catering service|Payment;
Booking service;Check booking request;checks;"Booking service;booking request";Booking service Check booking request;;Booking service|booking request;
Traveller;travel choice;;Traveller travel choice;Traveller travel choice;;travel choice;Traveller
Traveller;change reservations;changes;"Traveller;reservations";Traveller change reservations;;change reservations;Traveller
Traveller;cancel reservations;cancels;"Traveller;reservations";Traveller cancel reservations;cancels;reservations;Traveller
Bank;start secure connection;starts;"Bank;secure connection";Bank start secure connection;starts;secure connection;Bank
Bank;payment authorization request;;Bank payment authorization request;Bank payment authorization request;;payment authorization request;Bank
Bank;send payment confirmation;sends;"Bank;payment confirmation";Bank send payment confirmation;;payment confirmation;Bank
Booking Service;check request;checks;"Booking Service;request";Booking Service check request;checks;request;Booking Service
Booking Service;book attraction;;Booking Service book attraction;Booking Service book attraction;;book attraction;Booking Service
Booking Service;handle booking manually;handles;"Booking Service;booking";Booking Service handle booking manually;handles;booking;Booking Service
Booking Service;handle request manually;handles;"Booking Service;request";Booking Service handle request manually;handles;request;Booking Service
Client;send selected travel;sends;"Client;selected travel";Client send selected travel;sends;Client|travel;
Client;receive confirmation;receives;"Client;confirmation";Client receive confirmation;;Client|confirmation;
