Subject;Activity;Verb phrases;Noun phrases;Activity Combined;VerbPhrases;NounPhrases;ProperNouns
Pharmacy technicians;Produce drugs;produces;"Pharmacy technicians;drugs";Pharmacy technicians Produce drugs;;Pharmacy technicians|drugs;
Tech;Enter script;enters;"Tech;script";Tech Enter script;Enters;Tech|script;
Tech;Ascertain the pick up time;ascertains;"Tech;pick up time";Tech Ascertain the pick up time;Ascertains|picks up;Tech|time;
Tech;Generate DUR;generates;"Tech;DUR";Tech Generate DUR;Generates;Tech|DUR;
Tech;Check insurance;checks;"Tech;insurance";Tech Check insurance;;Tech Check insurance;
Tech;Seal drugs in bag;seals;"Tech;drugs in bag";Tech Seal drugs in bag;;drugs in bag;Tech Seal
Tech;Store sealed bags;stores;"Tech;sealed bags";Tech Store sealed bags;;bags;Tech Store
Tech;Hand over drugs;hands over;"Tech;Hand over drugs";Tech Hand over drugs;Hands over;Tech|drugs;
Tech;Solve problems;solves;"Tech;problems";Tech Solve problems;Solves;Tech|problems;
Tech;Inform customer of problems;informs;"Tech;customer of problems";Tech Inform customer of problems;Informs;Tech|customer of problems;
Tech;Check technical problems;checks;"Tech;technical problems";Tech Check technical problems;Checks;Tech|technical problems;
Pharmacist;Solve DUR problems;solves;"Pharmacist;DUR problems";Pharmacist Solve DUR problems;Solves;Pharmacist|DUR problems;
Pharmacist;Check quality (QA);checks;"Pharmacist;quality|QA";Pharmacist Check quality (QA);Checks;Pharmacist|quality;QA )
Tech;Notify customer of untaken prescription;notifies;"Tech;customer of untaken prescription";Tech Notify customer of untaken prescription;Notifies;Tech|customer of untaken prescription;
Tech;Dispose of drugs;disposes of;"Tech;drugs";Tech Dispose of drugs;Disposes of;Tech|drugs;
Sales Manager;Verify the RFQ;verifies;"Sales Manager;RFQ";Sales Manager Verify the RFQ;Verifies;Sales Manager;RFQ
Sales Manager;Review the pricing;reviews;"Sales Manager;pricing";Sales Manager Review the pricing;Reviews;Sales Manager|pricing;
Engineering Department;Verified Quote;verifies;"Engineering Department;Quote";Engineering Department Verified Quote;;Engineering;Department Verified Quote
Engineering Department;Produce an Estimate for labor & materials cost;produces;"Engineering Department;Estimate for labor|materials cost";Engineering Department Produce an Estimate for labor & materials cost;Produces;Estimate for labor|materials cost;Engineering Department
Finance Department;Add Overhead Costs;adds;"Finance Department;Overhead Costs";Finance Department Add Overhead Costs;Adds;Finance Department|Overhead Costs;
Finance Department;Create Sales Quote;creates;"Finance Department;Sales Quote";Finance Department Create Sales Quote;Creates;Sales Quote;Finance Department
Agency;Request credit rating;requests;"Agency;credit rating";Agency Request credit rating;;Agency Request credit rating;
Agency;Check security with customer;checks;"Agency;security with customer";Agency Check security with customer;Checks;Agency|security with customer;
Agency;Send offer for 15% rate (Bank B);sends;"Agency;offer for 15% rate|Bank B";Agency Send offer for 15% rate (Bank B);Sends offer for;Agency|% rate|B );( Bank
Agency;Send offer for 12.5% rate (Bank B);sends;"Agency;offer for 12.5% rate|Bank B";Agency Send offer for 12.5% rate (Bank B);Sends offer for;Agency|% rate|B );( Bank
Agency;Send letter of regret;sends;"Agency;letter of regret";Agency Send letter of regret;Sends;Agency|letter of regret;
Agency;Check eligibility for Bank B;checks;"Agency;eligibility for Bank B";Agency Check eligibility for Bank B;;Agency Check eligibility;Bank B
Agency;Send offer for 22,5% rate (Bank B);sends;"Agency;offer for|rate|Bank B";Agency Send offer for 22,5% rate (Bank B);Sends offer for;Agency|% rate|B );( Bank
Agency;Send offer for 20% rate (Bank A);sends;"Agency;offer for|rate|Bank A";Agency Send offer for 20% rate (Bank A);Sends offer for;Agency|% rate|);( Bank A
Loan Agency;Forward to bank A;forwards to;"Loan Agency;bank A";Loan Agency Forward to bank A;;bank A;Loan Agency
Loan Agency;receive answer;receives;"Loan Agency;answer";Loan Agency receive answer;receives;answer;Loan Agency
Loan Agency;receive anwer;receives;"Loan Agency;anwer";Loan Agency receive anwer;receives;anwer;Loan Agency
Loan Agency;process Answers;processes;"Loan Agency;process Answers";Loan Agency process Answers;processes;Answers;Loan Agency
Customer;Fill out loan request;fills out;"Customer;loan request";Customer Fill out loan request;Fills out;Customer|loan request;
Customer;send loan request;sends;"Customer;loan request";Customer send loan request;sends;Customer|loan request;
Customer;receive loan proposal;receives;"Customer;loan proposal";Customer receive loan proposal;receives;Customer|loan proposal;
Bank;check loan request;checks;"Bank;loan request";Bank check loan request;requests;Bank check loan;
Bank;accept loan request;accepts;"Bank;loan request";Bank accept loan request;accepts;Bank|loan request;
Bank;refuse loan request;refuses;"Bank;loan request";Bank refuse loan request;refuses|requests;Bank|loan;
Bank;create answer;creates;"Bank;answer";Bank create answer;creates;answer;Bank
Bank;check loan request;checks;"Bank;loan request";Bank check loan request;requests;Bank check loan;
Bank;refuse loan request;refuses;"Bank;loan request";Bank refuse loan request;refuses|requests;Bank|loan;
Bank;security check;;Bank security check;Bank security check;checks;Bank security;
Bank;calculate interest;calculates;"Bank;interest";Bank calculate interest;calculates;interest;Bank
Bank;accept loan request;accepts;"Bank;loan request";Bank accept loan request;accepts;Bank|loan request;
Bank;create answer;creates;"Bank;answer";Bank create answer;creates;answer;Bank
Prefect;Define safety perimeter;defines;"Prefect;safety perimeter";Prefect Define safety perimeter;Defines;safety perimeter;Prefect
Prefect;Ask for implementation of safety perimeter;asks for;"Prefect;implementation of safety perimeter";Prefect Ask for implementation of safety perimeter;Asks for;implementation of safety perimeter;Prefect
Prefect;Define alternative circulation plan;defines;"Prefect;alternative circulation plan";Prefect Define alternative circulation plan;Defines;alternative circulation plan;Prefect
Prefect;Define circulation plan;defines;"Prefect;circulation plan";Prefect Define circulation plan;Defines;circulation plan;Prefect
Prefect;Ask for implementation of circulation plan;asks for;"Prefect;implementation of circulation plan";Prefect Ask for implementation of circulation plan;Asks for;implementation of circulation plan;Prefect
Prefect;Define new alternative circulation plan;defines;"Prefect;new alternative circulation plan";Prefect Define new alternative circulation plan;Defines;new alternative circulation plan;Prefect
Prefect;Ask for implementation of second circulation plan;asks for;"Prefect;implementation of second circulation plan";Prefect Ask for implementation of second circulation plan;Asks for;implementation of second circulation plan;Prefect
Prefect;Ask for implementation of third circulation plan;asks for;"Prefect;implementation of third circulation plan";Prefect Ask for implementation of third circulation plan;Asks for;implementation of third circulation plan;Prefect
Prefect;Activate crisis cell;activates;"Prefect;crisis cell";Prefect Activate crisis cell;Activates;crisis cell;Prefect
Prefect;Contact media to inform that PUI is activated;contacts;"Prefect;media|PUI";Prefect Contact media to inform that PUI is activated;informs that;Prefect Contact media;PUI
Prefect;Alert field actors;alerts;"Prefect;Alert field actors";Prefect Alert field actors;;field actors;Prefect Alert
Prefect;Ask for measurements;asks for;"Prefect;measurements";Prefect Ask for measurements;Asks for;measurements;Prefect
Prefect;ask for advice from IRSN;asks for;"Prefect;advice from IRSN";Prefect ask for advice from IRSN;asks for;advice;Prefect|IRSN
Prefect;Analyse recommendations;analyses;"Prefect;recommendations";Prefect Analyse recommendations;;recommendations;Prefect Analyse
Prefect;Ask for evacuation;asks for;"Prefect;evacuation";Prefect Ask for evacuation;Asks for;evacuation;Prefect
Prefect;Ask for confinement and iodine treatment;asks for;"Prefect;confinement|iodine treatment";Prefect Ask for confinement and iodine treatment;Asks for;confinement|iodine treatment;Prefect
Prefect;Regularly inform media and population about operations;regularly informs;"Prefect;media|population about operations";Prefect Regularly inform media and population about operations;informs;media|population about operations;Prefect
Prefect;Close operations;closes;"Prefect;Close operations";Prefect Close operations;;operations;Prefect Close
IRSN Scientific experts;Study radiation and weather reports;studies;"IRSN Scientific experts;radiation|weather reports";IRSN Scientific experts Study radiation and weather reports;Studies;experts|radiation|weather reports;IRSN Scientific
IRSN Scientific experts;Send advice to Prefect;sends;"IRSN Scientific experts;advice to Prefect";IRSN Scientific experts Send advice to Prefect;Sends;Scientific experts|advice;IRSN|Prefect
IRSN;Study radiation and weather reports;studies;"IRSN;Study radiation|weather reports";IRSN Study radiation and weather reports;;Study radiation|weather reports;IRSN
IRSN;Send advice to Prefet;sends;"IRSN;advice to Prefet";IRSN Send advice to Prefet;Sends;advice;IRSN|Prefet
Prefet;Ask for radiation and weather measures;asks for;"Prefet;radiation|weather measures";Prefet Ask for radiation and weather measures;Asks for;Prefet|radiation|weather measures;
Prefet;ask for advice from IRSN;asks for;"Prefet;advice from IRSN";Prefet ask for advice from IRSN;asks for;Prefet|advice;IRSN
Prefet;Ask for confinment and iodine treatment;asks for;"Prefet;confinment|iodine treatment";Prefet Ask for confinment and iodine treatment;Asks for;Prefet|confinment|iodine treatment;
Firemen;Deliver iodine capsules;delivers;"Firemen;iodine capsules";Firemen Deliver iodine capsules;;Firemen|iodine capsules;
Firemen;wait for resources;waits for;"Firemen;resources";Firemen wait for resources;waits for;Firemen|resources;
Police;ensure and control confinment;ensures;"Police;confinment";Police ensure and control confinment;ensures|controls;Police|confinment;
Police;wait for resources;waits for;"Police;resources";Police wait for resources;waits for;Police|resources;
Meteo France;Measure weather data;measures;"Meteo France;weather data";Meteo France Measure weather data;;Measure weather data;Meteo France
Meteo France;Send measure report;sends;"Meteo France;measure report";Meteo France Send measure report;Sends measure report;;Meteo France
Radiation Survey Network;Measure radiation data;measures;"Radiation Survey Network;radiation data";Radiation Survey Network Measure radiation data;;Radiation Survey Network Measure radiation data;
Radiation Survey Network;Send measure report;sends;"Radiation Survey Network;measure report";Radiation Survey Network Send measure report;Sends measure report;Radiation Survey Network;
Police;Provide confinment materials + vehicles;provides;"Police;confinment materials|vehicles";Police Provide confinment materials + vehicles;Provides;Police|confinment materials|vehicles;
Firemen;Provide iodine capsules + vehicles;provides;"Firemen;iodine capsules|vehicles";Firemen Provide iodine capsules + vehicles;;Firemen|iodine capsules|vehicles;
Police;Implement safety parameter;implements;"Police;safety parameter";Police Implement safety parameter;Implements;Police|safety parameter;
Army;ensure and control evacuation;ensures;"Army;evacuation";Army ensure and control evacuation;ensures|controls;evacuation;Army
Army;wait for resources;waits for;"Army;resources";Army wait for resources;waits for;resources;Army
Office of infrastructures;Implement circulation plan;implements;"Office of infrastructures;circulation plan";Office of infrastructures Implement circulation plan;Implements;Office of infrastructures|circulation plan;
Office of infrastructures;wait for resources;waits for;"Office of infrastructures;resources";Office of infrastructures wait for resources;waits for;Office of infrastructures|resources;
Office of infrastructures;Implement new circulation plan;implements;"Office of infrastructures;new circulation plan";Office of infrastructures Implement new circulation plan;Implements;Office of infrastructures|new circulation plan;
Media;Inform population to take iodine;informs;"Media;population|iodine";Media Inform population to take iodine;Informs|takes;Media|population|iodine;
Media;Inform population to stay confined;informs;"Media;population";Media Inform population to stay confined;Informs|stays;Media|population;
Media;Inform population to evacuate;informs;"Media;population";Media Inform population to evacuate;Informs|evacuates;Media|population;
Media;Keep population informed;keeps;"Media;population";Media Keep population informed;Keeps;Media|population;
Firemen;Assist and evacuate victims;assists;"Firemen;victims";Firemen Assist and evacuate victims;Assists|evacuates;Firemen|victims;
Hospitals;receive and treat victims;receives;"Hospitals;victims";Hospitals receive and treat victims;receives|treats;Hospitals|victims;
Radiation survey network;Measure radiation data;measures;"Radiation survey network;radiation data";Radiation survey network Measure radiation data;Measures;Radiation survey network|radiation data;
Radiation survey network;Send measure report;sends;"Radiation survey network;measure report";Radiation survey network Send measure report;Sends measure report;Radiation survey network;
Office of infrastructure;Provide road signs and vehicles;provides;"Office of infrastructure;road signs|vehicles";Office of infrastructure Provide road signs and vehicles;Provides;Office of infrastructure|road signs|vehicles;
Office of infrastructure;Provide additional road signs and vehicules;provides;"Office of infrastructure;additional road signs|vehicules";Office of infrastructure Provide additional road signs and vehicules;Provides;Office of infrastructure|additional road signs|vehicules;
Representative of the local authority;Requisition buses;;Representative of the local authority Requisition buses;Representative of the local authority Requisition buses;;Representative of the local authority Requisition buses;
Representative of the local authority;Send buses to evacuation points;sends;"Representative of the local authority;buses to evacuation points";Representative of the local authority Send buses to evacuation points;Sends;Representative of the local authority|buses to evacuation points;
Pit;Welcomes customer;welcomes;"Pit;customer";Pit Welcomes customer;;Pit|customer;
Pit;Stop the Purchase;stops;"Pit;Purchase";Pit Stop the Purchase;Stops;Pit|Purchase;
Pit;Offer a test drive;offers;"Pit;test drive";Pit Offer a test drive;Offers;Pit|test drive;
Pit;Notifiy customer;notifies;"Pit;customer";Pit Notifiy customer;;customer;Pit Notifiy
Fami;Transfer Refund to Pit;transfers;"Fami;Refund to Pit";Fami Transfer Refund to Pit;;Transfer Refund to Pit;Fami
Fami;Receive Cancellation fee;receives;"Fami;Cancellation fee";Fami Receive Cancellation fee;Receives;Cancellation fee;Fami
Fami;Process Order;processes;"Fami;Order";Fami Process Order;;;Fami Process Order
Fami;Deliver bike;delivers;"Fami;bike";Fami Deliver bike;Delivers;bike;Fami
Fami;Assemble bike;assembles;"Fami;bike";Fami Assemble bike;Assembles;bike;Fami
Fami;Get money;gets;"Fami;money";Fami Get money;Gets;money;Fami
Customer;Enter Pit's shop;enters;"Customer;Pit|shop";Customer Enter Pit's shop;;s shop;Customer Enter Pit
Customer;Browse through online catalog;browses through;"Customer;online catalog";Customer Browse through online catalog;Browses through;Customer|online catalog;
Customer;Stop the Purchasing;stops;"Customer;Purchasing";Customer Stop the Purchasing;Stops;Customer|Purchasing;
Customer;Understand solution;understands;"Customer;solution";Customer Understand solution;Understands;Customer|solution;
HO CC CRC;Create Contexts for HO and NWUs;creates;"HO CC CRC;Contexts for HO|NWUs";HO CC CRC Create Contexts for HO and NWUs;Creates;Contexts|NWUs;HO CC CRC|HO
HO CC CRC;Generate CORP-Reports for FMA;generates;"HO CC CRC;CORP|Reports for FMA";HO CC CRC Generate CORP-Reports for FMA;;Reports;HO CC CRC Generate CORP|FMA
HO CC CRC;Calculate RWA;calculates;"HO CC CRC;RWA";HO CC CRC Calculate RWA;Calculates;HO CC CRC;RWA
HO CC CRC;Create Layer3 Data;creates;"HO CC CRC;Layer3 Data";HO CC CRC Create Layer3 Data;Creates;;HO CC CRC|Layer3 Data
HO CC CRC;Generate RWA-Reports for FMA;generates;"HO CC CRC;RWA|Reports for FMA";HO CC CRC Generate RWA-Reports for FMA;Generates;RWA|Reports;HO CC CRC|FMA
HO CC CRC;Calculate EAD;calculates;"HO CC CRC;EAD";HO CC CRC Calculate EAD;Calculates;;HO CC CRC|EAD
HO CC CRC;Technical Check;;HO CC CRC Technical Check;HO CC CRC Technical Check;Checks;;HO CC CRC Technical
HO CC CRC;Unlock User for Context HO;unlocks;"HO CC CRC;User for Context HO";HO CC CRC Unlock User for Context HO;Unlocks;User;HO CC CRC|Context HO
HO CR Business Field;Report via Custom SQL;reports via;"HO CR Business Field;Custom SQL";HO CR Business Field Report via Custom SQL;;Field Report;HO CR Business|Custom SQL
HO CR Business Field;Run FRM-Reports;runs;"HO CR Business Field;FRM-Reports";HO CR Business Field Run FRM-Reports;;Reports;HO CR Business Field Run FRM
HO CR Business Field;Present Board;presents;"HO CR Business Field;Present Board";HO CR Business Field Present Board;;;HO CR Business Field Present Board
HO CR Business Field;BF Check;;HO CR Business Field BF Check;HO CR Business Field BF Check;Checks;Field BF;HO CR Business
HO CR Business Field;Define Parametrization;defines;"HO CR Business Field;Parametrization";HO CR Business Field Define Parametrization;Defines;Business Field|Parametrization;HO CR
Local CC CRC;Receive RBRU Data from local HO;receives;"Local CC CRC;RBRU Data from local HO";Local CC CRC Receive RBRU Data from local HO;Receives;Local CC CRC|RBRU Data;HO
Local CC CRC;Calculate EAD;calculates;"Local CC CRC;EAD";Local CC CRC Calculate EAD;Calculates;Local CC CRC;EAD
Local CC CRC;Install local Calculation Setup;installs;"Local CC CRC;local Calculation Setup";Local CC CRC Install local Calculation Setup;Installs;Local CC CRC|local Calculation Setup;
Local CC CRC;Technical Check;;Local CC CRC Technical Check;Local CC CRC Technical Check;;;Local CC CRC Technical Check
Local CC CRC;Calculate RWA;calculates;"Local CC CRC;RWA";Local CC CRC Calculate RWA;Calculates;Local CC CRC|RWA;
Local CC CRC;Generate CORP Reports for local Supervisor;generates;"Local CC CRC;CORP Reports for local Supervisor";Local CC CRC Generate CORP Reports for local Supervisor;;;Local CC CRC Generate CORP|Supervisor
Local CC CRC;Generate FIN Reports for local Supervisor;generates;"Local CC CRC;FIN Reports for local Supervisor";Local CC CRC Generate FIN Reports for local Supervisor;Generates FIN;Local CC CRC|Reports;Supervisor
Local CC CRC;Prepare DFF Files for Stresstesting;prepares;"Local CC CRC;DFF Files for Stresstesting";Local CC CRC Prepare DFF Files for Stresstesting;Prepares;DFF Files for Stresstesting;Local CC CRC
Local CC CRC;Load DFF Files into Stresstesting;loads;"Local CC CRC;DFF Files into Stresstesting";Local CC CRC Load DFF Files into Stresstesting;;Stresstesting;CC CRC Load DFF
Local CC CRC;Calculate Stresstesting-Scenarios;calculates;"Local CC CRC;Stresstesting Scenarios";Local CC CRC Calculate Stresstesting-Scenarios;Calculates;Local CC CRC|Stresstesting|Scenarios;
Local CC CRC;Generate RWA Reports for local Supervisor;generates;"Local CC CRC;RWA Reports for local Supervisor";Local CC CRC Generate RWA Reports for local Supervisor;Generates;Local CC CRC|RWA Reports;Supervisor
Local CC CRC;Unlock User for Context RBRU;unlocks;"Local CC CRC;User for Context RBRU";Local CC CRC Unlock User for Context RBRU;Unlocks;User;Local CC CRC|Context RBRU
Local CR Business Field;BF Check;;Local CR Business Field BF Check;Local CR Business Field BF Check;Checks;;CR Business Field BF
Local CR Business Field;Define Parametrization;defines;"Local CR Business Field;Parametrization";Local CR Business Field Define Parametrization;Defines;Business Field|Parametrization;CR
Local CR Business Field;Present Board;presents;"Local CR Business Field;Present Board";Local CR Business Field Present Board;;;Local CR Business Field Present Board
Local CR Business Field;Report via Custom SQL + MS EXCEL;reports via;"Local CR Business Field;Custom SQL|MS EXCEL";Local CR Business Field Report via Custom SQL + MS EXCEL;;Report via Custom SQL;CR Business Field|MS EXCEL
Local CC CRC;Generate RWA Reports for local Supervisor;generates;"Local CC CRC;RWA Reports for local Supervisor";Local CC CRC Generate RWA Reports for local Supervisor;Generates;Local CC CRC|RWA Reports;Supervisor
Local CR Business Field;Generate FRM Reports;generates;"Local CR Business Field;FRM Reports";Local CR Business Field Generate FRM Reports;Generates;Field|FRM Reports;Local CR Business
Local CC CRC;RWA Calculation;;Local CC CRC RWA Calculation;Local CC CRC RWA Calculation;;Calculation;Local CC CRC RWA
Local CR Business Field;Generate FRT Reports;generates;"Local CR Business Field;FRT Reports";Local CR Business Field Generate FRT Reports;;Reports;Local CR Business Field Generate FRT
NWU CC CRC;Receive RBSG Data from local HO;receives;"NWU CC CRC;RBSG Data from local HO";NWU CC CRC Receive RBSG Data from local HO;Receives;RBSG Data;NWU CC CRC|HO
NWU CC CRC;Generate CORP Reports for FMA;generates;"NWU CC CRC;CORP Reports for FMA";NWU CC CRC Generate CORP Reports for FMA;;;NWU CC CRC Generate CORP|FMA
NWU CC CRC;Calculate RWA;calculates;"NWU CC CRC;RWA";NWU CC CRC Calculate RWA;Calculates;NWU CC CRC;RWA
NWU CC CRC;Install local Calculation Setup;installs;"NWU CC CRC;local Calculation Setup";NWU CC CRC Install local Calculation Setup;Installs;NWU CC CRC|local Calculation Setup;
NWU CC CRC;Generate RWA Reports for FMA;generates;"NWU CC CRC;RWA Reports for FMA";NWU CC CRC Generate RWA Reports for FMA;Generates;RWA Reports;NWU CC CRC|FMA
NWU CC CRC;Calculate EAD;calculates;"NWU CC CRC;EAD";NWU CC CRC Calculate EAD;Calculates;NWU CC CRC;EAD
NWU CC CRC;Technical Check;;NWU CC CRC Technical Check;NWU CC CRC Technical Check;;;NWU CC CRC Technical Check
NWU CC CRC;Unlock User for Context HO;unlocks;"NWU CC CRC;User for Context HO";NWU CC CRC Unlock User for Context HO;Unlocks;User;NWU CC CRC|Context HO
NWU CR Business Field;Report via Custom SQL;reports via;"NWU CR Business Field;Report via Custom SQL";NWU CR Business Field Report via Custom SQL;;Field Report;NWU CR Business|Custom SQL
NWU CR Business Field;Run FRM Reports;runs;"NWU CR Business Field;FRM Reports";NWU CR Business Field Run FRM Reports;Runs;Business Field|FRM;NWU CR
NWU CR Business Field;Present Board;;NWU CR Business Field Present Board;NWU CR Business Field Present Board;;;NWU CR Business Field Present Board
NWU CR Business Field;BF Check;;NWU CR Business Field BF Check;NWU CR Business Field BF Check;Checks;Field BF;NWU CR Business
NWU CR Business Field;Define Parametrization;defines;"NWU CR Business Field;Parametrization";NWU CR Business Field Define Parametrization;Defines;Business Field|Parametrization;NWU CR
Kunden;create case;creates;"Kunden;case";Kunden create case;creates;case;Kunden
Kunden;interviews a patient;interviews;"Kunden;patient";Kunden interviews a patient;;patient;Kunden
Kunden;integrate in new workflow;integrates in;"Kunden;new workflow";Kunden integrate in new workflow;integrates in;new workflow;Kunden
Kunden;write report;writes;"Kunden;report";Kunden write report;writes report;;Kunden
Reiseveranstalter;search expert;searches;"Reiseveranstalter;expert";Reiseveranstalter search expert;;search expert;Reiseveranstalter
Reiseveranstalter;receive expertise from expert;receives;"Reiseveranstalter;expertise from expert";Reiseveranstalter receive expertise from expert;receives;expertise from expert;Reiseveranstalter
Reiseveranstalter;forward expertise;forwards;"Reiseveranstalter;expertise";Reiseveranstalter forward expertise;;expertise;Reiseveranstalter
Reiseveranstalter;fills a check;fills;"Reiseveranstalter;check";Reiseveranstalter fills a check;;check;Reiseveranstalter
External Expert;receive request;receives;"External Expert;request";External Expert receive request;receives;External Expert|request;
External Expert;send an expertise;sends;"External Expert;expertise";External Expert send an expertise;sends;External Expert|expertise;
External Expert;receive check;receives;"External Expert;check";External Expert receive check;receives check;External Expert;
costume designer;create costume breakdown;creates;"costume designer;costume breakdown";costume designer create costume breakdown;creates;costume designer|costume breakdown;
costume designer;investigation;;costume designer investigation;costume designer investigation;;costume designer investigation;
costume designer;fit costume to actors;fits;"costume designer;costume to actors";costume designer fit costume to actors;fits;costume designer|costume to actors;
costume designer;change costume;changes;"costume designer;costume";costume designer change costume;changes;costume designer|costume;
costume designer;department organization;;costume designer department organization;costume designer department organization;;costume designer department organization;
costume designer;hire people;hires;"costume designer;people";costume designer hire people;hires;costume designer|people;
costume designer;staff scheduling;;costume designer staff scheduling;costume designer staff scheduling;;costume designer staff scheduling;
costume designer;set organization;sets;"costume designer;organization";costume designer set organization;sets;costume designer|organization;
costume designer;costume planning;;costume designer costume planning;costume designer costume planning;;costume designer costume planning;
costume staff;dress actor;;costume staff dress actor;costume staff dress actor;dresses;costume staff|actor;
costume staff;take actor to shooting location;takes;"costume staff;actor to shooting location";costume staff take actor to shooting location;takes;costume staff|actor to shooting location;
costume staff;check first take of costumes;checks;"costume staff;first take of costumes";costume staff check first take of costumes;checks;costume staff|first take of costumes;
costume staff;check if actor is ready;checks;"costume staff;actor";costume staff check if actor is ready;;costume staff check if actor;
costume staff;rehearse;rehearses;"costume staff;nan";costume staff rehearse;rehearses;costume staff;
costume staff;fix costumes;fixes;"costume staff;costumes";costume staff fix costumes;fixes;costume staff|costumes;
costume staff;take first shot of scene;takes;"costume staff;first shot of scene";costume staff take first shot of scene;takes;costume staff|first shot of scene;
costume staff;take photo of actor;takes;"costume staff;photo of actor";costume staff take photo of actor;takes;costume staff|photo of actor;
costume staff;take notes about clothing details;takes;"costume staff;notes about clothing details";costume staff take notes about clothing details;takes;costume staff|notes about clothing details;
costume staff;put photo into set book;puts;"costume staff;photo into set book";costume staff put photo into set book;puts;costume staff|photo into set book;
costume staff;get actor changed;gets;"costume staff;actor";costume staff get actor changed;gets;costume staff|actor;
costume staff;undress actor;undress;"costume staff;actor";costume staff undress actor;undresses;costume staff|actor;
costume staff;clean costume;clean;"costume staff;costume";costume staff clean costume;cleans;costume staff|costume;
PhD Student;Pick up all the receipts;picks up;"PhD Student;receipts";PhD Student Pick up all the receipts;Picks up;PhD Student|receipts;
PhD Student;uses personal money;uses;"PhD Student;personal money";PhD Student uses personal money;;PhD Student|personal money;
PhD Student;tries to find a sponsor;tries to find;"PhD Student;sponsor";PhD Student tries to find a sponsor;finds;PhD Student|sponsor;
PhD Office;Gives a quick look to the receipts;gives;"PhD Office;quick look to the receipts";PhD Office Gives a quick look to the receipts;;PhD Office|quick look to the receipts;
Administration office;Check all the information;checks;"Administration office;information";Administration office Check all the information;Checks;Administration office|information;
Administration office;calculate the amount of the repayment;calculates;"Administration office;amount of the repayment";Administration office calculate the amount of the repayment;calculates;Administration office|amount of the repayment;
Administration office;try to remove funds from the travel fund;tries to remove;"Administration office;funds from the travel fund";Administration office try to remove funds from the travel fund;tries to|removes;Administration office|funds from the travel fund;
Administration office;Remove funds from the travel fund;removes;"Administration office;funds from the travel fund";Administration office Remove funds from the travel fund;Removes;Administration office|funds from the travel fund;
Administration office;makes the repayment to the bank account of the student;makes;"Administration office;repayment to the bank account of the student";Administration office makes the repayment to the bank account of the student;;Administration office|repayment to the bank account of the student;
Advisor;Check study plan;checks;"Advisor;study plan";Advisor Check study plan;studies plan;;Advisor Check
Phd office;Commission evaluation;;Phd office Commission evaluation;Phd office Commission evaluation;;Phd office|evaluation;Commission
Phd office;Courses scheduling;;Phd office Courses scheduling;Phd office Courses scheduling;;Phd office Courses scheduling;
Phd office;Publishing courses information;;Phd office Publishing courses information;Phd office Publishing courses information;;Phd office Publishing courses information;
Phd office;check the study plan;checks;"Phd office;study plan";Phd office check the study plan;checks;Phd office|study plan;
Phd office;Check study plan;checks;"Phd office;study plan";Phd office Check study plan;plans;Phd office Check study;
Phd office;reject study plan;rejects;"Phd office;study plan";Phd office reject study plan;rejects|plans;Phd office|study;
Phd student;Create study plan;creates;"Phd student;study plan";Phd student Create study plan;Creates|plans;Phd student|study;
Phd student;give up;gives up;"Phd student;nan";Phd student give up;gives up;Phd student;
Phd student;Try to make another one;tries to make;"Phd student;one";Phd student Try to make another one;Tries to|makes;Phd student|one;
Phd student;change study plan;changes;"Phd student;study plan";Phd student change study plan;plans;Phd student change study;
PhD Student;Request a certification;requests;"PhD Student;certification";PhD Student Request a certification;Requests;PhD Student|certification;
PhD Student;Check form data;checks;"PhD Student;form data";PhD Student Check form data;Checks;PhD Student|form data;
PhD Student;compile and sign the documents;compiles;"PhD Student;documents";PhD Student compile and sign the documents;compiles|signs;PhD Student|documents;
PhD office;choose the correct certification;chooses;"PhD office;correct certification";PhD office choose the correct certification;chooses;PhD office|correct certification;
PhD office;Prepares the certificate;prepares;"PhD office;certificate";PhD office Prepares the certificate;;PhD office|certificate;
PhD office;Compile the form;compiles;"PhD office;form";PhD office Compile the form;Compiles;PhD office|form;
Department assistant;sign the document;signs;"Department assistant;document";Department assistant sign the document;signs;Department assistant|document;
PhD student;Pick up all the recipts;picks up;"PhD student;recipts";PhD student Pick up all the recipts;Picks up;PhD student|recipts;
PhD student;Must found more funds;founds;"PhD student;more funds";PhD student Must found more funds;finds;PhD student|funds;
PhD student;use my money;uses;"PhD student;money";PhD student use my money;uses;PhD student|money;
PhD student;Fund procedure;funds;"PhD student;procedure";PhD student Fund procedure;;PhD student Fund procedure;
PhD office;Gives a quick look to the recipts;gives;"PhD office;quick look to the recipts";PhD office Gives a quick look to the recipts;;PhD office|quick look to the recipts;
PhD office;try to remove fund from the travel fund;tries;"PhD office;fund from the travel fund";PhD office try to remove fund from the travel fund;tries to|removes;PhD office|fund from the travel fund;
Administration office;Check all the informations of the recipts;checks;"Administration office;informations of the recipts";Administration office Check all the informations of the recipts;Checks;Administration office|informations of the recipts;
Administration office;Calculate the amont of the repayment;calculates;"Administration office;amont of the repayment";Administration office Calculate the amont of the repayment;Calculates;Administration office|amont of the repayment;
Administration office;take up the fund of the travel funder;takes up;"Administration office;fund of the travel funder";Administration office take up the fund of the travel funder;takes up;Administration office|fund of the travel funder;
